General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Aleksandr Golovin,RUS,"MF,FW",26,1996,27.4,1382,22,184,574,660,85,1382,49,27,55.1,14,28.6,983,6704,3271,89,61,28,48,32,889,210
Alexander Nübel,GER,GK,25,1996,38.0,1215,1033,1208,8,0,0,1215,0,0,,0,,846,4110,2509,0,0,0,1,0,483,0
Axel Disasi,FRA,DF,24,1998,37.0,2293,234,832,1326,161,51,2292,29,21,72.4,8,27.6,1662,11330,6779,64,45,5,18,17,1484,17
Benoît Badiashile,FRA,DF,21,2001,9.3,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114,3,3,1,3,0,349,0
Breel Embolo,SUI,FW,25,1997,20.7,708,20,42,299,378,100,707,73,32,43.8,35,47.9,522,2799,906,24,27,13,66,46,553,159
Caio Henrique Oliveira Silva,BRA,DF,25,1997,32.2,2218,105,621,1025,595,36,2218,33,19,57.6,8,24.2,1413,8270,4299,56,49,9,27,10,1253,141
Chrislain Matsima,FRA,DF,20,2002,5.0,276,31,101,138,38,6,276,1,1,100.0,0,0.0,182,741,262,2,2,0,0,1,151,9
Edan Diop,FRA,"DF,FW",17,2004,2.5,167,2,20,68,83,16,167,11,3,27.3,8,72.7,119,636,275,8,11,2,4,3,111,29
Eliesse Ben Seghir,MAR,"FW,MF",17,2005,11.7,583,2,38,284,272,40,583,36,14,38.9,14,38.9,459,2968,1211,31,28,8,39,22,440,93
Eliot Matazo,BEL,MF,20,2002,13.1,606,30,134,399,81,1,606,16,4,25.0,9,56.3,431,2218,889,5,13,0,9,12,363,10
Gelson Martins,POR,"MF,FW",27,1995,3.8,218,3,30,74,118,22,218,13,4,30.8,8,61.5,168,1050,529,15,9,6,10,7,154,47
Guillermo Maripán,CHI,DF,28,1994,24.0,1418,183,658,734,37,25,1418,6,1,16.7,4,66.7,1000,4754,2312,6,6,0,9,6,888,0
Ismail Jakobs,SEN,"DF,FW",22,1999,12.4,749,24,145,311,299,41,749,12,5,41.7,6,50.0,483,2986,1332,39,31,8,17,7,493,109
Jean Lucas,BRA,MF,24,1998,3.2,191,8,29,136,32,5,191,14,9,64.3,3,21.4,147,968,398,5,6,1,3,1,125,6
Kevin Volland,GER,"FW,MF",30,1992,7.1,267,2,15,122,133,37,267,5,1,20.0,3,60.0,210,1030,270,6,6,5,19,7,213,60
Krépin Diatta,SEN,"MF,FW",23,1999,23.0,1011,13,93,367,560,88,1011,61,32,52.5,18,29.5,745,4532,2035,80,51,28,45,20,720,229
Maghnes Akliouche,FRA,"MF,FW",20,2002,4.5,210,4,23,85,105,17,210,13,6,46.2,7,53.8,172,897,351,9,5,2,8,7,161,42
Malang Sarr,FRA,DF,23,1999,8.0,590,54,210,366,17,1,590,4,2,50.0,2,50.0,457,2591,1656,5,7,2,4,2,410,2
Mohamed Camara,MLI,MF,22,2000,24.4,1574,44,344,1028,223,6,1574,49,23,46.9,15,30.6,1236,6182,2831,28,29,1,36,26,1105,19
Myron Boadu,NED,FW,21,2001,3.3,98,1,7,39,53,23,98,4,1,25.0,3,75.0,65,336,138,5,1,3,17,7,75,21
Ruben Aguilar,FRA,DF,29,1993,13.0,975,44,210,463,305,24,975,14,7,50.0,6,42.9,637,3256,1501,29,23,3,14,4,573,78
Sofiane Diop,FRA,MF,22,2000,0.7,48,0,0,14,35,5,48,5,1,20.0,3,60.0,33,255,127,5,5,3,3,3,32,10
Soungoutou Magassa,FRA,MF,18,2003,0.9,47,1,12,31,5,0,47,2,1,50.0,1,50.0,29,147,68,0,1,0,1,0,23,1
Takumi Minamino,JPN,"MF,FW",27,1995,8.0,382,8,43,153,193,43,382,18,8,44.4,10,55.6,264,1684,696,26,12,11,29,11,244,66
Vanderson,BRA,"DF,MF",21,2001,24.6,1689,60,350,766,583,51,1689,67,27,40.3,32,47.8,1098,6082,2745,50,37,9,37,21,966,175
Wissam Ben Yedder,FRA,FW,31,1990,23.5,799,0,22,325,458,151,793,51,23,45.1,25,49.0,610,3251,1304,48,32,26,35,32,599,198
Youssouf Fofana,FRA,MF,23,1999,34.3,2116,59,352,1340,454,37,2116,91,46,50.5,40,44.0,1600,9328,4753,81,90,9,48,41,1416,71
