General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alejandro Revuelta Montero,ESP,DF,22,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Borja Mayoral,ESP,FW,25,1997,30.7,8,50,19,38.0,1.63,0.62,0.16,0.42,14.6,0,0,2,7.9,6.3,0.13,0.1,1.7
Carles Aleñá,ESP,"MF,FW",24,1998,23.5,2,33,10,30.3,1.4,0.42,0.06,0.2,22.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3
Damián Suárez,URU,"DF,MF",34,1988,21.6,1,6,1,16.7,0.28,0.05,0.17,1.0,19.0,0,0,0,1.1,1.1,0.18,-0.1,-0.1
David Soria,ESP,GK,29,1993,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Djené,TOG,DF,30,1991,31.6,0,9,1,11.1,0.29,0.03,0.0,0.0,15.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Domingos Duarte,POR,DF,27,1995,29.5,0,16,4,25.0,0.54,0.14,0.0,0.0,11.0,0,0,0,1.3,1.3,0.08,-1.3,-1.3
Enes Ünal,TUR,FW,25,1997,33.0,14,82,31,37.8,2.48,0.94,0.11,0.29,18.8,16,5,6,11.7,7.1,0.09,2.3,1.9
Fabrizio Angileri,ARG,DF,28,1994,6.5,0,3,0,0.0,0.46,0.0,0.0,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Gastón Álvarez,URU,DF,22,2000,16.7,2,5,2,40.0,0.3,0.12,0.4,1.0,16.9,0,0,0,0.5,0.5,0.11,1.5,1.5
Gonzalo Villar,ESP,MF,24,1998,5.1,0,3,1,33.3,0.59,0.2,0.0,0.0,19.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Iglesias,ESP,"DF,MF",24,1998,23.8,1,21,7,33.3,0.88,0.29,0.05,0.14,20.1,0,0,0,0.9,0.9,0.04,0.1,0.1
Jaime Mata,ESP,"FW,MF",33,1988,4.9,1,14,5,35.7,2.88,1.03,0.07,0.2,12.0,0,0,0,1.9,1.9,0.15,-0.9,-0.9
Jaime Seoane,ESP,"MF,FW",25,1997,3.6,0,2,0,0.0,0.55,0.0,0.0,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Jordan Amavi,FRA,DF,28,1994,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Juanmi Latasa,ESP,FW,21,2001,5.0,1,15,4,26.7,3.01,0.8,0.07,0.25,16.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Luis Milla,ESP,MF,27,1994,20.6,0,8,1,12.5,0.39,0.05,0.0,0.0,27.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Mauro Arambarri,URU,MF,26,1995,11.0,0,8,0,0.0,0.73,0.0,0.0,,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Moises Parra Gutierrez,ESP,FW,20,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Munir El Haddadi,MAR,"MF,FW",26,1995,12.8,3,32,9,28.1,2.5,0.7,0.09,0.33,18.1,2,0,0,2.7,2.7,0.09,0.3,0.3
Nemanja Maksimović,SRB,MF,27,1995,22.8,0,18,7,38.9,0.79,0.31,0.0,0.0,14.2,0,0,0,1.8,1.8,0.1,-1.8,-1.8
Omar Alderete,PAR,DF,25,1996,22.7,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,0,0.6,0.6,0.04,0.4,0.4
Portu,ESP,"MF,DF",30,1992,19.7,0,15,5,33.3,0.76,0.25,0.0,0.0,18.1,0,0,0,1.7,1.7,0.12,-1.7,-1.7
Stefan Mitrović,SRB,DF,32,1990,18.7,0,1,0,0.0,0.05,0.0,0.0,,11.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Ángel Algobia,ESP,MF,23,1999,12.6,0,7,1,14.3,0.55,0.08,0.0,0.0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
