General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alejandro Revuelta Montero,ESP,DF,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Borja Mayoral,ESP,FW,25,1997,30.7,9,4,7,2,0,5,31,16.1,26,18,0,18,3,12,10,0
Carles Aleñá,ESP,"MF,FW",24,1998,23.5,18,10,7,5,6,5,34,14.7,29,19,1,18,4,22,18,0
Damián Suárez,URU,"DF,MF",34,1988,21.6,49,33,23,19,7,26,48,54.2,22,40,0,40,15,64,36,0
David Soria,ESP,GK,29,1993,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,20,4
Djené,TOG,DF,30,1991,31.6,41,28,23,17,1,22,38,57.9,16,25,10,15,42,83,81,1
Domingos Duarte,POR,DF,27,1995,29.5,26,18,21,5,0,19,26,73.1,7,29,23,6,39,65,145,0
Enes Ünal,TUR,FW,25,1997,33.0,26,14,5,19,2,7,25,28.0,18,19,2,17,6,32,35,0
Fabrizio Angileri,ARG,DF,28,1994,6.5,12,9,8,3,1,10,17,58.8,7,8,3,5,7,19,10,0
Gastón Álvarez,URU,DF,22,2000,16.7,38,30,24,9,5,23,42,54.8,19,15,5,10,15,53,35,0
Gonzalo Villar,ESP,MF,24,1998,5.1,10,5,1,6,3,6,14,42.9,8,9,2,7,6,16,5,0
Iglesias,ESP,"DF,MF",24,1998,23.8,61,35,40,18,3,33,65,50.8,32,40,5,35,21,82,91,1
Jaime Mata,ESP,"FW,MF",33,1988,4.9,13,10,4,5,4,7,22,31.8,15,7,2,5,3,16,6,0
Jaime Seoane,ESP,"MF,FW",25,1997,3.6,10,4,3,4,3,2,8,25.0,6,7,3,4,1,11,2,0
Jordan Amavi,FRA,DF,28,1994,2.2,3,2,3,0,0,1,3,33.3,2,3,0,3,4,7,7,0
Juanmi Latasa,ESP,FW,21,2001,5.0,5,4,2,0,3,1,1,100.0,0,3,1,2,1,6,8,0
Luis Milla,ESP,MF,27,1994,20.6,48,30,21,18,9,19,44,43.2,25,13,1,12,32,80,25,1
Mauro Arambarri,URU,MF,26,1995,11.0,14,6,9,4,1,3,17,17.6,14,17,5,12,14,28,19,0
Moises Parra Gutierrez,ESP,FW,20,2002,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Munir El Haddadi,MAR,"MF,FW",26,1995,12.8,12,7,3,7,2,2,10,20.0,8,23,2,21,9,21,7,0
Nemanja Maksimović,SRB,MF,27,1995,22.8,41,30,17,18,6,19,32,59.4,13,36,14,22,34,75,27,0
Omar Alderete,PAR,DF,25,1996,22.7,35,20,21,14,0,28,40,70.0,12,23,16,7,26,61,85,0
Portu,ESP,"MF,DF",30,1992,19.7,28,21,14,10,4,18,42,42.9,24,23,3,20,17,45,20,1
Stefan Mitrović,SRB,DF,32,1990,18.7,14,6,12,2,0,7,11,63.6,4,12,10,2,17,31,90,2
Ángel Algobia,ESP,MF,23,1999,12.6,27,13,14,13,0,22,48,45.8,26,15,5,10,3,30,11,0
