General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alejandro Revuelta Montero,ESP,DF,22,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Borja Mayoral,ESP,FW,25,1997,30.7,582,775,75.1,8629,1623,332,397,83.6,161,211,76.3,51,71,71.8,2,2.7,3.4,-0.7,22,35,21,4,64
Carles Aleñá,ESP,"MF,FW",24,1998,23.5,607,809,75.0,10256,2596,291,346,84.1,211,270,78.1,69,120,57.5,2,1.6,1.8,0.4,15,71,20,6,87
Damián Suárez,URU,"DF,MF",34,1988,21.6,649,962,67.5,11863,5603,300,367,81.7,252,343,73.5,82,194,42.3,1,1.8,1.7,-0.8,26,61,23,14,80
David Soria,ESP,GK,29,1993,38.0,610,1136,53.7,28998,25913,28,30,93.3,119,126,94.4,463,972,47.6,0,0.2,0.2,-0.2,4,57,3,0,1
Djené,TOG,DF,30,1991,31.6,884,1154,76.6,16135,6389,361,404,89.4,411,484,84.9,96,206,46.6,1,0.7,1.4,0.3,7,72,13,10,77
Domingos Duarte,POR,DF,27,1995,29.5,742,963,77.1,15659,6506,238,281,84.7,369,442,83.5,130,225,57.8,2,0.8,0.1,1.2,4,52,1,0,63
Enes Ünal,TUR,FW,25,1997,33.0,446,750,59.5,5529,1253,281,404,69.6,110,203,54.2,14,31,45.2,3,3.5,1.9,-0.5,27,40,16,3,55
Fabrizio Angileri,ARG,DF,28,1994,6.5,153,260,58.8,2800,936,67,87,77.0,65,109,59.6,17,42,40.5,0,0.0,0.1,0.0,0,13,1,0,16
Gastón Álvarez,URU,DF,22,2000,16.7,350,579,60.4,5840,3078,176,209,84.2,136,228,59.6,30,103,29.1,0,0.2,0.4,-0.2,4,27,4,3,38
Gonzalo Villar,ESP,MF,24,1998,5.1,205,258,79.5,3259,927,97,111,87.4,84,109,77.1,15,21,71.4,0,0.3,0.4,-0.3,3,26,5,1,27
Iglesias,ESP,"DF,MF",24,1998,23.8,557,951,58.6,10128,4524,248,310,80.0,227,356,63.8,70,225,31.1,0,1.0,1.4,-1.0,13,41,24,15,50
Jaime Mata,ESP,"FW,MF",33,1988,4.9,68,122,55.7,1040,301,36,55,65.5,23,38,60.5,5,11,45.5,1,1.3,0.7,-0.3,6,6,6,3,10
Jaime Seoane,ESP,"MF,FW",25,1997,3.6,87,112,77.7,1488,456,40,50,80.0,28,34,82.4,11,17,64.7,0,0.3,0.3,-0.3,6,7,1,0,7
Jordan Amavi,FRA,DF,28,1994,2.2,51,96,53.1,779,372,28,39,71.8,18,36,50.0,3,11,27.3,0,0.0,0.0,0.0,0,2,0,0,5
Juanmi Latasa,ESP,FW,21,2001,5.0,80,164,48.8,1141,351,41,77,53.2,29,54,53.7,3,4,75.0,0,0.6,0.6,-0.6,6,7,6,0,19
Luis Milla,ESP,MF,27,1994,20.6,756,974,77.6,13767,4551,351,400,87.8,278,333,83.5,101,183,55.2,3,1.3,1.6,1.7,29,99,6,3,104
Mauro Arambarri,URU,MF,26,1995,11.0,326,421,77.4,6549,2050,112,128,87.5,150,177,84.7,58,99,58.6,1,1.5,1.6,-0.5,15,32,4,2,33
Moises Parra Gutierrez,ESP,FW,20,2002,0.1,3,3,100.0,29,17,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Munir El Haddadi,MAR,"MF,FW",26,1995,12.8,270,433,62.4,4236,1343,142,185,76.8,85,131,64.9,26,60,43.3,1,1.2,1.7,-0.2,14,20,11,8,30
Nemanja Maksimović,SRB,MF,27,1995,22.8,439,563,78.0,6546,1380,226,277,81.6,169,204,82.8,20,42,47.6,0,0.6,0.8,-0.6,10,28,7,3,42
Omar Alderete,PAR,DF,25,1996,22.7,509,877,58.0,11252,5744,153,218,70.2,260,351,74.1,94,268,35.1,1,0.8,1.0,0.2,5,69,12,0,96
Portu,ESP,"MF,DF",30,1992,19.7,493,731,67.4,7469,2863,268,329,81.5,174,240,72.5,29,77,37.7,3,1.9,2.6,1.1,27,30,26,15,40
Stefan Mitrović,SRB,DF,32,1990,18.7,403,512,78.7,8685,3574,106,126,84.1,228,260,87.7,63,111,56.8,0,0.0,0.1,0.0,0,14,0,0,17
Ángel Algobia,ESP,MF,23,1999,12.6,420,521,80.6,7479,1575,179,211,84.8,173,197,87.8,52,82,63.4,0,0.6,0.3,-0.6,5,35,4,4,42
