General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Lallana,ENG,"MF,FW",34,1988,16,722,45,21.1,8.0,12,55,0,4,15,0,1.56,16,10,6,0.75,0.31,12.0,10.7,1.3,0.16,-0.56
Adam Webster,ENG,DF,27,1995,27,1985,74,58.0,22.1,23,85,17,4,7,4,1.74,41,27,14,0.63,0.32,43.8,24.9,18.8,0.85,0.58
Alexis Mac Allister,ARG,MF,23,1998,35,2886,82,84.4,32.1,31,89,27,4,32,0,1.6,54,45,9,0.28,-1.4,62.0,39.5,22.5,0.7,0.6
Andrew Moran,IRL,FW,18,2003,1,12,12,0.4,0.1,0,,0,1,12,12,3.0,0,1,-1,-7.5,-8.03,0.1,0.8,-0.7,-5.5,-6.13
Billy Gilmour,SCO,MF,21,2001,14,507,36,14.8,5.6,7,68,2,7,5,16,1.79,14,8,6,1.07,0.66,12.5,9.8,2.7,0.48,-0.15
Cameron Peupion,AUS,MF,19,2002,1,6,6,0.2,0.1,0,,0,1,6,4,0.0,0,2,-2,-30.0,-30.55,0.2,1.1,-1.0,-14.61,-15.25
Danny Welbeck,ENG,FW,31,1990,31,1854,60,54.2,20.6,21,76,7,10,26,1,1.68,36,28,8,0.39,-0.24,37.2,26.2,11.0,0.53,-0.16
Deniz Undav,GER,"FW,MF",26,1996,22,628,29,18.4,7.0,6,71,0,16,13,14,1.41,14,9,5,0.72,0.27,15.0,9.2,5.9,0.84,0.28
Ed Turns,WAL,DF,19,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
Enock Mwepu,ZAM,"FW,MF",24,1998,6,213,36,6.2,2.4,2,73,0,4,17,0,2.17,5,4,1,0.42,-0.08,4.2,2.8,1.4,0.59,-0.03
Evan Ferguson,IRL,FW,17,2004,19,950,50,27.8,10.6,10,70,1,9,28,2,1.63,21,12,9,0.85,0.49,23.3,13.1,10.2,0.97,0.5
