General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adam Lallana,ENG,"MF,FW",34,1988,8.0,317,304,11,2,0,0,3,2,1,0,0,0,262,2,5
Adam Webster,ENG,DF,27,1995,22.1,1715,1650,63,28,0,6,2,35,0,0,0,0,1514,2,10
Alexis Mac Allister,ARG,MF,23,1998,32.1,1844,1785,52,35,15,11,29,5,12,7,4,0,1586,7,43
Andrew Moran,IRL,FW,18,2003,0.1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Billy Gilmour,SCO,MF,21,2001,5.6,408,403,2,2,2,1,2,0,0,0,0,0,364,3,3
Cameron Peupion,AUS,MF,19,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Danny Welbeck,ENG,FW,31,1990,20.6,442,416,24,0,6,0,0,1,0,0,0,0,373,2,7
Deniz Undav,GER,"FW,MF",26,1996,7.0,164,159,4,0,3,1,1,0,0,0,0,0,122,1,4
Enock Mwepu,ZAM,"FW,MF",24,1998,2.4,78,76,2,0,0,1,3,0,0,0,0,0,61,0,3
Evan Ferguson,IRL,FW,17,2004,10.6,225,203,21,0,1,0,2,0,0,0,0,0,180,1,3
Facundo Buonanotte,ARG,"FW,MF",17,2004,6.3,194,190,4,1,0,1,7,1,2,2,0,0,157,0,5
Jack Hinshelwood,ENG,FW,17,2005,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Jan Paul van Hecke,NED,DF,22,2000,3.3,248,242,5,4,0,0,0,1,0,0,0,0,232,1,3
Jason Steele,ENG,GK,31,1990,15.0,541,471,67,12,1,1,0,0,0,0,0,0,478,3,0
Jeremy Sarmiento,ECU,MF,20,2002,2.0,67,67,0,0,0,0,3,0,0,0,0,0,53,0,1
Joël Veltman,NED,DF,30,1992,24.3,1512,1286,219,34,1,3,23,185,0,0,0,0,1261,7,29
Julio Enciso,PAR,"FW,MF",18,2004,9.0,258,249,8,0,3,1,12,3,0,0,0,0,179,1,5
Kaoru Mitoma,JPN,"FW,MF",25,1997,25.8,977,952,19,0,4,3,41,16,3,0,0,0,780,6,33
Leandro Trossard,BEL,"FW,MF",27,1994,14.6,529,498,28,3,9,8,35,19,0,0,0,0,379,3,20
Levi Colwill,ENG,DF,19,2003,13.6,1165,1096,64,27,2,1,1,11,0,0,0,0,1027,5,6
Lewis Dunk,ENG,DF,30,1991,36.0,3223,3064,156,111,4,21,2,10,0,0,0,0,2911,3,13
Moisés Caicedo,ECU,MF,20,2001,34.9,2251,2214,37,12,11,9,17,25,0,0,0,0,1993,0,38
Odeluga Offiah,ENG,DF,19,2002,0.3,30,29,1,0,0,0,0,1,0,0,0,0,24,0,0
Pascal Groß,GER,"MF,DF",31,1991,36.0,2347,2004,333,87,9,20,224,86,140,60,60,2,1879,10,50
Pervis Estupiñán,ECU,DF,24,1998,29.7,1926,1687,234,31,5,8,101,199,4,0,3,0,1576,5,57
Robert Sánchez,ESP,GK,24,1997,23.0,781,608,168,37,0,4,0,0,0,0,0,0,604,5,3
Solly March,ENG,"FW,DF",28,1994,30.2,1312,1168,142,14,3,29,155,54,71,33,21,0,951,2,36
Tariq Lamptey,GHA,DF,21,2000,5.0,302,258,44,5,1,1,31,39,0,0,0,0,239,0,6
Yasin Ayari,SWE,MF,18,2003,0.7,23,22,0,0,1,0,0,0,0,0,0,0,20,1,0
