General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adam Lallana,ENG,"MF,FW",34,1988,8.0,373,6,43,180,151,33,373,6,3,50.0,3,50.0,206,839,420,10,4,4,15,11,295,43
Adam Webster,ENG,DF,27,1995,22.1,1888,170,819,969,108,27,1888,8,3,37.5,4,50.0,1228,6306,3739,19,18,0,11,5,1369,9
Alexis Mac Allister,ARG,MF,23,1998,32.1,2182,48,367,1194,644,63,2176,72,42,58.3,21,29.2,1319,6135,3072,69,74,8,47,36,1644,77
Andrew Moran,IRL,FW,18,2003,0.1,6,0,0,5,1,0,6,0,0,,0,,3,2,1,0,0,0,2,0,3,1
Billy Gilmour,SCO,MF,21,2001,5.6,453,15,112,276,71,4,453,6,2,33.3,2,33.3,248,1157,583,5,8,1,6,5,350,4
Cameron Peupion,AUS,MF,19,2002,0.1,6,0,0,3,3,1,6,0,0,,0,,3,8,0,0,0,0,1,0,5,2
Danny Welbeck,ENG,FW,31,1990,20.6,693,23,44,281,376,117,693,45,22,48.9,18,40.0,407,1859,878,31,18,10,60,23,519,134
Deniz Undav,GER,"FW,MF",26,1996,7.0,231,4,19,97,116,42,231,6,4,66.7,2,33.3,120,518,350,12,6,4,13,8,179,40
Enock Mwepu,ZAM,"FW,MF",24,1998,2.4,116,1,12,54,53,7,116,5,1,20.0,4,80.0,58,318,141,5,2,1,10,5,80,17
Evan Ferguson,IRL,FW,17,2004,10.6,344,10,27,165,155,39,344,14,8,57.1,5,35.7,203,884,309,11,4,8,29,20,256,58
Facundo Buonanotte,ARG,"FW,MF",17,2004,6.3,258,8,33,114,115,19,258,19,7,36.8,9,47.4,182,1018,424,9,5,2,10,2,202,42
Jack Hinshelwood,ENG,FW,17,2005,0.0,5,0,2,2,1,1,5,0,0,,0,,2,2,2,0,0,0,0,0,3,1
Jan Paul van Hecke,NED,DF,22,2000,3.3,288,27,120,155,13,2,288,0,0,,0,,187,1104,635,3,5,0,1,0,213,0
Jason Steele,ENG,GK,31,1990,15.0,574,469,570,4,0,0,574,1,1,100.0,0,0.0,377,1675,868,0,0,0,0,0,354,0
Jeremy Sarmiento,ECU,MF,20,2002,2.0,100,0,13,39,48,10,100,11,6,54.5,4,36.4,69,386,129,5,3,1,6,7,77,20
Joël Veltman,NED,DF,30,1992,24.3,1740,92,563,895,293,23,1740,20,5,25.0,8,40.0,952,4436,2233,43,32,2,20,10,1065,49
Julio Enciso,PAR,"FW,MF",18,2004,9.0,396,2,22,155,228,49,396,64,32,50.0,25,39.1,241,1768,1013,39,29,17,19,20,292,74
Kaoru Mitoma,JPN,"FW,MF",25,1997,25.8,1312,18,146,466,716,177,1312,130,59,45.4,55,42.3,891,6882,3828,143,82,85,60,33,986,260
Leandro Trossard,BEL,"FW,MF",27,1994,14.6,697,3,62,278,368,90,697,40,14,35.0,19,47.5,429,2443,1192,40,27,24,38,26,531,118
Levi Colwill,ENG,DF,19,2003,13.6,1263,144,569,646,51,11,1263,1,1,100.0,0,0.0,845,4646,2952,16,10,0,7,4,921,3
Lewis Dunk,ENG,DF,30,1991,36.0,3461,428,1665,1712,97,34,3461,5,4,80.0,0,0.0,2294,11410,6327,19,21,0,13,5,2586,5
Moisés Caicedo,ECU,MF,20,2001,34.9,2603,91,555,1520,558,28,2603,54,28,51.9,21,38.9,1507,6220,2876,38,32,6,39,23,1891,61
Odeluga Offiah,ENG,DF,19,2002,0.3,35,0,11,21,3,0,35,1,1,100.0,0,0.0,17,90,44,1,0,0,1,0,19,1
Pascal Groß,GER,"MF,DF",31,1991,36.0,2602,77,466,1225,924,98,2602,33,17,51.5,13,39.4,1453,6723,3125,62,52,8,39,18,1832,209
Pervis Estupiñán,ECU,DF,24,1998,29.7,2211,82,506,1076,649,71,2211,42,19,45.2,18,42.9,1292,6134,3440,91,55,15,38,29,1434,183
Robert Sánchez,ESP,GK,24,1997,23.0,826,692,822,4,0,0,826,0,0,,0,,523,2418,1458,0,0,0,0,0,480,0
Solly March,ENG,"FW,DF",28,1994,30.2,1659,46,191,521,962,138,1659,114,58,50.9,35,30.7,1024,6810,3074,110,48,47,55,32,1124,357
Tariq Lamptey,GHA,DF,21,2000,5.0,376,15,80,138,161,17,376,28,8,28.6,13,46.4,232,1451,808,28,12,7,16,2,256,58
Yasin Ayari,SWE,MF,18,2003,0.7,30,0,5,18,8,1,30,1,0,0.0,0,0.0,19,76,44,0,0,0,2,0,25,2
