General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Abdón Prats,ESP,"FW,MF",29,1992,4.6,58,91,63.7,874,173,27,45,60.0,18,28,64.3,6,7,85.7,1,1.4,0.2,-0.4,7,4,3,0,8
Amath,SEN,"MF,FW",26,1996,13.6,215,299,71.9,2692,708,147,174,84.5,41,64,64.1,9,19,47.4,0,0.8,0.6,-0.8,2,13,5,3,16
Antonio Raillo,ESP,DF,30,1991,30.7,902,1088,82.9,18671,6723,230,271,84.9,566,612,92.5,99,173,57.2,3,1.1,0.6,1.9,7,32,0,0,50
Antonio Sánchez,ESP,"MF,DF",25,1997,12.0,312,447,69.8,5402,1314,146,176,83.0,122,156,78.2,33,69,47.8,0,0.8,0.8,-0.8,6,24,6,4,34
Braian Cufré,ARG,DF,25,1996,2.4,76,92,82.6,1256,437,40,43,93.0,25,29,86.2,7,12,58.3,0,0.0,0.1,0.0,1,4,1,0,7
Clément Grenier,FRA,MF,31,1991,8.0,256,356,71.9,4406,1363,132,151,87.4,79,107,73.8,35,76,46.1,0,1.1,1.5,-1.1,12,31,6,2,40
Copete,ESP,DF,22,1999,24.5,668,880,75.9,13455,5746,232,262,88.5,319,366,87.2,106,199,53.3,0,0.2,0.3,-0.2,3,61,4,1,58
Dani Rodríguez,ESP,MF,34,1988,23.3,537,685,78.4,8403,2192,310,348,89.1,153,191,80.1,48,77,62.3,6,3.2,2.4,2.8,26,50,19,2,76
Dennis Hadzikadunic,BIH,DF,24,1998,6.8,142,189,75.1,2712,1065,53,62,85.5,66,81,81.5,20,40,50.0,0,0.0,0.0,0.0,0,9,0,0,19
Dominik Greif,SVK,GK,25,1997,1.0,23,38,60.5,1222,1170,0,0,,4,4,100.0,19,34,55.9,0,0.0,0.0,0.0,0,1,0,0,0
Franco Russo,ARG,DF,27,1994,1.6,46,60,76.7,957,445,17,23,73.9,22,24,91.7,7,13,53.8,0,0.0,0.0,0.0,0,4,0,0,1
Giovanni González,URU,DF,27,1994,10.3,336,428,78.5,5449,2264,188,213,88.3,123,156,78.8,21,46,45.7,2,1.2,0.6,0.8,5,19,7,4,28
Iddrisu Baba,GHA,"MF,DF",26,1996,18.9,476,584,81.5,8907,2460,190,212,89.6,221,252,87.7,57,93,61.3,0,0.2,0.3,-0.2,5,42,2,0,47
Iñigo Ruiz de Galarreta,ESP,MF,28,1993,27.2,1016,1243,81.7,17935,4838,468,529,88.5,408,464,87.9,106,173,61.3,1,1.4,1.8,-0.4,20,104,14,0,127
Jaume Costa,ESP,DF,34,1988,28.9,854,1165,73.3,14099,5450,440,505,87.1,336,449,74.8,66,139,47.5,1,2.5,2.7,-1.5,31,55,31,17,74
Javier Llabrés,ESP,FW,19,2002,0.2,4,4,100.0,37,12,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Josep Antoni Gayá,ESP,"DF,MF",22,2000,1.1,6,7,85.7,96,34,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Lago Junior,CIV,"FW,MF",31,1990,0.6,12,18,66.7,154,31,6,7,85.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Lee Kang-in,KOR,"MF,FW",21,2001,31.4,772,1103,70.0,12995,4205,400,465,86.0,249,317,78.5,89,227,39.2,6,5.4,5.0,0.6,54,75,30,11,96
Leo Román,ESP,GK,22,2000,1.0,29,42,69.0,846,648,6,6,100.0,12,12,100.0,11,24,45.8,0,0.0,0.0,0.0,0,0,0,0,0
Ludwig Augustinsson,SWE,DF,28,1994,1.5,49,70,70.0,727,274,32,35,91.4,13,23,56.5,2,10,20.0,0,0.0,0.1,0.0,1,1,2,2,5
Manu Morlanes,ESP,MF,23,1999,7.8,190,226,84.1,3121,862,95,111,85.6,67,75,89.3,19,24,79.2,0,0.7,0.5,-0.7,3,20,5,0,26
Martin Valjent,SVK,DF,26,1995,29.5,885,1123,78.8,16962,7350,359,389,92.3,414,489,84.7,105,213,49.3,0,0.4,0.4,-0.4,3,59,5,2,57
Matija Nastasić,SRB,DF,29,1993,10.1,238,298,79.9,5007,2120,75,87,86.2,128,137,93.4,35,70,50.0,0,0.0,0.2,0.0,0,24,4,0,25
Pablo Maffeo,ESP,DF,25,1997,33.1,819,1221,67.1,14063,6175,415,469,88.5,310,460,67.4,83,213,39.0,4,3.0,2.7,1.0,34,53,29,21,61
Predrag Rajković,SRB,GK,26,1995,36.0,717,1210,59.3,28066,23317,75,76,98.7,236,239,98.7,401,888,45.2,0,0.5,0.1,-0.5,4,51,1,0,3
Rodrigo Battaglia,ARG,MF,31,1991,7.6,185,232,79.7,2885,894,93,106,87.7,78,93,83.9,11,20,55.0,0,0.0,0.1,0.0,1,24,1,0,19
Rubén Quintanilla,ESP,DF,20,2002,0.0,2,2,100.0,70,21,0,0,,0,0,,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
Tino Kadewere,ZIM,"FW,MF",26,1996,6.0,95,151,62.9,1261,233,56,79,70.9,29,43,67.4,3,11,27.3,0,0.6,0.2,-0.6,3,6,0,0,4
Vedat Muriqi,KVX,FW,28,1994,32.6,472,827,57.1,6327,1330,307,426,72.1,125,257,48.6,18,49,36.7,3,2.1,1.7,0.9,21,43,6,0,60
Ángel Rodríguez,ESP,"FW,MF",35,1987,4.4,59,82,72.0,839,183,29,36,80.6,14,21,66.7,5,9,55.6,0,0.1,0.1,-0.1,3,6,1,0,6
