General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Abdón Prats,ESP,"FW,MF",29,1992,4.6,91,86,5,1,2,2,0,0,0,0,0,0,58,0,0
Amath,SEN,"MF,FW",26,1996,13.6,299,278,20,1,1,1,16,8,0,0,0,0,215,1,16
Antonio Raillo,ESP,DF,30,1991,30.7,1088,1022,62,57,0,0,0,3,0,0,0,0,902,4,6
Antonio Sánchez,ESP,"MF,DF",25,1997,12.0,447,410,36,3,0,7,32,25,1,1,0,0,312,1,22
Braian Cufré,ARG,DF,25,1996,2.4,92,67,24,1,0,1,1,23,0,0,0,0,76,1,2
Clément Grenier,FRA,MF,31,1991,8.0,356,311,42,19,0,9,34,0,19,7,10,0,256,3,5
Copete,ESP,DF,22,1999,24.5,880,829,43,36,0,14,9,7,0,0,0,0,668,8,21
Dani Rodríguez,ESP,MF,34,1988,23.3,685,647,32,9,5,14,32,1,7,2,2,0,537,6,31
Dennis Hadzikadunic,BIH,DF,24,1998,6.8,189,173,16,4,0,4,0,12,0,0,0,0,142,0,1
Dominik Greif,SVK,GK,25,1997,1.0,38,20,18,3,0,0,0,0,0,0,0,0,23,0,0
Franco Russo,ARG,DF,27,1994,1.6,60,58,2,1,0,1,0,1,0,0,0,0,46,0,0
Giovanni González,URU,DF,27,1994,10.3,428,363,64,2,0,0,20,62,0,0,0,0,336,1,5
Iddrisu Baba,GHA,"MF,DF",26,1996,18.9,584,571,10,9,1,7,0,1,0,0,0,0,476,3,9
Iñigo Ruiz de Galarreta,ESP,MF,28,1993,27.2,1243,1178,58,35,5,18,54,1,22,3,13,0,1016,7,20
Jaume Costa,ESP,DF,34,1988,28.9,1165,946,210,12,0,9,75,198,0,0,0,0,854,9,31
Javier Llabrés,ESP,FW,19,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Josep Antoni Gayá,ESP,"DF,MF",22,2000,1.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Lago Junior,CIV,"FW,MF",31,1990,0.6,18,18,0,0,0,0,2,0,0,0,0,0,12,0,1
Lee Kang-in,KOR,"MF,FW",21,2001,31.4,1103,883,207,81,7,15,201,12,90,36,43,0,772,13,35
Leo Román,ESP,GK,22,2000,1.0,42,27,15,3,0,0,0,0,0,0,0,0,29,0,0
Ludwig Augustinsson,SWE,DF,28,1994,1.5,70,60,10,0,0,0,6,10,0,0,0,0,49,0,0
Manu Morlanes,ESP,MF,23,1999,7.8,226,222,3,2,2,3,2,0,0,0,0,0,190,1,5
Martin Valjent,SVK,DF,26,1995,29.5,1123,1032,86,45,1,21,6,41,0,0,0,0,885,5,14
Matija Nastasić,SRB,DF,29,1993,10.1,298,285,11,10,0,3,1,1,0,0,0,0,238,2,3
Pablo Maffeo,ESP,DF,25,1997,33.1,1221,967,248,7,2,9,123,241,0,0,0,0,819,6,39
Predrag Rajković,SRB,GK,26,1995,36.0,1210,750,458,149,0,5,0,0,0,0,0,0,717,2,0
Rodrigo Battaglia,ARG,MF,31,1991,7.6,232,224,6,6,0,2,1,0,0,0,0,0,185,2,4
Rubén Quintanilla,ESP,DF,20,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Tino Kadewere,ZIM,"FW,MF",26,1996,6.0,151,147,2,0,0,0,7,1,0,0,0,0,95,2,4
Vedat Muriqi,KVX,FW,28,1994,32.6,827,818,9,0,3,4,11,0,0,0,0,0,472,0,31
Ángel Rodríguez,ESP,"FW,MF",35,1987,4.4,82,78,4,1,0,1,2,1,0,0,0,0,59,0,1
