General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alessandro Bastoni,ITA,DF,23,1999,24.0,0,12,3,25.0,0.5,0.13,0.0,0.0,13.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Alex Cordaz,ITA,GK,39,1983,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
André Onana,CMR,GK,26,1996,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Danilo D'Ambrosio,ITA,DF,33,1988,8.1,0,3,2,66.7,0.37,0.25,0.0,0.0,8.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Denzel Dumfries,NED,DF,26,1996,24.6,1,33,13,39.4,1.34,0.53,0.03,0.08,11.4,0,0,0,3.6,3.6,0.11,-2.6,-2.6
Edin Džeko,BIH,FW,36,1986,19.2,9,73,24,32.9,3.79,1.25,0.12,0.38,14.4,0,0,0,9.7,9.7,0.13,-0.7,-0.7
Federico Dimarco,ITA,DF,24,1997,23.0,4,49,15,30.6,2.13,0.65,0.08,0.27,20.7,7,0,0,3.1,3.1,0.06,0.9,0.9
Francesco Acerbi,ITA,DF,34,1988,26.9,0,18,2,11.1,0.67,0.07,0.0,0.0,15.9,0,0,0,1.0,1.0,0.06,-1.0,-1.0
Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,3,55,16,29.1,2.09,0.61,0.04,0.13,26.5,10,1,1,3.1,2.3,0.04,-0.1,-0.3
Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,3,35,6,17.1,1.59,0.27,0.09,0.5,19.9,0,0,0,2.8,2.8,0.08,0.2,0.2
Joaquín Correa,ARG,FW,27,1994,10.6,3,22,8,36.4,2.08,0.76,0.14,0.38,13.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4
Kristjan Asllani,ALB,MF,20,2002,6.6,0,11,0,0.0,1.67,0.0,0.0,,27.0,2,0,0,0.5,0.5,0.05,-0.5,-0.5
Lautaro Martínez,ARG,FW,24,1997,28.6,21,125,51,40.8,4.37,1.78,0.16,0.39,15.1,0,1,2,18.1,16.5,0.14,2.9,3.5
Marcelo Brozović,CRO,MF,29,1992,19.7,3,25,7,28.0,1.27,0.36,0.12,0.43,21.1,1,0,0,2.5,2.5,0.1,0.5,0.5
Matteo Darmian,ITA,DF,32,1989,22.5,1,7,1,14.3,0.31,0.04,0.14,1.0,20.5,0,0,0,1.0,1.0,0.14,0.0,0.0
Mattia Zanotti,ITA,DF,19,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Milan Škriniar,SVK,DF,27,1995,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,13.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Nicolò Barella,ITA,MF,25,1997,29.0,6,33,13,39.4,1.14,0.45,0.18,0.46,20.6,1,0,0,3.2,3.2,0.1,2.8,2.8
Raoul Bellanova,ITA,DF,22,2000,5.5,0,4,1,25.0,0.73,0.18,0.0,0.0,8.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6
Roberto Gagliardini,ITA,MF,28,1994,8.7,0,16,2,12.5,1.84,0.23,0.0,0.0,16.1,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Robin Gosens,GER,DF,28,1994,13.2,3,26,5,19.2,1.98,0.38,0.12,0.6,12.7,0,0,0,3.0,3.0,0.11,0.0,0.0
Romelu Lukaku,BEL,FW,29,1993,18.4,10,49,20,40.8,2.66,1.08,0.16,0.4,15.0,0,2,2,9.0,7.4,0.15,1.0,0.6
Samir Handanović,SVN,GK,38,1984,13.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Stefan de Vrij,NED,DF,30,1992,21.6,1,20,6,30.0,0.93,0.28,0.05,0.17,9.0,0,0,0,2.2,2.2,0.11,-1.2,-1.2
Valentin Carboni,ARG,"MF,DF",17,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
