General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alessandro Bastoni,ITA,DF,23,1999,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24
Alex Cordaz,ITA,GK,39,1983,0.3,20,15,5,0,0,0,0,0,0,0,0,0,11,0,1
André Onana,CMR,GK,26,1996,24.0,1030,845,182,30,0,6,0,0,0,0,0,0,837,3,0
Danilo D'Ambrosio,ITA,DF,33,1988,8.1,557,530,26,13,0,2,9,13,0,0,0,0,493,1,2
Denzel Dumfries,NED,DF,26,1996,24.6,1004,833,168,6,1,2,82,162,0,0,0,0,745,3,27
Edin Džeko,BIH,FW,36,1986,19.2,528,505,20,1,6,8,24,1,0,0,0,0,364,3,16
Federico Dimarco,ITA,DF,24,1997,23.0,1257,1035,220,39,0,21,207,116,60,16,36,0,925,2,21
Francesco Acerbi,ITA,DF,34,1988,26.9,1644,1546,93,41,1,10,22,21,0,0,0,0,1455,5,4
Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,1677,1495,177,67,5,25,167,6,104,33,63,0,1396,5,12
Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,1058,1037,18,7,4,6,19,9,2,1,1,0,924,3,13
Joaquín Correa,ARG,FW,27,1994,10.6,283,274,6,1,4,1,2,3,0,0,0,0,224,3,13
Kristjan Asllani,ALB,MF,20,2002,6.6,457,426,30,13,1,5,21,1,16,5,9,0,402,1,4
Lautaro Martínez,ARG,FW,24,1997,28.6,681,632,46,1,6,6,14,5,0,0,0,0,503,3,24
Marcelo Brozović,CRO,MF,29,1992,19.7,1502,1405,94,60,3,13,45,8,26,11,10,0,1318,3,13
Matteo Darmian,ITA,DF,32,1989,22.5,1376,1246,127,18,2,16,28,109,0,0,0,0,1190,3,17
Mattia Zanotti,ITA,DF,19,2003,0.3,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
Milan Škriniar,SVK,DF,27,1995,19.7,1397,1328,67,43,1,13,5,22,0,0,0,0,1275,2,6
Nicolò Barella,ITA,MF,25,1997,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30
Raoul Bellanova,ITA,DF,22,2000,5.5,306,274,32,0,0,4,32,32,0,0,0,0,238,0,8
Roberto Gagliardini,ITA,MF,28,1994,8.7,355,348,5,4,1,1,7,1,0,0,0,0,297,2,3
Robin Gosens,GER,DF,28,1994,13.2,660,570,86,1,1,3,43,85,0,0,0,0,506,4,14
Romelu Lukaku,BEL,FW,29,1993,18.4,404,384,18,0,5,2,24,0,0,0,0,0,277,2,19
Samir Handanović,SVN,GK,38,1984,13.7,582,493,86,15,0,0,0,0,0,0,0,0,527,3,0
Stefan de Vrij,NED,DF,30,1992,21.6,1206,1183,21,17,1,1,0,2,0,0,0,0,1078,2,4
Valentin Carboni,ARG,"MF,DF",17,2005,0.3,17,17,0,0,0,0,1,0,0,0,0,0,12,0,0
