General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Alessandro Bastoni,ITA,DF,23,1999,24.0,3,0,0,19,15,1,49,24,20,0,0,0,117,39,23,62.9
Alex Cordaz,ITA,GK,39,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
André Onana,CMR,GK,26,1996,24.0,1,0,0,0,3,0,0,0,0,0,0,1,24,3,0,100.0
Danilo D'Ambrosio,ITA,DF,33,1988,8.1,3,1,0,16,11,0,9,10,17,1,0,0,39,8,9,47.1
Denzel Dumfries,NED,DF,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0
Edin Džeko,BIH,FW,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8
Federico Dimarco,ITA,DF,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.4
Francesco Acerbi,ITA,DF,34,1988,26.9,4,0,0,17,13,2,22,41,19,0,0,0,151,78,42,65.0
Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,3,0,0,46,26,2,167,25,27,0,0,0,193,14,15,48.3
Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,4,0,0,28,28,0,19,21,26,0,0,0,166,9,12,42.9
Joaquín Correa,ARG,FW,27,1994,10.6,1,0,0,12,18,2,2,3,7,0,0,0,41,4,12,25.0
Kristjan Asllani,ALB,MF,20,2002,6.6,2,0,0,5,7,0,21,6,5,0,0,0,37,0,4,0.0
Lautaro Martínez,ARG,FW,24,1997,28.6,3,0,0,46,63,13,14,13,14,1,0,0,95,40,42,48.8
Marcelo Brozović,CRO,MF,29,1992,19.7,8,0,0,24,13,0,45,22,22,0,0,0,141,6,12,33.3
Matteo Darmian,ITA,DF,32,1989,22.5,3,0,0,21,20,3,28,21,30,0,0,0,121,15,23,39.5
Mattia Zanotti,ITA,DF,19,2003,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0.0
Milan Škriniar,SVK,DF,27,1995,19.7,5,1,1,35,14,1,5,13,18,0,0,1,112,17,18,48.6
Nicolò Barella,ITA,MF,25,1997,29.0,6,0,0,32,45,9,84,12,25,0,0,0,178,20,15,57.1
Raoul Bellanova,ITA,DF,22,2000,5.5,0,0,0,4,9,2,32,4,6,0,0,0,25,3,3,50.0
Roberto Gagliardini,ITA,MF,28,1994,8.7,5,1,1,20,9,0,7,4,6,0,0,0,38,16,7,69.6
Robin Gosens,GER,DF,28,1994,13.2,2,0,0,17,3,3,43,23,18,0,0,0,52,20,12,62.5
Romelu Lukaku,BEL,FW,29,1993,18.4,1,0,0,16,6,13,24,0,1,0,0,0,23,39,35,52.7
Samir Handanović,SVN,GK,38,1984,13.7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,
Stefan de Vrij,NED,DF,30,1992,21.6,4,0,0,15,7,0,0,40,18,0,1,0,100,82,30,73.2
Valentin Carboni,ARG,"MF,DF",17,2005,0.3,0,0,0,0,3,0,1,0,1,0,0,0,6,0,4,0.0
