General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alessandro Bastoni,ITA,DF,23,1999,24.0,1384,1671,82.8,27841,9878,486,539,90.2,677,751,90.1,207,324,63.9,2,2.7,2.9,-0.7,15,130,29,11,141
Alex Cordaz,ITA,GK,39,1983,0.3,11,20,55.0,274,200,4,4,100.0,3,4,75.0,4,11,36.4,0,0.0,0.0,0.0,0,0,0,0,0
André Onana,CMR,GK,26,1996,24.0,837,1030,81.3,20562,13611,224,224,100.0,386,394,98.0,220,402,54.7,0,0.1,0.1,-0.1,3,17,1,0,2
Danilo D'Ambrosio,ITA,DF,33,1988,8.1,493,557,88.5,8396,2823,212,222,95.5,246,270,91.1,26,51,51.0,2,0.7,0.6,1.3,7,26,5,1,34
Denzel Dumfries,NED,DF,26,1996,24.6,745,1004,74.2,12394,3688,358,416,86.1,313,409,76.5,56,111,50.5,4,4.9,3.9,-0.9,32,32,32,18,59
Edin Džeko,BIH,FW,36,1986,19.2,364,528,68.9,5741,1417,195,253,77.1,122,173,70.5,30,55,54.5,3,3.2,3.3,-0.2,23,39,20,2,67
Federico Dimarco,ITA,DF,24,1997,23.0,925,1257,73.6,17591,5969,392,448,87.5,377,472,79.9,129,268,48.1,3,6.9,5.5,-3.9,59,67,42,28,88
Francesco Acerbi,ITA,DF,34,1988,26.9,1455,1644,88.5,27034,8090,545,594,91.8,737,802,91.9,149,202,73.8,2,1.1,1.2,0.9,16,86,14,3,100
Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,1396,1677,83.2,25576,7831,637,690,92.3,546,630,86.7,180,288,62.5,6,5.0,6.0,1.0,70,149,37,11,172
Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,924,1058,87.3,15228,3797,454,497,91.3,361,408,88.5,79,96,82.3,2,2.1,2.4,-0.1,19,93,32,8,133
Joaquín Correa,ARG,FW,27,1994,10.6,224,283,79.2,3438,691,119,142,83.8,82,96,85.4,13,14,92.9,1,1.3,1.0,-0.3,15,23,9,0,29
Kristjan Asllani,ALB,MF,20,2002,6.6,402,457,88.0,7554,2029,188,192,97.9,148,161,91.9,61,93,65.6,0,0.9,1.0,-0.9,11,27,6,1,29
Lautaro Martínez,ARG,FW,24,1997,28.6,503,681,73.9,7435,1886,262,340,77.1,167,204,81.9,32,44,72.7,6,5.4,2.9,0.6,46,39,25,1,83
Marcelo Brozović,CRO,MF,29,1992,19.7,1318,1502,87.7,23163,6319,585,621,94.2,591,648,91.2,114,176,64.8,5,2.8,1.8,2.2,23,102,18,5,114
Matteo Darmian,ITA,DF,32,1989,22.5,1190,1376,86.5,21419,7160,477,512,93.2,598,664,90.1,97,155,62.6,2,1.9,2.0,0.1,19,68,18,10,88
Mattia Zanotti,ITA,DF,19,2003,0.3,6,8,75.0,72,31,4,6,66.7,2,2,100.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,1
Milan Škriniar,SVK,DF,27,1995,19.7,1275,1397,91.3,23769,7731,445,479,92.9,707,739,95.7,103,144,71.5,0,0.3,0.4,-0.3,6,79,4,1,81
Nicolò Barella,ITA,MF,25,1997,29.0,1306,1601,81.6,21320,6648,684,773,88.5,486,564,86.2,102,177,57.6,6,5.6,4.1,0.4,55,150,50,15,214
Raoul Bellanova,ITA,DF,22,2000,5.5,238,306,77.8,3914,953,120,135,88.9,82,110,74.5,23,39,59.0,0,0.4,0.4,-0.4,3,9,6,5,12
Roberto Gagliardini,ITA,MF,28,1994,8.7,297,355,83.7,4333,1269,177,200,88.5,94,108,87.0,15,25,60.0,0,0.3,0.7,-0.3,5,32,12,4,39
Robin Gosens,GER,DF,28,1994,13.2,506,660,76.7,8158,2994,267,293,91.1,202,263,76.8,30,75,40.0,0,2.4,2.9,-2.4,16,34,15,8,41
Romelu Lukaku,BEL,FW,29,1993,18.4,277,404,68.6,3427,748,153,197,77.7,65,98,66.3,15,27,55.6,6,4.1,2.9,1.9,32,17,15,2,41
Samir Handanović,SVN,GK,38,1984,13.7,527,582,90.5,11641,7781,173,174,99.4,247,250,98.8,104,152,68.4,0,0.0,0.0,0.0,1,10,0,0,0
Stefan de Vrij,NED,DF,30,1992,21.6,1078,1206,89.4,19552,5861,365,390,93.6,634,674,94.1,67,111,60.4,0,0.2,0.7,-0.2,1,42,0,0,55
Valentin Carboni,ARG,"MF,DF",17,2005,0.3,12,17,70.6,192,12,5,7,71.4,4,6,66.7,2,2,100.0,0,0.0,0.0,0.0,1,0,0,0,1
