General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alessandro Bastoni,ITA,DF,23,1999,24.0,1857,201,796,821,250,30,1857,15,8,53.3,6,40.0,1137,5797,3688,47,31,3,13,6,1310,44
Alex Cordaz,ITA,GK,39,1983,0.3,21,19,21,0,0,0,21,0,0,,0,,13,42,14,0,0,0,0,0,11,0
André Onana,CMR,GK,26,1996,24.0,1071,890,1058,13,0,0,1071,0,0,,0,,728,3561,2314,0,0,0,1,0,657,0
Danilo D'Ambrosio,ITA,DF,33,1988,8.1,635,58,303,269,64,12,635,6,1,16.7,3,50.0,424,1843,988,8,7,2,7,2,467,17
Denzel Dumfries,NED,DF,26,1996,24.6,1263,42,266,551,467,99,1263,52,18,34.6,23,44.2,674,3940,1928,62,32,23,39,20,785,172
Edin Džeko,BIH,FW,36,1986,19.2,749,30,67,351,341,113,749,26,8,30.8,14,53.8,400,2047,726,32,12,15,48,16,587,150
Federico Dimarco,ITA,DF,24,1997,23.0,1451,40,312,552,600,72,1451,20,5,25.0,13,65.0,776,3457,1846,45,29,6,18,11,955,189
Francesco Acerbi,ITA,DF,34,1988,26.9,1890,226,858,880,167,27,1890,12,7,58.3,4,33.3,1041,5108,2867,39,33,2,13,7,1252,32
Hakan Çalhanoğlu,TUR,MF,28,1994,26.3,1942,34,367,1015,581,26,1941,24,8,33.3,10,41.7,1167,5515,2601,46,55,6,32,12,1323,68
Henrikh Mkhitaryan,ARM,MF,33,1989,22.1,1288,31,195,710,402,38,1288,35,14,40.0,16,45.7,754,4097,2024,48,47,10,44,20,899,74
Joaquín Correa,ARG,FW,27,1994,10.6,384,2,25,183,183,37,384,32,14,43.8,13,40.6,260,1515,646,19,13,9,29,16,301,61
Kristjan Asllani,ALB,MF,20,2002,6.6,507,8,115,309,87,2,507,5,2,40.0,3,60.0,331,1588,634,6,9,1,3,2,389,6
Lautaro Martínez,ARG,FW,24,1997,28.6,1085,23,90,474,536,171,1083,72,29,40.3,31,43.1,619,2854,1336,49,33,22,75,48,793,172
Marcelo Brozović,CRO,MF,29,1992,19.7,1696,81,439,987,291,22,1696,27,16,59.3,9,33.3,1085,5728,2296,29,29,7,19,6,1218,35
Matteo Darmian,ITA,DF,32,1989,22.5,1564,94,580,754,241,23,1564,25,9,36.0,9,36.0,914,3627,1984,22,18,4,14,10,1087,96
Mattia Zanotti,ITA,DF,19,2003,0.3,13,0,4,3,7,1,13,0,0,,0,,5,17,13,1,1,0,1,0,4,2
Milan Škriniar,SVK,DF,27,1995,19.7,1546,151,741,721,90,13,1546,3,3,100.0,0,0.0,976,4478,2134,16,11,0,14,3,1137,10
Nicolò Barella,ITA,MF,25,1997,29.0,1892,43,303,962,656,57,1892,70,40,57.1,17,24.3,1253,7327,3430,76,69,10,52,39,1426,162
Raoul Bellanova,ITA,DF,22,2000,5.5,373,24,115,127,135,13,373,12,7,58.3,2,16.7,230,1762,908,25,12,3,4,5,246,37
Roberto Gagliardini,ITA,MF,28,1994,8.7,454,21,105,229,125,24,454,5,0,0.0,4,80.0,244,1435,787,20,10,1,9,2,315,22
Robin Gosens,GER,DF,28,1994,13.2,813,27,194,309,314,48,813,17,7,41.2,8,47.1,417,1753,864,29,18,5,17,3,525,102
Romelu Lukaku,BEL,FW,29,1993,18.4,575,18,26,211,339,100,573,29,15,51.7,13,44.8,328,1767,778,34,21,12,47,28,482,159
Samir Handanović,SVN,GK,38,1984,13.7,611,498,607,3,1,0,611,0,0,,0,,383,2049,1679,0,0,0,1,0,405,0
Stefan de Vrij,NED,DF,30,1992,21.6,1423,159,709,681,35,24,1423,5,4,80.0,1,20.0,797,3663,2155,13,2,0,3,4,937,0
Valentin Carboni,ARG,"MF,DF",17,2005,0.3,25,0,4,12,10,1,25,2,1,50.0,1,50.0,16,182,83,2,0,0,2,1,15,3
