General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Aboubakar Sidibé,FRA,DF,25,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akim Zedadka,ALG,DF,26,1995,38,37,3337,37.1,0,3,3,0,0,0,5,0,1.6,1.6,3.6,5.2,114,142,184,0.0,0.08,0.08,0.0,0.08,0.04,0.1,0.14,0.04,0.14
Alidu Seidu,GHA,DF,21,2000,21,16,1410,15.7,0,0,0,0,0,0,7,2,0.5,0.5,0.2,0.7,10,30,12,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Arial Mendy,SEN,"DF,FW",26,1994,18,9,792,8.8,0,0,0,0,0,0,1,0,0.5,0.5,1.7,2.2,30,26,54,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.25,0.05,0.25
Arthur Desmas,FRA,GK,27,1994,15,15,1304,14.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Hountondji,BEN,DF,27,1994,23,23,2034,22.6,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,5,43,1,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.03,0.02,0.03
Elba Rashani,KVX,"FW,MF",28,1993,29,22,1759,19.5,8,3,11,8,0,0,3,0,5.2,5.2,2.2,7.4,43,46,110,0.41,0.15,0.56,0.41,0.56,0.26,0.11,0.38,0.26,0.38
Florent Ogier,FRA,DF,32,1989,30,29,2429,27.0,1,0,1,1,0,0,6,0,0.7,0.7,0.2,0.8,2,80,2,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03
Grejohn Kyei,FRA,FW,25,1995,14,4,396,4.4,0,1,1,0,0,0,1,0,1.9,1.9,1.1,3.0,0,7,32,0.0,0.23,0.23,0.0,0.23,0.42,0.26,0.68,0.42,0.68
Jason Berthomier,FRA,MF,31,1990,29,22,1732,19.2,1,5,6,1,0,0,0,0,1.7,1.7,3.9,5.6,26,134,91,0.05,0.26,0.31,0.05,0.31,0.09,0.2,0.29,0.09,0.29
Jean-Claude Billong,CMR,DF,27,1993,15,10,980,10.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,4,21,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Jim Allevinah,GAB,FW,26,1995,30,13,1488,16.5,1,2,3,1,0,0,1,0,2.8,2.8,1.9,4.7,77,56,118,0.06,0.12,0.18,0.06,0.18,0.17,0.12,0.29,0.17,0.29
Jodel Dossou,BEN,FW,29,1992,35,23,2008,22.3,3,1,4,3,0,0,4,0,5.0,5.0,2.2,7.2,104,75,191,0.13,0.04,0.18,0.13,0.18,0.22,0.1,0.32,0.22,0.32
Johan Gastien,FRA,MF,33,1988,32,32,2746,30.5,0,1,1,0,0,0,8,2,0.8,0.8,1.8,2.6,17,227,32,0.0,0.03,0.03,0.0,0.03,0.03,0.06,0.09,0.03,0.09
Jonathan Iglesias,URU,MF,32,1988,15,5,579,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6,12,9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.05
Jordan Tell,GLP,FW,24,1997,15,1,290,3.2,1,1,2,1,0,0,1,0,0.7,0.7,1.3,2.1,4,4,22,0.31,0.31,0.62,0.31,0.62,0.23,0.42,0.65,0.23,0.65
Josué Albert,GUF,DF,29,1992,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
Jérôme Phojo,FRA,DF,28,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Da Cunha,FRA,"FW,MF",20,2001,15,11,836,9.3,2,0,2,2,0,0,0,0,1.7,1.7,0.8,2.4,25,30,58,0.22,0.0,0.22,0.22,0.22,0.18,0.08,0.26,0.18,0.26
Mohamed Lamine Bayo,GUI,FW,23,1998,32,27,2413,26.8,14,5,19,12,2,3,1,0,14.4,11.9,4.1,16.0,28,55,147,0.52,0.19,0.71,0.45,0.63,0.54,0.15,0.69,0.44,0.6
Oriol Busquets,ESP,MF,22,1999,9,2,201,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,10,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
