name,id
Harry Winks,2f7acede
Mads Hermansen,c924b17d
Wout Faes,9c221d14
Jannik Vestergaard,1900032e
Stephy Mavididi,30144daa
Kiernan Dewsbury-Hall,5c74c0f5
Ricardo Pereira,75a72a99
Abdul Fatawu Issahaku,bceda5ff
James Justin,fb614c44
Wilfred Ndidi,6b47c5db
Jamie Vardy,45963054
Hamza Choudhury,7d2d3329
Patson Daka,ca45605e
Callum Doyle,984eb48c
Kasey McAteer,b2c66859
Kelechi Iheanacho,c92e1a31
Yunus Akgün,1453e3cf
Cesare Casadei,fb920f3a
Conor Coady,2928dca2
Dennis Praet,86695068
Thomas Cannon,4506aec5
Benjamin Nelson,7be10897
Jakub Stolarczyk,a4a76b3d
Wanya Marcal-Madivadua,6faae64f
Harry Souttar,0a6cb1b1
Marc Albrighton,b827d5b3
Arjan Raikhy,5f364ecd
Will Alves,39ef5a7b
Timothy Castagne,197640fd
Daniel Iversen,10d221cd
Tawanda Maswanhise,4f622ca3
Luke Thomas,fc027d02
Danny Ward,d3ce0e89
Squad Total,
Opponent Total,
