name,position,id
Bernd Leno,GK,2628fd2b
Antonee Robinson,DF,289601e6
Andreas Pereira,MF,6639e500
João Palhinha,MF,a78ff07f
Timothy Castagne,DF,197640fd
Calvin Bassey,DF,a36524bf
Alex Iwobi,"FW,MF",6ca5ec4b
Willian,FW,8b9ebd03
Tosin Adarabioyo,DF,c81d773d
Rodrigo Muniz,FW,a755db8c
Raúl Jiménez,FW,b561db50
Tim Ream,DF,28b40c9c
Bobby Reid,FW,0f7533cd
Harry Wilson,FW,c6dc9ecd
Issa Diop,DF,a712ca2b
Harrison Reed,MF,803ae100
Tom Cairney,MF,a8748947
Saša Lukić,MF,c6e8cf1f
Kenny Tete,DF,77d7c96f
Carlos Vinícius,FW,8b529245
Adama Traoré,"FW,MF",9a28eba4
Armando Broja,FW,97220da2
Luke Harris,MF,8c3078cd
Fodé Ballo-Touré,"DF,MF",f449640d
Aleksandar Mitrović,FW,3925dbd6
Marek Rodák,GK,17acc2ed
Luc De Fougerolles,DF,45c427ff
Matt Dibley-Dias,MF,979cb300
Tyrese Francois,MF,6722d4f0
Joshua King,MF,86109b3b
Kevin Mbabu,"DF,MF",493924a7
Kristian Sekularac,MF,e20a28ce
Jay Stansfield,"FW,MF",b2626673
Devan Tanton,DF,3c256bb1
