name,position,id
Conor Gallagher,MF,c2731c10
Moisés Caicedo,MF,16264a81
Nicolas Jackson,FW,9c36ed83
Cole Palmer,"FW,MF",dc7f8a28
Axel Disasi,DF,ad82197c
Thiago Silva,DF,86e7deaf
Enzo Fernández,MF,5ff4ab71
Đorđe Petrović,GK,0cf321c8
Raheem Sterling,"FW,MF",b400bde0
Levi Colwill,DF,700783e7
Marc Cucurella,DF,1daec722
Malo Gusto,DF,d56b9520
Mykhailo Mudryk,FW,049a888d
Robert Sánchez,GK,6a713852
Benoît Badiashile,DF,06df8256
Noni Madueke,FW,bf34eebd
Trevoh Chalobah,DF,5515376c
Ben Chilwell,DF,d2424d1b
Armando Broja,FW,97220da2
Reece James,DF,1265a93a
Lesley Ugochukwu,MF,1df4a109
Christopher Nkunku,"FW,MF",7c56da38
Carney Chukwuemeka,"MF,FW",b2f9c73e
Alfie Gilchrist,DF,d91f104d
Ian Maatsen,"FW,MF",cab9634e
Cesare Casadei,"FW,MF",fb920f3a
Roméo Lavia,MF,ecad9aa5
Deivid Washington,"DF,FW",95bd120d
Mason Burstow,FW,dab84ad2
Joshua Acheampong,DF,b7e62e1d
Alex Matos,MF,ed383e43
Jimi Tauriainen,FW,cac9e583
Marcus Bettinelli,GK,0d85a4e8
Eddie Beach,GK,7cbd6d68
Lucas Bergström,GK,b59c2a92
Joshua Brooking,DF,330f638c
Leo Castledine,MF,1c86192d
Ted Curd,GK,d9bd6f58
Kiano Dyer,MF,b43204f6
Tyrique George,FW,e6f7797e
Ollie Harrison,MF,6ce635b6
Bashir Humphreys,DF,d2b32e91
Diego Moreira,MF,12de1b0d
Ishé Samuels-Smith,DF,da95fde0
Andrey Santos,MF,dd745366
Teddy Sharman,GK,7cd31238
Zak Sturge,DF,1095aec1
Ronnie Stutter,FW,e3f9e68a
