name,id
Ethan Ampadu,10b9fa99
Illan Meslier,6b625ac2
Georginio Rutter,c64c01fc
Joe Rodon,8d62d31a
Crysencio Summerville,df04eb4b
Archie Gray,f58515f5
Glen Kamara,4da9191b
Joël Piroe,1f0072a6
Daniel James,c931d9f9
Sam Byram,1bf811d4
Pascal Struijk,f4d296e4
Ilia Gruev,1fc4f3d1
Junior Firpo,24f59bb2
Wilfried Gnonto,75fdd638
Patrick Bamford,93feac6e
Luke Ayling,420d7c7d
Liam Cooper,dc64b8b3
Jamie Shackleton,8d03ca5a
Djed Spence,9bc9a519
Jaidon Anthony,e4238fb1
Connor Roberts,24fae784
Joe Gelhardt,01962d0d
Luis Sinisterra,8e16dd48
Ian Poveda,55b4f1d6
Charlie Cresswell,4654e5f5
Karl Darlow,cde3309f
Kristoffer Klaesson,3f70db80
Leo Fuhr Hjelde,d102b8a2
Mateo Joseph,6ad43f9a
Cody Drameh,e0d1510a
Sam Greenwood,f3354c07
Darko Gyabi,56d838f7
Sonny Perkins,87f12e30
Lewis Bate,cd4256d3
Charlie Crew,e8392083
Dani van den Heuvel,8952e826
Squad Total,
Opponent Total,
