name,position,id
Guglielmo Vicario,GK,77d6fd4d
Pedro Porro,DF,27d0a506
Son Heung-min,FW,92e7e919
Cristian Romero,DF,a3d94a58
Dejan Kulusevski,"FW,MF",df3cda47
Destiny Udogie,DF,7cd520e8
Micky van de Ven,DF,8fe2a392
Pape Matar Sarr,MF,feb5d972
James Maddison,MF,ee38d9c5
Yves Bissouma,MF,6c203af0
Brennan Johnson,FW,0cd31129
Richarlison,FW,fa031b34
Rodrigo Bentancur,MF,3b8674e6
Ben Davies,DF,44781702
Emerson,DF,df8b52a5
Timo Werner,FW,49fe9070
Pierre Højbjerg,MF,8b04d6c1
Oliver Skipp,"MF,DF",6250083a
Giovani Lo Celso,MF,d7553721
Radu Drăgușin,DF,620922ed
Bryan Gil,"FW,MF",7b5ab7f2
Manor Solomon,FW,886f9aac
Eric Dier,DF,ac861941
Ivan Perišić,FW,6fe90922
Davinson Sánchez,DF,da7b447d
Alejo Véliz,FW,3f7bafbe
Dane Scarlett,FW,21945a9e
Mikey Moore,MF,00953a9d
Jamie Donley,FW,5e4d9b48
Brandon Austin,GK,5e253986
Alfie Dorrington,DF,ac1ef440
Fraser Forster,GK,c3e39f12
Tyrese Hall,MF,f2e48542
Ashley Phillips,DF,4f21d3af
Yago Santiago,"FW,MF",88b3215c
Alfie Whiteman,GK,3f2587ee
