name,position,id
Gustavo Hamer,MF,eebacc07
Jayden Bogle,DF,ae5019e6
Jack Robinson,DF,7399c7a8
Vinicius Souza,MF,6a8a7af8
Anel Ahmedhodžić,DF,eab957a3
Wes Foderingham,GK,96cf7b61
Auston Trusty,DF,cddf767b
Cameron Archer,"FW,MF",05e8ca6d
James Mcatee,"MF,FW",96593e89
Oliver Norwood,MF,43439614
Oliver McBurnie,FW,78b8ac63
Ben Osborn,"DF,MF",79bc4c45
Ben Brereton,"FW,MF",57827369
Andre Brooks,"MF,DF",5f346071
George Baldock,DF,394854c4
Oliver Arblaster,MF,afe1a491
Luke Thomas,DF,fc027d02
William Osula,FW,7b355808
Ivo Grbić,GK,3f034750
Mason Holgate,DF,d0042ab9
Yasser Larouci,DF,0ed063d6
John Egan,DF,debe38a0
Max Lowe,"DF,MF",7af88b33
Anis Ben Slimane,MF,9ade9ce1
Bénie Traoré,"FW,MF",77816c91
Rhian Brewster,"FW,MF",30e81a88
Chris Basham,"DF,MF",1aa84968
Tom Davies,MF,9228b07c
Rhys Norrington-Davies,DF,ca76b087
John Fleck,"MF,DF",b63e789d
Sam Curtis,DF,7d42865e
Daniel Jebbison,FW,03edb878
Antwoine Hackford,FW,a7588cdc
Sydie Peck,MF,767d9605
Ryan One,FW,d4aa4582
Jordan Amissah,GK,50fc4c0a
Billy Blacker,FW,2b08b6e5
Jili Buyabu,MF,15ee4bc1
Ismaila Cheick Coulibaly,MF,d33e3242
Adam Davies,GK,71894777
Owen Hampson,MF,081b8cac
Louie Marsh,FW,7923301c
Dovydas Sasnauskas,DF,9463c7eb
Femi Seriki,DF,e4e0deaa
