name,position,id
Virgil van Dijk,DF,e06683ca
Luis Díaz,FW,4a1a9578
Alexis Mac Allister,MF,83d074ff
Mohamed Salah,FW,e342ad68
Alisson,GK,7a2e46a8
Trent Alexander-Arnold,DF,cd1acf9d
Dominik Szoboszlai,MF,934e1968
Darwin Núñez,FW,4d77b365
Wataru Endo,MF,c149016b
Andrew Robertson,DF,2e4f5f03
Joe Gomez,DF,7a11550b
Cody Gakpo,"FW,MF",1971591f
Ibrahima Konaté,DF,5ed9b537
Curtis Jones,MF,4fb9c88f
Diogo Jota,FW,178ae8f8
Jarell Quansah,DF,4125cb98
Ryan Gravenberch,MF,b8e740fb
Harvey Elliott,"MF,FW",b9e1436c
Caoimhín Kelleher,GK,62d7ef38
Conor Bradley,DF,bbd67769
Joël Matip,DF,b217ef29
Kostas Tsimikas,DF,f315ca93
Bobby Clark,MF,73341ace
Stefan Bajcetic,MF,32e8417f
Ben Doak,FW,733f1a7d
Jayden Danns,FW,003cf4d1
Owen Beck,DF,a011a1e9
Thiago Alcántara,MF,77e84962
James McConnell,MF,bf973eeb
Kaide Gordon,FW,19a9cb70
Adrián,GK,f76e6b4e
Luke Chambers,DF,7d6af698
Lewis Koumas,MF,d77edba6
Fabian Mrozek,GK,927eecf9
Amara Nallo,DF,398a24f6
Trey Nyoni,MF,1d3b3d77
Marcelo Pitaluga,GK,b3cafda8
Calum Scanlon,MF,37739c71
