name,position,id
Ollie Watkins,FW,aed3a70f
Ezri Konsa,DF,0313a347
John McGinn,"MF,FW",90f91999
Douglas Luiz,MF,6f7d826d
Emiliano Martínez,GK,7956236f
Pau Torres,DF,532e1e4f
Lucas Digne,DF,1b84dbe1
Moussa Diaby,"FW,MF",aeed5c06
Matty Cash,DF,2389cdc2
Leon Bailey,"MF,FW",3a233281
Diego Carlos,DF,b4a014b1
Boubacar Kamara,MF,cc77354e
Youri Tielemans,"MF,FW",56f7a928
Clément Lenglet,DF,4f28a6ff
Álex Moreno,DF,16e9d0ea
Nicolò Zaniolo,"FW,MF",9907b1c8
Jacob Ramsey,"FW,MF",1544f145
Morgan Rogers,"MF,FW",2e5915f1
Robin Olsen,GK,e7ee38c3
Jáder Durán,"FW,MF",414184f7
Tim Iroegbunam,MF,84c5ceea
Calum Chambers,"MF,DF",dc6f5bdd
Leander Dendoncker,MF,5a7301ae
Tyrone Mings,DF,8397a50c
Omari Kellyman,FW,aa888da7
Philippe Coutinho,"MF,FW",0ef89a37
Bertrand Traoré,"DF,FW",c47541e0
Cameron Archer,MF,05e8ca6d
Kaine Kesler-Hayden,"MF,DF",9b066938
Finley Munroe,MF,36625c27
Jaden Philogene Bidace,FW,19f4d211
Lander Emery,GK,b5f7fd45
Joe Gauci,GK,5600c774
Filip Marshall,GK,a79abd8b
Tommi O'Reilly,MF,345fc437
Sam Proctor,GK,b96cec48
James Wright,GK,9417a430
Kadan Young,MF,91c75917
Oliwier Zych,GK,be18d79f
