name,position,id
André Onana,GK,e9c0c1b2
Diogo Dalot,DF,d9565625
Bruno Fernandes,"MF,FW",507c7bdf
Alejandro Garnacho,FW,7aa8adfe
Marcus Rashford,FW,a1d5bd30
Rasmus Højlund,FW,491a433d
Casemiro,"MF,DF",4d224fe8
Kobbie Mainoo,MF,c6220452
Aaron Wan-Bissaka,DF,9e525177
Scott McTominay,"MF,FW",d93c2511
Harry Maguire,DF,d8931174
Raphaël Varane,DF,9f8e9423
Jonny Evans,DF,f8fcd2a5
Antony,FW,99127249
Victor Lindelöf,DF,f5deef4c
Christian Eriksen,MF,980522ec
Luke Shaw,DF,9c94165b
Sofyan Amrabat,"MF,DF",5a2cb25d
Lisandro Martínez,DF,bac46a10
Mason Mount,"MF,FW",9674002f
Anthony Martial,FW,8b788c01
Sergio Reguilón,DF,3353737a
Amad Diallo,"FW,MF",9dc96f10
Willy Kambwala,DF,6a7353d7
Facundo Pellistri,"FW,MF",ac7e7b1c
Hannibal Mejbri,"MF,FW",ca22ccb0
Omari Forson,FW,1b9728b0
Jadon Sancho,"FW,MF",dbf053da
Ethan Wheatley,FW,5c368c88
Donny van de Beek,DF,50dc94ce
Daniel Gore,MF,861e9b3b
Harry Amass,DF,7b47100c
Altay Bayındır,GK,072e68ed
Rhys Bennett,DF,e4588897
Álvaro Carreras,"DF,MF",33a68b9b
Toby Collyer,MF,4f9091bc
Tom Heaton,GK,a6de6361
Dean Henderson,GK,e5a76dfe
Joe Hugill,FW,49134eb2
Louis Jackson,DF,06a441c4
Dermot Mee,GK,caa32820
Habeeb Ogunneye,DF,d0cdc0a3
Radek Vítek,GK,d617bff6
