comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,performance_psxg,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,launched_cmp,launched_att,launched_cmp%,passes_att (gk),passes_thr,passes_launch%,passes_avglen,goal kicks_att,goal kicks_launch%,goal kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_avgdist,date,match_id
Premier League,Matchweek 1,L 0–4,cff3d9bb,19538871,1,90,5,4,1,40.0,0,3.0,1,1,0,0,1,5,20.0,22,2,18.2,32.0,2,50.0,38.0,10,0,0.0,0,10.0,2019-08-11,d0583d0d
Premier League,Matchweek 2,D 1–1,cff3d9bb,a2d435b3,1,90,3,1,2,66.7,0,0.6,0,0,0,0,4,10,40.0,26,5,34.6,32.8,9,11.1,24.9,14,1,7.1,5,18.4,2019-08-18,aebf58b9
Premier League,Matchweek 3,W 3–2,cff3d9bb,1c781004,1,90,5,2,3,60.0,0,1.3,0,0,0,0,1,7,14.3,26,5,19.2,28.6,3,66.7,47.3,5,0,0.0,2,24.0,2019-08-24,4f4fd2d8
Premier League,Matchweek 4,D 2–2,cff3d9bb,1df6b87e,1,90,2,2,1,0.0,0,0.7,0,0,0,0,1,4,25.0,34,6,8.8,23.6,8,12.5,23.4,9,0,0.0,2,17.3,2019-08-31,495db223
Premier League,Matchweek 5,W 5–2,cff3d9bb,8cec06e1,1,90,4,2,3,50.0,0,1.1,0,0,0,0,6,12,50.0,37,6,21.6,31.7,7,57.1,43.3,19,1,5.3,0,4.0,2019-09-14,0fa0a658
Premier League,Matchweek 6,L 1–2,cff3d9bb,822bd0ba,1,90,3,2,1,33.3,0,1.2,0,0,0,0,4,12,33.3,29,5,27.6,29.3,5,80.0,48.0,8,1,12.5,2,19.7,2019-09-22,02e3ae79
Premier League,Matchweek 7,W 2–0,cff3d9bb,d07537b9,1,90,1,0,1,100.0,1,0.1,0,0,0,0,1,9,11.1,34,2,11.8,26.0,9,55.6,41.3,13,1,7.7,0,7.5,2019-09-28,1d4b5564
Premier League,Matchweek 8,W 4–1,cff3d9bb,33c895d4,1,90,2,1,1,50.0,0,0.9,0,0,0,0,3,14,21.4,30,3,30.0,34.5,7,71.4,53.4,8,0,0.0,0,10.0,2019-10-06,078b24d4
Premier League,Matchweek 9,W 1–0,cff3d9bb,b2b47a98,1,90,0,0,0,,1,0.0,0,0,0,0,0,1,0.0,16,6,0.0,23.8,5,20.0,30.6,7,1,14.3,1,14.0,2019-10-19,c17538b0
Premier League,Matchweek 10,W 4–2,cff3d9bb,943e8050,1,90,5,2,3,60.0,0,1.0,0,0,0,0,4,12,33.3,26,5,19.2,28.5,11,63.6,45.5,14,0,0.0,0,,2019-10-26,082dc9ef
Premier League,Matchweek 11,W 2–1,cff3d9bb,2abfe087,1,90,3,1,2,100.0,0,1.3,1,1,0,0,2,7,28.6,28,3,17.9,29.3,8,25.0,29.5,10,0,0.0,0,11.0,2019-11-02,0b8b7f66
Premier League,Matchweek 12,W 2–0,cff3d9bb,47c64c55,1,90,1,0,1,100.0,1,0.1,0,0,0,0,4,7,57.1,21,3,19.0,27.3,7,42.9,38.0,5,0,0.0,0,16.0,2019-11-09,99680077
Premier League,Matchweek 13,L 1–2,cff3d9bb,b8fd03ef,1,90,4,2,2,50.0,0,0.6,0,0,0,0,4,9,44.4,40,6,20.0,26.5,11,9.1,21.7,11,1,9.1,1,11.0,2019-11-23,d16305c7
Premier League,Matchweek 14,L 0–1,cff3d9bb,7c21e445,1,90,4,1,3,75.0,0,1.5,0,0,0,0,0,1,0.0,19,3,5.3,20.2,5,0.0,18.0,9,1,11.1,1,18.7,2019-11-30,aa1ff9cd
Premier League,Matchweek 15,W 2–1,cff3d9bb,8602292d,1,90,3,1,2,66.7,0,1.3,0,0,0,0,0,5,0.0,24,7,12.5,23.8,4,50.0,42.8,22,3,13.6,0,8.0,2019-12-04,3f316110
Premier League,Matchweek 16,L 1–3,cff3d9bb,d3fd31cc,1,90,7,3,4,57.1,0,2.5,0,0,0,0,1,8,12.5,34,5,23.5,29.9,6,0.0,21.0,9,1,11.1,1,19.8,2019-12-07,1b69dd66
Premier League,Matchweek 17,L 0–1,cff3d9bb,4ba7cbea,1,90,2,1,1,50.0,0,0.5,0,0,0,0,1,9,11.1,31,5,25.8,28.9,6,16.7,24.3,12,1,8.3,3,22.0,2019-12-14,b75094e0
Premier League,Matchweek 18,W 2–0,cff3d9bb,361ca564,1,90,1,0,1,100.0,1,0.1,0,0,0,0,5,13,38.5,27,6,33.3,33.7,4,100.0,59.3,11,0,0.0,4,25.8,2019-12-22,a1a20337
Premier League,Matchweek 19,L 0–2,cff3d9bb,33c895d4,1,90,3,2,1,33.3,0,1.3,0,0,0,0,2,4,50.0,32,5,12.5,27.9,6,0.0,15.5,8,1,12.5,4,22.6,2019-12-26,d9a73d72
Premier League,Matchweek 20,W 2–1,cff3d9bb,18bb7c10,1,90,2,1,1,50.0,0,0.3,0,0,0,0,1,7,14.3,25,7,24.0,26.1,6,16.7,24.2,6,0,0.0,1,24.0,2019-12-29,850e18c6
Premier League,Matchweek 21,D 1–1,cff3d9bb,d07537b9,1,90,5,1,4,80.0,0,1.6,0,0,0,0,2,7,28.6,22,2,22.7,28.6,7,28.6,29.1,13,1,7.7,1,14.7,2020-01-01,9b72407a
Premier League,Matchweek 22,W 3–0,cff3d9bb,943e8050,1,90,1,0,1,100.0,1,0.4,0,0,0,0,2,9,22.2,28,3,21.4,27.1,4,75.0,54.5,8,0,0.0,1,15.0,2020-01-11,17a5a8ef
Premier League,Matchweek 23,L 0–1,cff3d9bb,b2b47a98,1,90,2,1,1,50.0,0,0.7,0,0,0,0,1,4,25.0,10,2,20.0,26.6,5,40.0,32.8,8,0,0.0,0,6.0,2020-01-18,e5a20f1e
Premier League,Matchweek 24,D 2–2,cff3d9bb,18bb7c10,1,90,2,2,0,0.0,0,1.2,0,0,0,0,2,4,50.0,16,1,25.0,25.7,1,0.0,16.0,9,0,0.0,1,40.0,2020-01-21,38d058ad
Premier League,Matchweek 25,D 2–2,cff3d9bb,a2d435b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-01,270dc7ba
Premier League,Matchweek 26,L 0–2,cff3d9bb,19538871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-17,2619bcb9
Premier League,Matchweek 27,W 2–1,cff3d9bb,361ca564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-22,fdd364a6
