comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,performance_psxg,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,launched_cmp,launched_att,launched_cmp%,passes_att (gk),passes_thr,passes_launch%,passes_avglen,goal kicks_att,goal kicks_launch%,goal kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_avgdist,date,match_id
Premier League,Matchweek 1,L 1–4,1c781004,822bd0ba,1,90,7,4,4,42.9,0,1.6,0,0,0,0,8,28,28.6,37,6,56.8,38.7,15,46.7,36.8,24,2,8.3,0,5.3,2019-08-09,928467bd
Premier League,Matchweek 2,W 3–1,1c781004,b2b47a98,1,90,4,1,3,75.0,0,1.5,0,0,0,0,5,11,45.5,34,5,23.5,32.8,7,42.9,43.9,18,1,5.6,1,17.0,2019-08-17,3ea63f4b
Premier League,Matchweek 3,L 2–3,1c781004,cff3d9bb,1,90,8,3,5,62.5,0,1.3,0,0,0,0,3,17,17.6,31,5,38.7,35.5,10,50.0,35.3,16,0,0.0,0,6.0,2019-08-24,4f4fd2d8
Premier League,Matchweek 4,L 0–2,1c781004,7c21e445,1,90,7,2,5,71.4,0,1.7,0,0,0,0,1,6,16.7,20,7,20.0,32.5,6,33.3,37.2,10,0,0.0,0,5.0,2019-08-31,164148a8
Premier League,Matchweek 5,W 3–2,1c781004,b8fd03ef,1,90,8,2,6,75.0,0,2.0,0,0,0,0,3,25,12.0,32,6,56.3,42.4,12,58.3,42.9,38,1,2.6,0,7.7,2019-09-14,1c7bccd4
Premier League,Matchweek 6,L 0–2,1c781004,943e8050,1,90,6,2,4,66.7,0,2.1,0,0,0,0,1,17,5.9,36,8,41.7,35.6,7,28.6,29.9,23,2,8.7,0,7.5,2019-09-21,f97b0ce8
Premier League,Matchweek 9,D 0–0,1c781004,4ba7cbea,1,90,2,0,2,100.0,1,0.3,0,0,0,0,11,28,39.3,38,2,47.4,39.5,11,90.9,60.5,23,0,0.0,0,5.5,2019-10-19,d71c01eb
Premier League,Matchweek 10,L 1–3,1c781004,19538871,1,90,11,3,6,72.7,0,4.6,2,0,2,0,2,10,20.0,21,4,38.1,33.8,8,25.0,29.3,17,0,0.0,0,4.0,2019-10-27,a31a1d67
Premier League,Matchweek 11,L 0–2,1c781004,d07537b9,1,90,5,2,3,60.0,0,1.4,0,0,0,0,2,20,10.0,22,4,54.5,43.0,15,53.3,44.4,12,1,8.3,0,6.0,2019-11-02,21f39009
Premier League,Matchweek 12,L 0–2,1c781004,2abfe087,1,90,2,2,0,0.0,0,1.2,0,0,0,0,1,8,12.5,29,4,24.1,30.4,9,11.1,30.3,6,1,16.7,1,13.5,2019-11-08,e92f4d2c
Premier League,Matchweek 13,W 2–0,1c781004,d3fd31cc,1,90,7,0,7,100.0,1,1.4,0,0,0,0,9,24,37.5,31,8,48.4,41.1,11,81.8,56.9,23,4,17.4,0,7.3,2019-11-23,464461f5
Premier League,Matchweek 14,D 2–2,1c781004,18bb7c10,1,90,6,2,4,83.3,0,2.4,1,1,0,0,4,13,30.8,30,5,43.3,35.7,3,0.0,30.0,28,1,3.6,0,6.0,2019-12-01,39fce32e
Premier League,Matchweek 15,L 1–2,1c781004,33c895d4,1,90,5,2,3,60.0,0,1.8,0,0,0,0,4,16,25.0,55,10,27.3,30.6,5,20.0,28.8,19,0,0.0,3,34.0,2019-12-04,367829b6
Premier League,Matchweek 16,L 1–2,1c781004,1df6b87e,1,90,3,2,1,33.3,0,0.9,0,0,0,0,2,21,9.5,51,11,37.3,35.8,11,18.2,29.9,13,3,23.1,0,7.3,2019-12-08,529b20fa
Premier League,Matchweek 17,D 1–1,1c781004,a2d435b3,1,90,5,1,5,80.0,0,1.4,0,0,0,0,10,20,50.0,26,8,50.0,38.5,12,58.3,39.3,26,0,0.0,0,13.3,2019-12-14,3b2eb152
Premier League,Matchweek 18,L 1–2,1c781004,8cec06e1,1,90,4,2,2,50.0,0,1.4,0,0,0,0,3,11,27.3,24,4,33.3,33.0,4,75.0,51.3,20,1,5.0,0,4.0,2019-12-21,223124ce
