comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,performance_psxg,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,launched_cmp,launched_att,launched_cmp%,passes_att (gk),passes_thr,passes_launch%,passes_avglen,goal kicks_att,goal kicks_launch%,goal kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_avgdist,date,match_id
Premier League,Matchweek 1,D 0–0,8cec06e1,a2d435b3,1,90,1,0,1,100.0,1,0.3,0,0,0,0,12,25,48.0,14,1,78.6,44.1,14,100.0,54.3,23,0,0.0,1,18.5,2019-08-11,bf4afd61
Premier League,Matchweek 2,D 1–1,8cec06e1,19538871,1,90,2,1,0,50.0,0,1.1,1,0,1,0,3,16,18.8,16,1,62.5,42.1,7,85.7,51.4,14,0,0.0,0,13.0,2019-08-19,d8a7f871
Premier League,Matchweek 3,D 1–1,8cec06e1,943e8050,1,90,4,1,3,75.0,0,0.9,0,0,0,0,5,13,38.5,21,6,47.6,35.7,6,50.0,38.2,17,1,5.9,2,11.7,2019-08-25,16119ef2
Premier League,Matchweek 4,L 2–3,8cec06e1,d3fd31cc,1,90,6,3,3,50.0,0,1.8,0,0,0,0,7,14,50.0,11,1,81.8,43.1,6,83.3,57.8,22,0,0.0,0,5.0,2019-09-01,70303b7b
Premier League,Matchweek 5,L 2–5,8cec06e1,cff3d9bb,1,90,6,5,1,16.7,0,3.2,0,0,0,0,4,7,57.1,11,4,27.3,30.7,10,40.0,33.2,12,1,8.3,0,8.5,2019-09-14,0fa0a658
Premier League,Matchweek 6,D 1–1,8cec06e1,47c64c55,1,90,4,1,4,75.0,0,0.7,0,0,0,0,2,10,20.0,19,5,26.3,29.3,9,55.6,48.4,8,0,0.0,0,17.0,2019-09-22,d76eb681
Premier League,Matchweek 7,W 2–0,8cec06e1,2abfe087,1,90,5,0,5,100.0,1,1.3,0,0,0,0,3,11,27.3,7,3,28.6,37.7,12,75.0,50.0,17,0,0.0,0,10.5,2019-09-28,4c088365
Premier League,Matchweek 8,W 2–0,8cec06e1,b8fd03ef,1,90,2,0,2,100.0,1,0.7,0,0,0,0,5,16,31.3,16,3,62.5,43.0,11,54.5,42.1,27,2,7.4,0,4.0,2019-10-06,0481092b
Premier League,Matchweek 9,D 1–1,8cec06e1,33c895d4,1,90,5,1,4,80.0,0,1.5,0,0,0,0,2,8,25.0,17,3,17.6,30.4,10,50.0,41.9,8,0,0.0,1,24.0,2019-10-19,644a3723
Premier League,Matchweek 10,D 1–1,8cec06e1,b2b47a98,1,90,2,1,1,50.0,0,0.2,0,0,0,0,4,8,50.0,8,5,25.0,32.4,8,75.0,49.9,13,1,7.7,0,4.0,2019-10-27,efe2b576
Premier League,Matchweek 11,D 1–1,8cec06e1,18bb7c10,1,90,4,1,3,75.0,0,1.5,0,0,0,0,8,12,66.7,13,5,38.5,35.6,8,87.5,49.0,23,1,4.3,0,3.0,2019-11-02,a3427b2c
Premier League,Matchweek 12,W 2–1,8cec06e1,8602292d,1,90,4,1,3,75.0,0,0.4,0,0,0,0,7,12,58.3,15,3,53.3,39.7,6,66.7,41.8,25,0,0.0,0,,2019-11-10,2794f89d
Premier League,Matchweek 13,W 2–1,8cec06e1,4ba7cbea,1,90,2,1,1,50.0,0,0.6,0,0,0,0,6,14,42.9,18,3,44.4,40.6,6,100.0,55.8,18,0,0.0,1,21.0,2019-11-23,219643bc
Premier League,Matchweek 14,D 1–1,8cec06e1,1df6b87e,1,90,4,1,3,75.0,0,1.4,0,0,0,0,4,9,44.4,14,8,35.7,32.1,5,80.0,49.2,16,1,6.3,0,13.3,2019-12-01,53a77072
Premier League,Matchweek 15,W 2–0,8cec06e1,7c21e445,1,90,3,0,3,100.0,1,0.8,0,0,0,0,10,15,66.7,14,2,71.4,41.9,5,100.0,45.6,16,0,0.0,0,9.0,2019-12-04,292d0f46
Premier League,Matchweek 16,D 2–2,8cec06e1,d07537b9,1,90,5,2,3,60.0,0,0.7,0,0,0,0,8,19,42.1,15,4,60.0,42.1,11,90.9,50.5,12,0,0.0,0,3.0,2019-12-08,daad5806
Premier League,Matchweek 17,L 1–2,8cec06e1,361ca564,1,90,5,2,3,60.0,0,0.7,0,0,0,0,8,19,42.1,23,5,65.2,41.4,4,100.0,49.8,7,0,0.0,0,20.0,2019-12-15,e9e002fb
Premier League,Matchweek 18,W 2–1,8cec06e1,1c781004,1,90,7,1,6,85.7,0,2.3,0,0,0,0,10,17,58.8,18,4,61.1,40.3,9,66.7,47.1,9,1,11.1,0,4.0,2019-12-21,223124ce
Premier League,Matchweek 19,W 3–2,8cec06e1,b8fd03ef,1,90,3,2,0,33.3,0,1.1,1,0,1,0,2,2,100.0,5,2,0.0,20.4,6,33.3,34.3,1,0,0.0,0,17.5,2019-12-27,6defd3a2
Premier League,Matchweek 20,L 0–1,8cec06e1,822bd0ba,1,90,3,1,2,66.7,0,1.1,0,0,0,0,8,15,53.3,10,1,50.0,38.0,13,76.9,44.2,13,0,0.0,0,,2019-12-29,9892a4f1
Premier League,Matchweek 21,L 1–2,8cec06e1,2abfe087,1,90,3,2,1,33.3,0,1.5,0,0,0,0,6,9,66.7,21,6,38.1,31.8,7,14.3,25.4,5,0,0.0,1,28.0,2020-01-01,dc2a86e8
Premier League,Matchweek 22,D 1–1,8cec06e1,b2b47a98,1,90,1,1,0,0.0,0,0.2,0,0,0,0,1,7,14.3,14,4,14.3,26.6,5,100.0,50.8,8,0,0.0,1,23.0,2020-01-11,d5b1eda9
Premier League,Matchweek 23,W 3–2,8cec06e1,33c895d4,1,90,5,2,3,60.0,0,0.9,0,0,0,0,11,21,52.4,24,2,66.7,40.5,6,83.3,51.5,20,2,10.0,0,8.3,2020-01-18,9d6674f8
Premier League,Matchweek 24,L 1–2,8cec06e1,822bd0ba,1,90,6,2,4,66.7,0,1.4,0,0,0,0,13,16,81.3,17,4,58.8,37.9,8,75.0,42.3,10,0,0.0,1,15.0,2020-01-23,efd768f0
Premier League,Matchweek 25,D 0–0,8cec06e1,19538871,1,90,5,0,5,100.0,1,0.6,0,0,0,0,8,17,47.1,14,3,78.6,45.8,7,85.7,51.1,19,0,0.0,0,,2020-02-01,88328013
Premier League,Matchweek 26,D 0–0,8cec06e1,a2d435b3,1,90,3,0,3,100.0,1,0.5,0,0,0,0,5,13,38.5,15,3,53.3,44.1,5,100.0,51.6,13,1,7.7,0,13.8,2020-02-14,a11273b7
Premier League,Matchweek 27,W 3–0,8cec06e1,1c781004,1,90,4,0,4,100.0,1,0.4,0,0,0,0,8,16,50.0,14,4,71.4,43.0,6,100.0,55.2,6,0,0.0,0,,2020-02-23,09ec6552
Premier League,Matchweek 28,W 3–2,8cec06e1,361ca564,1,90,5,2,3,60.0,0,1.6,0,0,0,0,10,15,66.7,13,2,76.9,45.8,5,100.0,55.4,15,1,6.7,0,8.3,2020-03-01,2475762d
Premier League,Matchweek 29,D 0–0,8cec06e1,d07537b9,1,90,1,0,1,100.0,1,0.0,0,0,0,0,8,17,47.1,14,2,71.4,40.2,9,77.8,52.7,12,0,0.0,0,9.0,2020-03-07,6a08610e
Premier League,Matchweek 30,W 2–0,8cec06e1,7c21e445,1,90,2,0,2,100.0,1,0.3,0,0,0,0,4,9,44.4,15,5,33.3,34.4,4,100.0,60.5,16,2,12.5,0,7.0,2020-06-20,6ddd148a
Premier League,Matchweek 31,W 1–0,8cec06e1,4ba7cbea,1,90,0,0,0,,1,0.0,0,0,0,0,4,9,44.4,17,4,47.1,39.8,1,100.0,54.0,13,2,15.4,1,12.5,2020-06-24,4f61e5af
Premier League,Matchweek 32,W 1–0,8cec06e1,8602292d,1,90,1,0,1,100.0,1,0.0,0,0,0,0,14,24,58.3,15,3,60.0,41.5,16,93.8,54.0,12,0,0.0,0,10.0,2020-06-27,b4483d72
Premier League,Matchweek 33,L 0–2,8cec06e1,18bb7c10,1,90,4,2,2,50.0,0,1.8,0,0,0,0,8,15,53.3,19,3,68.4,41.8,4,50.0,42.0,7,1,14.3,0,9.0,2020-07-04,df13ee5b
Premier League,Matchweek 34,L 0–1,8cec06e1,1df6b87e,1,90,3,1,2,66.7,0,0.7,0,0,0,0,3,14,21.4,15,5,33.3,37.4,11,81.8,54.7,27,0,0.0,0,,2020-07-08,f898c8ea
Premier League,Matchweek 35,W 3–0,8cec06e1,d3fd31cc,1,90,2,0,2,100.0,1,0.1,0,0,0,0,9,13,69.2,15,3,46.7,37.7,6,100.0,58.2,10,1,10.0,0,7.0,2020-07-12,476e8583
Premier League,Matchweek 36,D 1–1,8cec06e1,943e8050,1,90,1,1,0,100.0,0,1.0,1,1,0,0,6,18,33.3,19,3,63.2,42.4,6,100.0,56.7,13,2,15.4,1,14.6,2020-07-15,a7c5d31f
Premier League,Matchweek 37,W 2–0,8cec06e1,47c64c55,1,90,3,0,3,100.0,1,0.5,0,0,0,0,7,16,43.8,18,1,66.7,45.2,4,100.0,55.8,13,0,0.0,1,21.5,2020-07-20,70598e52
Premier League,Matchweek 38,L 0–2,8cec06e1,cff3d9bb,1,90,3,2,1,33.3,0,1.5,0,0,0,0,7,17,41.2,14,1,71.4,51.0,7,100.0,57.1,10,0,0.0,0,12.0,2020-07-26,9cca4ba0
