General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Renaud Ripart,FRA,"FW,MF",29,1993,14.7,317,468,67.7,4449,1022,176,234,75.2,108,158,68.4,11,28,39.3,1,1.9,0.7,-0.9,21,27,10,1,47
Rominigue Kouamé,MLI,MF,25,1996,29.6,1244,1403,88.7,22131,5532,513,558,91.9,574,636,90.3,119,144,82.6,1,2.1,1.5,-1.1,23,145,13,2,169
Rony Lopes,POR,"MF,FW",26,1995,26.1,603,872,69.2,10507,3108,286,358,79.9,211,287,73.5,76,157,48.4,5,4.9,4.1,0.1,50,68,29,10,97
Rudy Kohon,FRA,DF,18,2004,0.7,24,28,85.7,433,191,8,9,88.9,14,15,93.3,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,2
Tanguy Zoukrou,FRA,DF,19,2003,5.7,191,221,86.4,3192,1172,79,88,89.8,91,98,92.9,11,22,50.0,0,0.1,0.1,-0.1,1,7,0,0,11
Thierno Balde,FRA,"DF,MF",20,2002,23.9,763,931,82.0,11688,3640,408,467,87.4,302,371,81.4,34,51,66.7,1,1.1,1.5,-0.1,19,34,19,4,60
Tristan Dingomé,CMR,MF,31,1991,1.1,55,78,70.5,840,252,31,34,91.2,19,28,67.9,3,9,33.3,0,0.3,0.2,-0.3,4,7,1,0,6
Wilson Odobert,FRA,"MF,FW",17,2004,19.6,408,538,75.8,6175,1444,226,281,80.4,134,175,76.6,26,37,70.3,2,1.8,1.4,0.2,23,27,13,5,47
Xavier Chavalerin,FRA,MF,31,1991,27.0,875,1068,81.9,14453,4866,415,465,89.2,349,403,86.6,69,119,58.0,2,2.3,2.2,-0.3,22,77,12,5,95
Yasser Larouci,ALG,"DF,MF",21,2001,20.0,621,824,75.4,9416,3449,328,390,84.1,249,325,76.6,24,64,37.5,1,1.6,1.3,-0.6,17,40,17,8,63
Yoann Salmier,GUF,DF,29,1992,29.4,1198,1456,82.3,21721,8653,485,543,89.3,552,620,89.0,121,235,51.5,0,0.4,0.4,-0.4,5,108,1,0,121
