General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Abdu Conté,POR,DF,24,1998,14.6,869,48,285,385,206,19,869,17,2,11.8,14,82.4,591,3294,1623,32,21,6,9,6,542,91
Adil Rami,FRA,DF,36,1985,17.7,909,182,521,367,31,9,909,10,4,40.0,4,40.0,634,3097,1427,4,7,0,7,0,551,2
Alexis Tibidi,FRA,"FW,MF",18,2003,0.8,25,0,2,13,11,0,25,3,2,66.7,0,0.0,20,121,46,1,1,0,1,1,23,4
Amar Ahmed,SWE,FW,18,2004,0.2,18,0,3,8,7,0,18,1,1,100.0,0,0.0,12,74,21,0,1,0,4,2,12,2
Andreas Bruus,DEN,"DF,FW",23,1999,18.1,777,40,203,302,279,24,777,38,16,42.1,18,47.4,507,3086,1264,47,23,8,23,3,453,117
Ante Palaversa,CRO,MF,22,2000,0.3,20,1,3,12,5,1,20,0,0,,0,,12,48,16,0,0,0,0,0,8,0
Derek Mazou-Sacko,FRA,MF,17,2004,0.2,8,2,3,4,1,1,8,0,0,,0,,5,30,16,1,0,0,0,1,4,1
Erik Palmer-Brown,USA,DF,25,1997,35.5,1784,375,1073,684,40,16,1784,15,7,46.7,4,26.7,1256,6680,3173,6,7,2,12,15,1097,0
Florian Tardieu,FRA,MF,30,1992,11.2,870,36,218,503,158,11,867,12,7,58.3,3,25.0,650,3120,1385,20,22,4,12,12,584,17
Gauthier Gallon,FRA,GK,29,1993,29.6,1055,954,1053,2,0,0,1055,0,0,,0,,620,3049,1706,0,1,1,0,0,386,0
Ike Ugbo,CAN,"FW,MF",23,1998,9.9,222,7,19,125,79,22,222,17,6,35.3,11,64.7,138,758,271,9,4,6,18,7,152,34
Jackson Porozo,ECU,DF,21,2000,18.0,851,118,463,348,47,22,851,11,7,63.6,4,36.4,545,2845,1222,6,5,1,10,7,484,4
Jeff Reine-Adélaïde,FRA,MF,24,1998,2.6,159,2,33,96,36,1,159,17,10,58.8,7,41.2,126,949,518,10,13,0,3,13,121,8
Jordan Dongmo,CMR,MF,21,2001,0.2,13,0,0,9,4,0,13,1,0,0.0,1,100.0,11,37,7,0,0,0,1,1,11,0
Kyliane Dong,FRA,"MF,FW",17,2004,2.4,77,0,7,32,41,8,77,11,5,45.5,4,36.4,61,541,280,12,8,4,9,4,60,18
Lucien Agoume,FRA,MF,20,2002,12.2,893,45,276,480,143,13,893,13,5,38.5,5,38.5,646,3160,1227,9,10,0,9,11,590,10
Mama Samba Baldé,GNB,FW,26,1995,29.6,1009,21,120,498,422,125,1007,124,56,45.2,54,43.5,687,4596,1725,51,29,25,122,68,681,179
Marlos Moreno,COL,"MF,DF",25,1996,0.1,8,0,4,3,1,0,8,1,0,0.0,0,0.0,5,30,0,0,0,0,0,2,5,0
Mateusz Lis,POL,GK,25,1997,8.3,342,271,339,3,0,0,342,0,0,,0,,212,1132,727,0,0,0,1,0,132,0
Mathis Hamdi,FRA,DF,18,2003,0.8,44,2,14,16,14,0,44,1,0,0.0,1,100.0,28,186,28,0,0,0,2,0,27,7
Papa Ndiaga Yade,MTN,"DF,MF",22,2000,6.3,421,16,91,187,146,11,421,17,6,35.3,9,52.9,292,1885,1032,29,20,3,9,5,273,45
Renaud Ripart,FRA,"FW,MF",29,1993,14.7,689,13,85,336,278,55,689,42,11,26.2,26,61.9,471,2766,1121,28,17,8,31,20,481,104
Rominigue Kouamé,MLI,MF,25,1996,29.6,1698,113,505,1002,230,19,1698,71,50,70.4,15,21.1,1340,8361,3627,59,47,4,38,25,1180,36
Rony Lopes,POR,"MF,FW",26,1995,26.1,1124,19,154,538,454,57,1124,85,45,52.9,33,38.8,805,5307,2266,61,49,13,46,37,755,117
Rudy Kohon,FRA,DF,18,2004,0.7,39,6,28,11,0,0,39,1,0,0.0,1,100.0,25,196,72,0,0,0,1,0,23,0
Tanguy Zoukrou,FRA,DF,19,2003,5.7,291,56,186,95,12,1,291,3,2,66.7,1,33.3,194,766,353,0,2,0,1,2,167,3
Thierno Balde,FRA,"DF,MF",20,2002,23.9,1138,85,395,425,339,34,1138,67,36,53.7,22,32.8,765,5808,2996,66,51,11,38,15,650,118
Tristan Dingomé,CMR,MF,31,1991,1.1,88,0,9,41,38,5,88,2,1,50.0,1,50.0,66,263,123,1,1,1,1,1,61,4
Wilson Odobert,FRA,"MF,FW",17,2004,19.6,765,11,112,325,353,52,765,95,33,34.7,57,60.0,610,5160,2530,72,49,25,47,27,564,132
Xavier Chavalerin,FRA,MF,31,1991,27.0,1337,72,427,677,240,38,1337,17,9,52.9,5,29.4,939,4366,1543,18,21,5,24,12,840,49
Yasser Larouci,ALG,"DF,MF",21,2001,20.0,1073,72,324,485,289,26,1073,87,38,43.7,42,48.3,730,5119,2569,72,49,14,43,37,643,113
Yoann Salmier,GUF,DF,29,1992,29.4,1764,252,871,821,89,20,1764,13,6,46.2,5,38.5,1235,7197,3568,24,23,3,9,7,1082,9
