General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Boubacar Traoré,MLI,MF,21,2001,24,7,819,9.1,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,9,29,15,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
Craig Dawson,ENG,DF,33,1990,25,25,2209,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12
Daniel Bentley,ENG,GK,30,1993,5,3,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enso Gonzalez,PAR,"MF,DF",18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Silva,POR,FW,21,2002,8,3,264,2.9,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5,10,13,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42
Hugo Bueno,ESP,"DF,MF",20,2002,22,7,741,8.2,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.0,22,8,40,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13
Hwang Hee-chan,KOR,"FW,MF",27,1996,29,25,2119,23.5,12,3,15,11,1,1,6,0,7.7,6.9,3.0,9.9,37,37,120,0.51,0.13,0.64,0.47,0.59,0.33,0.13,0.45,0.29,0.42
Jean-Ricner Bellegarde,FRA,"MF,FW",25,1998,22,10,958,10.6,2,1,3,2,0,0,0,1,1.6,1.6,1.0,2.5,30,39,49,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24
Jonny Castro,ESP,MF,29,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Sá,POR,GK,30,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
João Gomes,BRA,MF,22,2001,34,32,2649,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28,101,44,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1
Leon Chiwome,ENG,FW,17,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Mario Lemina,GAB,MF,29,1993,35,34,2968,33.0,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19
Matheus Cunha,BRA,"FW,MF",24,1999,32,29,2440,27.1,12,7,19,11,1,1,9,0,9.5,8.7,3.2,11.9,107,87,139,0.44,0.26,0.7,0.41,0.66,0.35,0.12,0.47,0.32,0.44
Matheus Nunes,POR,MF,24,1998,2,2,179,2.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
Matt Doherty,IRL,"DF,MF",31,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17
Max Kilman,ENG,DF,26,1997,38,38,3420,38.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22,117,5,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08
Nathan Fraser,IRL,FW,18,2005,7,1,186,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,2,21,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.19,0.16,0.19
Nélson Semedo,POR,"DF,MF",29,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103,138,150,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09
Pablo Sarabia,ESP,"MF,FW",31,1992,30,20,1745,19.4,4,7,11,2,2,2,5,0,5.5,3.9,5.9,9.8,41,109,137,0.21,0.36,0.57,0.1,0.46,0.28,0.3,0.59,0.2,0.5
