General,General,General,General,General,General,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal kicks,Goal kicks,Goal kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Player,Nation,Pos,Age,Born,90s,Ga,Pka,Fk,Ck,Og,Psxg,Psxg/sot,Psxg+/-,/90,Cmp,Att,Cmp%,Att (gk),Thr,Launch%,Avglen,Att,Launch%,Avglen,Opp,Stp,Stp%,#opa,#opa/90,Avgdist
Bernd Leno,GER,GK,30,1992,36.0,51,7,1,8,2,58.0,0.27,9.0,0.25,124,391,31.7,1153,190,26.0,30.0,242,37.6,36.0,464,35,7.5,46,1.28,14.9
Marek Rodák,SVK,GK,25,1996,2.0,2,0,0,0,0,2.0,0.51,0.0,0.01,16,47,34.0,46,3,73.9,46.0,15,86.7,60.0,26,1,3.8,2,1.0,14.0
