General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aleksandar Mitrović,SRB,FW,27,1994,22.3,496,486,10,1,4,9,4,3,0,0,0,0,299,0,24
Andreas Pereira,BRA,MF,26,1996,29.9,1068,826,231,81,1,21,196,6,116,51,50,0,701,11,39
Antonee Robinson,USA,DF,24,1997,34.3,1910,1582,327,18,0,5,134,309,0,0,0,0,1404,1,51
Bernd Leno,GER,GK,30,1992,36.0,1397,1041,354,112,0,2,0,0,0,0,0,0,1110,2,0
Bobby Reid,JAM,"FW,DF",29,1993,27.5,907,829,74,6,1,2,53,68,0,0,0,0,636,4,35
Carlos Vinícius,BRA,FW,27,1995,12.3,189,181,7,0,3,0,6,0,0,0,0,0,119,1,12
Cédric Soares,POR,DF,30,1991,2.2,186,157,27,3,0,0,24,24,0,0,0,0,143,2,4
Daniel James,WAL,FW,24,1997,6.9,186,182,4,0,0,0,26,4,0,0,0,0,120,0,16
Harrison Reed,ENG,MF,27,1995,31.8,1281,1225,51,14,0,4,54,5,3,2,1,0,988,5,46
Harry Wilson,WAL,FW,25,1997,12.2,404,383,20,4,1,3,22,5,10,2,3,0,310,1,16
Issa Diop,FRA,DF,25,1997,22.4,1399,1352,46,41,0,8,2,1,0,0,0,0,1216,1,8
Jay Stansfield,ENG,FW,19,2002,1.0,23,23,0,0,0,0,3,0,0,0,0,0,9,0,3
Josh Onomah,ENG,MF,25,1997,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
João Palhinha,POR,MF,27,1995,34.5,1274,1222,48,32,0,38,3,0,0,0,0,0,1051,4,15
Kenny Tete,NED,DF,26,1995,28.5,1530,1176,344,37,1,10,99,307,0,0,0,0,1110,10,48
Kevin Mbabu,SUI,"DF,FW",27,1995,1.6,94,71,23,0,0,1,7,23,0,0,0,0,68,0,2
Layvin Kurzawa,FRA,DF,29,1992,1.5,41,29,12,0,0,0,2,12,0,0,0,0,28,0,2
Luke Harris,WAL,"MF,FW",17,2005,0.1,14,14,0,0,0,0,1,0,0,0,0,0,13,0,0
Manor Solomon,ISR,FW,23,1999,6.4,207,202,4,1,1,0,4,3,0,0,0,0,175,1,4
Marek Rodák,SVK,GK,25,1996,2.0,61,38,23,8,0,0,0,0,0,0,0,0,29,0,0
Nathaniel Chalobah,ENG,MF,27,1994,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Neeskens Kebano,COD,FW,30,1992,8.5,212,206,6,2,0,1,24,0,4,0,1,0,155,0,16
Saša Lukić,SRB,MF,25,1996,4.6,218,211,7,7,0,0,2,0,0,0,0,0,192,0,0
Shane Duffy,IRL,"DF,FW",30,1992,0.2,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0
Tim Ream,USA,DF,34,1987,32.2,1922,1858,59,34,0,25,4,11,0,0,0,0,1662,5,8
Tom Cairney,SCO,MF,31,1991,11.0,750,715,33,9,2,4,37,4,17,7,3,0,632,2,13
Tosin Adarabioyo,ENG,DF,24,1997,23.2,1300,1235,58,47,2,12,2,7,0,0,0,0,1066,7,10
Tyrese Francois,AUS,FW,22,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Willian,BRA,FW,33,1988,23.6,912,860,49,14,4,12,60,3,32,8,11,2,712,3,20
