General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Aleksandar Mitrović,SRB,FW,27,1994,22.3,14,7,8,4,2,5,12,41.7,7,22,5,17,3,17,20,1
Andreas Pereira,BRA,MF,26,1996,29.9,18,9,3,6,9,8,34,23.5,26,21,3,18,6,24,8,0
Antonee Robinson,USA,DF,24,1997,34.3,62,38,43,15,4,44,65,67.7,21,49,13,36,53,115,83,3
Bernd Leno,GER,GK,30,1992,36.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,18,1
Bobby Reid,JAM,"FW,DF",29,1993,27.5,42,24,14,14,14,16,36,44.4,20,25,3,22,20,62,28,1
Carlos Vinícius,BRA,FW,27,1995,12.3,4,1,0,2,2,0,4,0.0,4,7,0,7,0,4,10,0
Cédric Soares,POR,DF,30,1991,2.2,8,5,4,3,1,3,3,100.0,0,3,1,2,1,9,5,0
Daniel James,WAL,FW,24,1997,6.9,10,6,4,5,1,4,9,44.4,5,5,1,4,1,11,5,0
Harrison Reed,ENG,MF,27,1995,31.8,44,27,17,21,6,16,51,31.4,35,54,12,42,19,63,36,0
Harry Wilson,WAL,FW,25,1997,12.2,21,13,9,9,3,8,18,44.4,10,17,2,15,6,27,14,0
Issa Diop,FRA,DF,25,1997,22.4,28,19,18,9,1,17,32,53.1,15,24,17,7,35,63,86,0
Jay Stansfield,ENG,FW,19,2002,1.0,0,0,0,0,0,0,2,0.0,2,4,1,3,1,1,1,0
Josh Onomah,ENG,MF,25,1997,0.2,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0
João Palhinha,POR,MF,27,1995,34.5,148,83,59,65,24,71,135,52.6,64,48,5,43,46,194,61,2
Kenny Tete,NED,DF,26,1995,28.5,83,46,41,29,13,38,51,74.5,13,48,17,31,52,135,81,1
Kevin Mbabu,SUI,"DF,FW",27,1995,1.6,3,2,2,1,0,1,3,33.3,2,2,0,2,3,6,3,0
Layvin Kurzawa,FRA,DF,29,1992,1.5,3,2,1,1,1,3,3,100.0,0,1,1,0,2,5,4,0
Luke Harris,WAL,"MF,FW",17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Manor Solomon,ISR,FW,23,1999,6.4,20,12,12,6,2,9,16,56.3,7,8,0,8,5,25,3,0
Marek Rodák,SVK,GK,25,1996,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Nathaniel Chalobah,ENG,MF,27,1994,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Neeskens Kebano,COD,FW,30,1992,8.5,17,9,8,6,3,9,18,50.0,9,14,0,14,1,18,8,0
Saša Lukić,SRB,MF,25,1996,4.6,8,3,1,4,3,3,7,42.9,4,6,2,4,5,13,3,0
Shane Duffy,IRL,"DF,FW",30,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Tim Ream,USA,DF,34,1987,32.2,30,16,15,12,3,13,26,50.0,13,45,24,21,41,71,116,3
Tom Cairney,SCO,MF,31,1991,11.0,17,6,4,8,5,7,10,70.0,3,18,3,15,5,22,3,0
Tosin Adarabioyo,ENG,DF,24,1997,23.2,30,13,22,6,2,16,23,69.6,7,20,15,5,26,56,140,1
Tyrese Francois,AUS,FW,22,2000,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Willian,BRA,FW,33,1988,23.6,13,8,8,3,2,7,25,28.0,18,13,0,13,9,22,9,0
