General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alassane Pléa,FRA,FW,29,1993,19.7,763,730,30,9,14,4,48,11,2,2,0,0,529,3,41
Christoph Kramer,GER,MF,31,1991,24.7,1233,1170,58,37,2,4,11,11,0,0,0,0,1020,5,36
Florian Neuhaus,GER,MF,25,1997,15.6,644,625,14,8,5,4,7,2,0,0,0,0,510,5,21
Hannes Wolf,AUT,FW,23,1999,5.0,179,171,7,0,1,1,2,7,0,0,0,0,146,1,6
Jan Olschowsky,GER,GK,20,2001,4.0,159,115,44,8,0,0,0,0,0,0,0,0,131,0,0
Joe Scally,USA,DF,19,2002,24.5,1173,940,231,25,0,1,41,206,0,0,0,0,921,2,39
Jonas Hofmann,GER,"FW,MF",30,1992,29.8,1543,1272,259,79,12,8,203,31,132,53,64,1,1149,12,46
Jonas Omlin,SUI,GK,28,1994,14.3,738,604,134,34,0,3,0,0,0,0,0,0,595,0,0
Julian Weigl,GER,MF,26,1995,21.0,1203,1140,60,55,3,6,0,5,0,0,0,0,1072,3,12
Ko Itakura,JPN,DF,25,1997,22.0,1568,1528,38,33,1,2,2,5,0,0,0,0,1424,2,7
Lars Stindl,GER,"FW,MF",33,1988,19.3,776,742,31,15,6,4,19,3,11,2,9,0,624,3,28
Luca Netz,GER,DF,19,2003,7.8,348,286,61,9,1,0,6,48,4,3,0,0,279,1,9
Manu Koné,FRA,MF,21,2001,29.0,1377,1345,21,19,2,5,6,2,0,0,0,0,1187,11,26
Marcus Thuram,FRA,FW,24,1997,27.9,561,516,43,0,1,0,11,0,0,0,0,0,415,2,21
Marvin Friedrich,GER,DF,26,1995,13.9,965,928,33,30,1,7,1,3,0,0,0,0,830,4,8
Nathan N'Goumou,FRA,FW,22,2000,7.7,226,206,19,3,0,0,20,15,0,0,0,0,166,1,14
Nico Elvedi,SUI,DF,25,1996,31.4,2149,2072,74,55,2,3,0,1,0,0,0,0,1967,3,13
Oscar Fraulo,DEN,"FW,MF",18,2003,0.1,16,16,0,0,0,0,0,0,0,0,0,0,10,0,0
Patrick Herrmann,GER,"FW,MF",31,1991,1.8,122,96,25,6,1,1,12,17,2,0,0,0,85,1,6
Ramy Bensebaini,ALG,DF,27,1995,27.6,1525,1223,293,48,10,4,31,244,0,0,0,0,1192,9,37
Rocco Reitz,GER,MF,20,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Semir Telalovic,GER,"MF,FW",22,1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Stefan Lainer,AUT,DF,29,1992,9.1,618,536,80,6,2,1,18,73,0,0,0,0,501,2,13
Tobias Sippel,GER,GK,34,1988,5.7,260,193,67,19,0,0,0,0,0,0,0,0,174,0,0
Tony Jantschke,GER,"DF,MF",32,1990,1.1,86,86,0,0,0,0,1,0,0,0,0,0,79,0,0
Yann Sommer,SUI,GK,33,1988,10.0,609,483,124,34,0,2,0,0,0,0,0,0,499,2,0
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,0.3,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0
