General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alassane Pléa,FRA,FW,29,1993,19.7,2,27,11,40.7,1.37,0.56,0.04,0.09,18.6,1,1,2,5.0,3.4,0.13,-3.0,-2.4
Christoph Kramer,GER,MF,31,1991,24.7,0,6,1,16.7,0.24,0.04,0.0,0.0,22.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Florian Neuhaus,GER,MF,25,1997,15.6,1,28,6,21.4,1.79,0.38,0.04,0.17,21.6,0,0,0,2.0,2.0,0.07,-1.0,-1.0
Hannes Wolf,AUT,FW,23,1999,5.0,1,8,3,37.5,1.6,0.6,0.13,0.33,13.8,0,0,0,1.4,1.4,0.18,-0.4,-0.4
Jan Olschowsky,GER,GK,20,2001,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Joe Scally,USA,DF,19,2002,24.5,0,7,1,14.3,0.29,0.04,0.0,0.0,17.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Jonas Hofmann,GER,"FW,MF",30,1992,29.8,12,44,22,50.0,1.48,0.74,0.27,0.55,19.0,5,0,1,7.2,6.6,0.15,4.8,5.4
Jonas Omlin,SUI,GK,28,1994,14.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Weigl,GER,MF,26,1995,21.0,1,7,0,0.0,0.33,0.0,0.0,,16.7,0,1,1,1.1,0.3,0.04,-0.1,-0.3
Ko Itakura,JPN,DF,25,1997,22.0,0,11,4,36.4,0.5,0.18,0.0,0.0,14.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Lars Stindl,GER,"FW,MF",33,1988,19.3,8,50,22,44.0,2.6,1.14,0.16,0.36,20.7,3,0,0,5.0,5.0,0.1,3.0,3.0
Luca Netz,GER,DF,19,2003,7.8,1,4,2,50.0,0.51,0.26,0.25,0.5,14.8,0,0,0,1.0,1.0,0.26,0.0,0.0
Manu Koné,FRA,MF,21,2001,29.0,1,26,14,53.8,0.9,0.48,0.04,0.07,25.1,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Marcus Thuram,FRA,FW,24,1997,27.9,13,92,44,47.8,3.29,1.58,0.14,0.3,12.7,0,0,0,16.5,16.5,0.18,-3.5,-3.5
Marvin Friedrich,GER,DF,26,1995,13.9,1,9,4,44.4,0.65,0.29,0.11,0.25,12.9,0,0,0,0.9,0.9,0.09,0.1,0.1
Nathan N'Goumou,FRA,FW,22,2000,7.7,1,13,4,30.8,1.68,0.52,0.08,0.25,18.1,0,0,0,0.8,0.8,0.06,0.2,0.2
Nico Elvedi,SUI,DF,25,1996,31.4,3,18,9,50.0,0.57,0.29,0.17,0.33,10.5,0,0,0,2.6,2.6,0.14,0.4,0.4
Oscar Fraulo,DEN,"FW,MF",18,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Patrick Herrmann,GER,"FW,MF",31,1991,1.8,1,6,2,33.3,3.29,1.1,0.17,0.5,19.7,0,0,0,0.4,0.4,0.06,0.6,0.6
Ramy Bensebaini,ALG,DF,27,1995,27.6,6,39,12,30.8,1.41,0.44,0.1,0.33,17.3,3,2,2,5.3,3.7,0.1,0.7,0.3
Rocco Reitz,GER,MF,20,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Semir Telalovic,GER,"MF,FW",22,1999,0.1,0,1,1,100.0,9.0,9.0,0.0,0.0,25.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Stefan Lainer,AUT,DF,29,1992,9.1,0,6,4,66.7,0.66,0.44,0.0,0.0,13.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8
Tobias Sippel,GER,GK,34,1988,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tony Jantschke,GER,"DF,MF",32,1990,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Yann Sommer,SUI,GK,33,1988,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,0.3,0,1,0,0.0,3.21,0.0,0.0,,34.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
