General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alassane Pléa,FRA,FW,29,1993,19.7,16,8,5,7,4,8,26,30.8,18,23,3,20,12,28,14,0
Christoph Kramer,GER,MF,31,1991,24.7,44,33,24,15,5,22,55,40.0,33,34,2,32,17,61,40,0
Florian Neuhaus,GER,MF,25,1997,15.6,19,9,9,5,5,8,27,29.6,19,20,3,17,12,31,5,0
Hannes Wolf,AUT,FW,23,1999,5.0,11,8,4,5,2,5,13,38.5,8,3,0,3,3,14,9,0
Jan Olschowsky,GER,GK,20,2001,4.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Joe Scally,USA,DF,19,2002,24.5,31,20,25,5,1,24,31,77.4,7,17,6,11,8,39,61,0
Jonas Hofmann,GER,"FW,MF",30,1992,29.8,31,16,17,8,6,15,52,28.8,37,36,2,34,16,47,21,0
Jonas Omlin,SUI,GK,28,1994,14.3,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,9,1
Julian Weigl,GER,MF,26,1995,21.0,43,16,21,21,1,23,41,56.1,18,23,2,21,18,61,32,0
Ko Itakura,JPN,DF,25,1997,22.0,29,17,18,7,4,16,30,53.3,14,41,25,16,27,56,95,0
Lars Stindl,GER,"FW,MF",33,1988,19.3,24,14,4,17,3,10,28,35.7,18,24,5,19,11,35,19,0
Luca Netz,GER,DF,19,2003,7.8,25,13,19,3,3,19,32,59.4,13,5,1,4,6,31,27,0
Manu Koné,FRA,MF,21,2001,29.0,74,39,37,33,4,24,47,51.1,23,44,12,32,32,106,21,0
Marcus Thuram,FRA,FW,24,1997,27.9,14,7,3,6,5,6,13,46.2,7,20,3,17,6,20,22,0
Marvin Friedrich,GER,DF,26,1995,13.9,17,11,13,3,1,10,13,76.9,3,14,6,8,11,28,52,0
Nathan N'Goumou,FRA,FW,22,2000,7.7,11,5,5,5,1,7,13,53.8,6,9,0,9,1,12,4,0
Nico Elvedi,SUI,DF,25,1996,31.4,46,24,32,12,2,27,41,65.9,14,31,16,15,35,81,149,3
Oscar Fraulo,DEN,"FW,MF",18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Patrick Herrmann,GER,"FW,MF",31,1991,1.8,6,2,4,1,1,2,4,50.0,2,2,0,2,2,8,1,0
Ramy Bensebaini,ALG,DF,27,1995,27.6,34,21,21,10,3,26,39,66.7,13,44,14,30,36,70,98,1
Rocco Reitz,GER,MF,20,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Semir Telalovic,GER,"MF,FW",22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stefan Lainer,AUT,DF,29,1992,9.1,16,8,10,5,1,10,23,43.5,13,8,1,7,14,30,34,1
Tobias Sippel,GER,GK,34,1988,5.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Tony Jantschke,GER,"DF,MF",32,1990,1.1,2,1,1,1,0,1,1,100.0,0,5,3,2,0,2,5,0
Yann Sommer,SUI,GK,33,1988,10.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,8,0
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,0.3,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0
