General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Luca Netz,GER,DF,19,2003,20,702,35,22.9,7.8,7,85,3,13,8,12,1.3,14,16,-2,-0.26,-0.22,14.7,15.9,-1.2,-0.15,-0.15
Manu Koné,FRA,MF,21,2001,30,2608,87,85.2,29.0,30,87,18,0,,0,1.23,41,49,-8,-0.28,-1.27,43.0,45.3,-2.4,-0.08,-0.29
Marcus Thuram,FRA,FW,24,1997,30,2513,84,82.1,27.9,28,88,21,2,21,1,1.33,42,41,1,0.04,0.69,42.0,40.8,1.1,0.04,0.45
Marvin Friedrich,GER,DF,26,1995,23,1248,54,40.8,13.9,13,90,13,10,8,10,1.3,27,29,-2,-0.14,-0.09,22.0,25.1,-3.1,-0.23,-0.32
Maximilian Brüll,GER,GK,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nathan N'Goumou,FRA,FW,22,2000,20,695,35,22.7,7.7,7,73,1,13,14,10,0.85,8,12,-4,-0.52,-0.56,9.2,14.6,-5.3,-0.69,-0.84
Nico Elvedi,SUI,DF,25,1996,32,2826,88,92.4,31.4,32,88,30,0,,0,1.22,48,52,-4,-0.13,-0.51,49.4,49.9,-0.5,-0.02,0.3
Oscar Fraulo,DEN,"FW,MF",18,2003,2,8,4,0.3,0.1,0,,0,2,4,13,0.0,0,0,0,0.0,0.09,0.1,0.2,-0.1,-0.89,-0.85
Patrick Herrmann,GER,"FW,MF",31,1991,21,164,8,5.4,1.8,0,,0,21,8,11,1.33,6,8,-2,-1.1,-1.07,3.7,4.8,-1.1,-0.6,-0.59
Ramy Bensebaini,ALG,DF,27,1995,28,2481,89,81.1,27.6,28,89,22,0,,0,1.43,44,39,5,0.18,1.42,42.2,39.0,3.2,0.12,0.82
Rocco Reitz,GER,MF,20,2002,1,3,3,0.1,0.0,0,,0,1,3,12,0.0,0,0,0,0.0,0.09,0.0,0.0,0.0,0.0,0.04
Semir Telalovic,GER,"MF,FW",22,1999,3,10,3,0.3,0.1,0,,0,3,3,2,0.0,0,0,0,0.0,0.09,0.1,0.2,-0.1,-0.79,-0.75
Stefan Lainer,AUT,DF,29,1992,17,817,48,26.7,9.1,9,83,2,8,9,12,1.47,12,20,-8,-0.88,-1.08,15.9,16.4,-0.4,-0.05,-0.01
Tobias Sippel,GER,GK,34,1988,6,510,85,16.7,5.7,5,90,5,1,60,12,0.67,5,12,-7,-1.24,-1.38,6.6,8.4,-1.8,-0.33,-0.34
Tony Jantschke,GER,"DF,MF",32,1990,8,99,12,3.2,1.1,1,79,0,7,3,17,2.0,3,4,-1,-0.91,-0.85,1.3,2.6,-1.3,-1.14,-1.14
Torben Müsel,GER,"FW,MF",23,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yann Sommer,SUI,GK,33,1988,10,900,90,29.4,10.0,10,90,10,0,,0,1.6,18,14,4,0.4,0.69,17.5,12.8,4.7,0.47,0.72
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,3,28,9,0.9,0.3,0,,0,3,9,10,1.33,1,2,-1,-3.21,-3.15,0.6,0.7,-0.1,-0.17,-0.13
