General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alassane Pléa,FRA,FW,29,1993,29,1774,61,58.0,19.7,20,80,6,9,20,1,1.24,27,27,0,0.0,0.21,28.7,25.1,3.6,0.18,0.53
Christoph Kramer,GER,MF,31,1991,29,2222,77,72.6,24.7,27,81,17,2,12,2,1.31,38,39,-1,-0.04,0.17,38.7,37.4,1.3,0.05,0.33
Connor Noß,IRL,MF,21,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Florian Dimmer,GER,GK,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Florian Neuhaus,GER,MF,25,1997,23,1405,61,45.9,15.6,16,79,5,7,19,2,1.13,19,20,-1,-0.06,0.04,25.0,22.0,3.0,0.19,0.42
Hannes Wolf,AUT,FW,23,1999,18,449,25,14.7,5.0,4,66,0,14,13,8,1.39,8,13,-5,-1.0,-1.07,6.7,11.0,-4.2,-0.85,-0.95
Jan Olschowsky,GER,GK,20,2001,4,360,90,11.8,4.0,4,90,4,0,,17,1.0,9,11,-2,-0.5,-0.47,6.5,11.1,-4.6,-1.15,-1.26
Joe Scally,USA,DF,19,2002,28,2208,79,72.2,24.5,25,86,15,3,16,6,1.29,39,35,4,0.16,0.9,35.7,36.7,-1.0,-0.04,0.0
Jonas Hofmann,GER,"FW,MF",30,1992,31,2680,86,87.6,29.8,30,89,16,1,22,0,1.39,43,47,-4,-0.13,-0.37,46.3,46.6,-0.3,-0.01,0.25
Jonas Omlin,SUI,GK,28,1994,15,1290,86,42.2,14.3,15,86,14,0,,0,1.27,20,18,2,0.14,0.39,21.5,21.1,0.4,0.03,0.11
Jordan Beyer,GER,DF,22,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Julian Weigl,GER,MF,26,1995,23,1894,82,61.9,21.0,21,88,18,2,19,1,1.26,38,35,3,0.14,0.61,31.8,35.0,-3.2,-0.15,-0.29
Ko Itakura,JPN,DF,25,1997,24,1981,83,64.7,22.0,22,88,20,2,24,0,1.21,29,30,-1,-0.05,0.12,33.8,32.9,0.9,0.04,0.22
Lars Stindl,GER,"FW,MF",33,1988,29,1734,60,56.7,19.3,20,77,1,9,21,2,1.21,33,30,3,0.16,0.56,29.7,31.1,-1.4,-0.07,-0.08
