General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alassane Pléa,FRA,FW,29,1993,19.7,529,763,69.3,8211,2867,295,355,83.1,153,219,69.9,47,92,51.1,9,4.0,5.3,5.0,32,72,34,7,94
Christoph Kramer,GER,MF,31,1991,24.7,1020,1233,82.7,14647,4393,595,663,89.7,331,392,84.4,43,70,61.4,0,2.0,1.9,-2.0,15,61,11,2,79
Florian Neuhaus,GER,MF,25,1997,15.6,510,644,79.2,7872,2540,282,318,88.7,183,220,83.2,30,53,56.6,0,2.3,2.3,-2.3,16,55,15,2,78
Hannes Wolf,AUT,FW,23,1999,5.0,146,179,81.6,1927,322,83,94,88.3,43,46,93.5,6,10,60.0,1,0.3,0.2,0.7,6,8,2,0,13
Jan Olschowsky,GER,GK,20,2001,4.0,131,159,82.4,2935,1863,35,35,100.0,73,73,100.0,23,51,45.1,0,0.0,0.0,0.0,0,2,0,0,0
Joe Scally,USA,DF,19,2002,24.5,921,1173,78.5,14499,4462,482,547,88.1,366,434,84.3,60,121,49.6,0,1.8,2.4,-1.8,13,40,20,13,57
Jonas Hofmann,GER,"FW,MF",30,1992,29.8,1149,1543,74.5,19856,6442,553,633,87.4,413,507,81.5,134,276,48.6,9,11.1,10.9,-2.1,99,66,42,8,119
Jonas Omlin,SUI,GK,28,1994,14.3,595,738,80.6,14423,9281,130,132,98.5,323,328,98.5,141,277,50.9,0,0.4,0.0,-0.4,2,5,1,0,0
Julian Weigl,GER,MF,26,1995,21.0,1072,1203,89.1,19320,5266,444,476,93.3,513,552,92.9,98,137,71.5,0,0.6,0.8,-0.6,6,66,5,0,82
Ko Itakura,JPN,DF,25,1997,22.0,1424,1568,90.8,25757,8783,504,530,95.1,838,886,94.6,75,127,59.1,2,0.4,0.6,1.6,4,68,5,0,59
Lars Stindl,GER,"FW,MF",33,1988,19.3,624,776,80.4,9604,2627,341,398,85.7,203,238,85.3,45,64,70.3,7,6.2,3.5,0.8,40,67,17,1,77
Luca Netz,GER,DF,19,2003,7.8,279,348,80.2,4100,1108,161,176,91.5,99,121,81.8,11,31,35.5,3,1.2,1.0,1.8,5,11,3,0,12
Manu Koné,FRA,MF,21,2001,29.0,1187,1377,86.2,18142,5847,644,704,91.5,451,505,89.3,58,89,65.2,1,1.3,1.3,-0.3,20,139,16,0,166
Marcus Thuram,FRA,FW,24,1997,27.9,415,561,74.0,5280,867,260,324,80.2,116,150,77.3,6,14,42.9,6,5.2,3.1,0.8,29,16,20,0,46
Marvin Friedrich,GER,DF,26,1995,13.9,830,965,86.0,15811,5285,281,301,93.4,481,517,93.0,64,125,51.2,0,0.5,0.6,-0.5,5,21,1,0,35
Nathan N'Goumou,FRA,FW,22,2000,7.7,166,226,73.5,2186,587,108,127,85.0,39,59,66.1,8,12,66.7,0,0.3,0.7,-0.3,3,3,7,5,14
Nico Elvedi,SUI,DF,25,1996,31.4,1967,2149,91.5,36425,11114,704,749,94.0,1082,1140,94.9,157,209,75.1,0,0.3,0.5,-0.3,5,50,1,0,83
Oscar Fraulo,DEN,"FW,MF",18,2003,0.1,10,16,62.5,153,25,6,6,100.0,4,6,66.7,0,4,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Patrick Herrmann,GER,"FW,MF",31,1991,1.8,85,122,69.7,1321,444,46,50,92.0,29,40,72.5,6,19,31.6,0,0.5,0.6,-0.5,4,7,3,1,6
Ramy Bensebaini,ALG,DF,27,1995,27.6,1192,1525,78.2,20015,7769,594,658,90.3,478,576,83.0,96,203,47.3,1,2.3,2.7,-1.3,15,81,30,3,101
Rocco Reitz,GER,MF,20,2002,0.0,2,2,100.0,30,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Semir Telalovic,GER,"MF,FW",22,1999,0.1,1,2,50.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Stefan Lainer,AUT,DF,29,1992,9.1,501,618,81.1,7802,2734,266,299,89.0,196,235,83.4,27,53,50.9,0,1.2,1.3,-1.2,8,38,13,7,45
Tobias Sippel,GER,GK,34,1988,5.7,174,260,66.9,4274,3193,44,45,97.8,85,86,98.8,43,127,33.9,0,0.0,0.0,0.0,0,3,0,0,0
Tony Jantschke,GER,"DF,MF",32,1990,1.1,79,86,91.9,1453,438,26,27,96.3,45,48,93.8,7,10,70.0,0,0.0,0.0,0.0,0,1,0,0,2
Yann Sommer,SUI,GK,33,1988,10.0,499,609,81.9,11448,7432,124,125,99.2,280,285,98.2,94,196,48.0,0,0.0,0.0,0.0,0,5,0,0,0
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,0.3,8,9,88.9,113,17,2,2,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0
