General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Alassane Pléa,FRA,FW,29,1993,19.7,67,3.4,56,2,2,3,3,1,12,0.61,11,0,1,0,0,0
Christoph Kramer,GER,MF,31,1991,24.7,39,1.58,34,0,2,1,2,0,2,0.08,2,0,0,0,0,0
Florian Neuhaus,GER,MF,25,1997,15.6,46,2.95,40,0,1,2,2,1,4,0.26,4,0,0,0,0,0
Hannes Wolf,AUT,FW,23,1999,5.0,13,2.61,10,0,1,1,1,0,1,0.2,1,0,0,0,0,0
Jan Olschowsky,GER,GK,20,2001,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joe Scally,USA,DF,19,2002,24.5,35,1.43,26,4,1,1,3,0,3,0.12,2,1,0,0,0,0
Jonas Hofmann,GER,"FW,MF",30,1992,29.8,163,5.47,83,64,2,7,6,1,16,0.54,9,4,1,1,1,0
Jonas Omlin,SUI,GK,28,1994,14.3,3,0.21,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Julian Weigl,GER,MF,26,1995,21.0,22,1.04,21,0,0,0,1,0,2,0.09,2,0,0,0,0,0
Ko Itakura,JPN,DF,25,1997,22.0,18,0.82,13,0,1,3,1,0,4,0.18,3,0,0,1,0,0
Lars Stindl,GER,"FW,MF",33,1988,19.3,81,4.2,53,9,2,9,6,2,10,0.52,7,1,0,2,0,0
Luca Netz,GER,DF,19,2003,7.8,15,1.92,12,2,0,0,1,0,3,0.38,2,1,0,0,0,0
Manu Koné,FRA,MF,21,2001,29.0,61,2.1,44,0,5,3,6,3,5,0.17,5,0,0,0,0,0
Marcus Thuram,FRA,FW,24,1997,27.9,66,2.36,39,0,11,7,6,3,12,0.43,7,0,2,2,1,0
Marvin Friedrich,GER,DF,26,1995,13.9,10,0.72,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Nathan N'Goumou,FRA,FW,22,2000,7.7,9,1.17,8,1,0,0,0,0,1,0.13,1,0,0,0,0,0
Nico Elvedi,SUI,DF,25,1996,31.4,17,0.54,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Oscar Fraulo,DEN,"FW,MF",18,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Patrick Herrmann,GER,"FW,MF",31,1991,1.8,6,3.31,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Ramy Bensebaini,ALG,DF,27,1995,27.6,37,1.34,25,3,3,5,1,0,5,0.18,3,0,0,1,1,0
Rocco Reitz,GER,MF,20,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Semir Telalovic,GER,"MF,FW",22,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Stefan Lainer,AUT,DF,29,1992,9.1,13,1.43,11,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Tobias Sippel,GER,GK,34,1988,5.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tony Jantschke,GER,"DF,MF",32,1990,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yann Sommer,SUI,GK,33,1988,10.0,2,0.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,0.3,2,6.43,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0
