General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alassane Pléa,FRA,FW,29,1993,19.7,947,18,94,462,400,57,945,31,16,51.6,13,41.9,568,2803,1321,41,32,13,39,22,727,156
Christoph Kramer,GER,MF,31,1991,24.7,1482,68,450,769,277,41,1482,48,21,43.8,24,50.0,772,3287,1556,26,28,6,26,30,1013,60
Florian Neuhaus,GER,MF,25,1997,15.6,804,22,133,448,232,41,804,34,12,35.3,15,44.1,488,2184,1238,26,26,4,22,14,597,56
Hannes Wolf,AUT,FW,23,1999,5.0,251,8,41,119,95,17,251,24,6,25.0,15,62.5,149,723,382,12,7,5,8,13,185,37
Jan Olschowsky,GER,GK,20,2001,4.0,177,151,177,0,0,0,177,0,0,,0,,83,528,300,0,0,0,0,0,79,0
Joe Scally,USA,DF,19,2002,24.5,1373,84,456,663,263,20,1373,28,11,39.3,13,46.4,704,3297,1544,29,23,1,22,14,804,60
Jonas Hofmann,GER,"FW,MF",30,1992,29.8,1779,27,263,802,733,95,1778,32,14,43.8,16,50.0,1019,5005,2444,73,50,24,42,34,1217,197
Jonas Omlin,SUI,GK,28,1994,14.3,773,608,769,4,0,0,773,0,0,,0,,452,2122,1262,0,0,0,0,0,459,0
Julian Weigl,GER,MF,26,1995,21.0,1348,53,374,894,87,12,1347,13,9,69.2,1,7.7,745,2991,1462,7,11,0,2,2,979,7
Ko Itakura,JPN,DF,25,1997,22.0,1787,198,895,845,54,16,1787,11,8,72.7,1,9.1,1175,5586,3066,19,19,0,10,2,1335,4
Lars Stindl,GER,"FW,MF",33,1988,19.3,980,22,127,554,301,47,980,22,8,36.4,11,50.0,552,2050,903,22,21,2,33,27,771,89
Luca Netz,GER,DF,19,2003,7.8,446,29,155,184,113,11,446,13,10,76.9,3,23.1,199,891,463,12,10,3,13,6,244,32
Manu Koné,FRA,MF,21,2001,29.0,1796,61,404,1127,302,24,1796,118,57,48.3,38,32.2,1164,6283,3307,59,52,6,81,50,1268,55
Marcus Thuram,FRA,FW,24,1997,27.9,945,35,86,421,454,175,945,92,41,44.6,32,34.8,603,3764,1865,75,41,47,112,50,717,170
Marvin Friedrich,GER,DF,26,1995,13.9,1094,121,640,426,38,21,1094,2,2,100.0,0,0.0,650,2870,1387,3,3,0,6,2,789,6
Nathan N'Goumou,FRA,FW,22,2000,7.7,308,8,59,95,158,27,308,27,7,25.9,14,51.9,168,1167,551,23,12,12,18,4,202,63
Nico Elvedi,SUI,DF,25,1996,31.4,2492,366,1398,1042,61,27,2492,3,1,33.3,2,66.7,1517,7687,4018,20,19,1,8,3,1748,5
Oscar Fraulo,DEN,"FW,MF",18,2003,0.1,16,1,3,9,4,0,16,1,1,100.0,0,0.0,7,75,19,0,1,0,0,0,10,0
Patrick Herrmann,GER,"FW,MF",31,1991,1.8,150,3,35,49,68,15,150,4,0,0.0,4,100.0,75,371,177,7,8,3,1,4,85,19
Ramy Bensebaini,ALG,DF,27,1995,27.6,1885,138,685,870,345,54,1883,32,12,37.5,16,50.0,940,4235,2012,40,24,11,35,18,1061,98
Rocco Reitz,GER,MF,20,2002,0.0,2,0,0,2,0,0,2,0,0,,0,,2,10,2,0,0,0,0,0,2,0
Semir Telalovic,GER,"MF,FW",22,1999,0.1,4,0,0,1,3,0,4,0,0,,0,,3,19,6,0,0,0,1,1,4,0
Stefan Lainer,AUT,DF,29,1992,9.1,720,37,203,383,136,20,720,11,2,18.2,8,72.7,382,1792,908,23,8,5,12,4,477,39
Tobias Sippel,GER,GK,34,1988,5.7,272,229,272,0,0,0,272,0,0,,0,,141,635,441,0,0,0,0,0,147,0
Tony Jantschke,GER,"DF,MF",32,1990,1.1,99,11,57,39,3,0,99,0,0,,0,,59,217,70,0,0,0,0,0,74,1
Yann Sommer,SUI,GK,33,1988,10.0,638,444,636,2,0,0,638,0,0,,0,,420,1803,981,0,0,0,0,0,405,0
Yvandro Borges Sanches,LUX,"FW,MF",18,2004,0.3,15,2,3,7,6,0,15,2,2,100.0,0,0.0,9,70,43,1,1,0,2,4,9,5
