General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Ademola Lookman,NGA,"FW,MF",24,1997,19.2,87,4.53,60,6,10,5,5,1,12,0.62,8,0,1,2,1,0
Berat Djimsiti,ALB,DF,29,1993,20.0,10,0.5,8,0,0,1,1,0,4,0.2,3,0,0,1,0,0
Brandon Soppy,FRA,DF,20,2002,7.1,22,3.07,17,0,1,1,3,0,6,0.84,5,0,0,0,1,0
Caleb Okoli,ITA,DF,21,2001,10.7,2,0.19,1,0,0,1,0,0,1,0.09,1,0,0,0,0,0
Davide Zappacosta,ITA,DF,30,1992,16.3,39,2.38,26,6,3,2,1,1,8,0.49,5,1,1,1,0,0
Duván Zapata,COL,FW,31,1991,15.4,46,2.98,35,0,5,1,4,1,7,0.45,4,0,1,1,1,0
Francesco Rossi,ITA,GK,31,1991,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Giorgio Scalvini,ITA,DF,18,2003,25.9,33,1.27,29,1,2,0,0,1,5,0.19,5,0,0,0,0,0
Hans Hateboer,NED,DF,28,1994,15.5,22,1.42,19,1,1,1,0,0,1,0.06,1,0,0,0,0,0
Jeremie Boga,CIV,"MF,FW",25,1997,8.7,57,6.59,33,13,7,1,2,1,8,0.92,7,0,0,0,0,1
Joakim Mæhle,DEN,"DF,MF",25,1997,24.5,81,3.3,68,4,4,1,2,2,6,0.24,4,1,1,0,0,0
José Luis Palomino,ARG,DF,32,1990,8.4,9,1.07,7,0,1,1,0,0,2,0.24,1,0,0,1,0,0
Juan Musso,ARG,GK,28,1994,23.1,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luis Muriel,COL,"FW,MF",31,1991,11.9,67,5.61,43,15,4,3,2,0,6,0.5,5,0,0,0,1,0
Lukáš Vorlický,CZE,"MF,FW",20,2002,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Sportiello,ITA,GK,30,1992,14.9,4,0.27,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Mario Pašalić,CRO,"MF,FW",27,1995,19.7,51,2.58,46,0,2,2,0,1,6,0.3,5,0,0,1,0,0
Marten de Roon,NED,MF,31,1991,32.9,51,1.55,45,0,1,1,3,1,2,0.06,2,0,0,0,0,0
Matteo Ruggeri,ITA,"DF,MF",20,2002,9.2,17,1.85,17,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Merih Demiral,TUR,DF,24,1998,17.1,4,0.23,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nadir Zortea,ITA,"DF,MF",23,1999,2.5,8,3.27,5,0,2,1,0,0,1,0.41,1,0,0,0,0,0
Rafael Tolói,ITA,DF,31,1990,30.9,47,1.52,39,0,3,4,0,1,8,0.26,7,0,0,1,0,0
Rasmus Højlund,DEN,FW,19,2003,20.4,56,2.75,37,0,7,6,6,0,5,0.25,3,0,0,0,2,0
Ruslan Malinovskyi,UKR,"MF,FW",29,1993,6.1,26,4.25,16,7,1,1,1,0,2,0.33,2,0,0,0,0,0
Teun Koopmeiners,NED,MF,24,1998,31.8,132,4.16,85,31,3,11,2,0,17,0.54,10,3,1,3,0,0
Tommaso De Nipoti,ITA,MF,19,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Éderson,BRA,MF,23,1999,24.6,55,2.23,37,1,7,7,1,2,5,0.2,3,0,1,0,1,0
