General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Ademola Lookman,NGA,"FW,MF",24,1997,19.2,492,649,75.8,6802,2025,284,333,85.3,144,189,76.2,25,44,56.8,6,6.6,4.9,-0.6,39,30,33,4,79
Berat Djimsiti,ALB,DF,29,1993,20.0,953,1093,87.2,16622,5292,419,457,91.7,451,495,91.1,68,109,62.4,1,0.2,0.5,0.8,4,48,2,0,45
Brandon Soppy,FRA,DF,20,2002,7.1,243,322,75.5,3511,1451,138,158,87.3,86,116,74.1,11,25,44.0,3,1.6,1.3,1.4,11,27,9,4,33
Caleb Okoli,ITA,DF,21,2001,10.7,345,458,75.3,5887,2267,156,190,82.1,151,189,79.9,28,49,57.1,0,0.0,0.1,0.0,0,11,2,0,19
Davide Zappacosta,ITA,DF,30,1992,16.3,771,925,83.4,10806,3422,462,494,93.5,258,319,80.9,26,48,54.2,2,1.6,1.4,0.4,15,38,14,9,55
Duván Zapata,COL,FW,31,1991,15.4,281,412,68.2,4370,805,156,208,75.0,91,128,71.1,24,36,66.7,2,1.1,1.2,0.9,17,19,14,4,40
Francesco Rossi,ITA,GK,31,1991,0.0,3,4,75.0,52,28,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Giorgio Scalvini,ITA,DF,18,2003,25.9,1205,1486,81.1,19877,8249,613,687,89.2,476,545,87.3,90,184,48.9,2,0.4,0.8,1.6,9,133,14,2,158
Hans Hateboer,NED,DF,28,1994,15.5,560,702,79.8,8088,2850,339,376,90.2,173,223,77.6,31,60,51.7,1,1.5,1.4,-0.5,13,28,16,7,55
Jeremie Boga,CIV,"MF,FW",25,1997,8.7,381,475,80.2,5908,1552,218,251,86.9,104,125,83.2,38,62,61.3,5,2.8,3.3,2.2,34,23,24,8,53
Joakim Mæhle,DEN,"DF,MF",25,1997,24.5,1188,1455,81.6,16528,5309,737,818,90.1,358,439,81.5,45,84,53.6,3,2.9,2.9,0.1,37,71,46,10,137
José Luis Palomino,ARG,DF,32,1990,8.4,428,518,82.6,7998,2928,169,191,88.5,214,242,88.4,44,70,62.9,0,0.3,0.3,-0.3,2,26,4,2,29
Juan Musso,ARG,GK,28,1994,23.1,513,705,72.8,14449,10079,93,93,100.0,243,246,98.8,174,360,48.3,0,0.1,0.0,-0.1,1,0,0,0,0
Luis Muriel,COL,"FW,MF",31,1991,11.9,354,539,65.7,6248,1973,171,224,76.3,117,163,71.8,49,105,46.7,3,3.5,4.1,-0.5,37,29,34,6,71
Lukáš Vorlický,CZE,"MF,FW",20,2002,0.3,19,31,61.3,271,44,13,16,81.3,3,9,33.3,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,3
Marco Sportiello,ITA,GK,30,1992,14.9,362,462,78.4,9718,6618,59,59,100.0,209,212,98.6,94,191,49.2,0,0.0,0.0,0.0,0,1,0,0,2
Mario Pašalić,CRO,"MF,FW",27,1995,19.7,567,705,80.4,9192,2177,286,335,85.4,216,246,87.8,46,69,66.7,2,2.2,1.6,-0.2,16,55,25,2,82
Marten de Roon,NED,MF,31,1991,32.9,1587,1912,83.0,29393,8619,635,714,88.9,736,842,87.4,177,273,64.8,1,1.8,2.0,-0.8,20,156,24,1,171
Matteo Ruggeri,ITA,"DF,MF",20,2002,9.2,515,631,81.6,8203,3341,278,311,89.4,187,227,82.4,36,57,63.2,1,0.9,0.9,0.1,10,38,12,6,55
Merih Demiral,TUR,DF,24,1998,17.1,560,653,85.8,10454,2949,204,225,90.7,293,330,88.8,54,85,63.5,0,0.5,0.5,-0.5,4,14,1,1,26
Nadir Zortea,ITA,"DF,MF",23,1999,2.5,60,98,61.2,937,602,31,38,81.6,22,35,62.9,5,13,38.5,0,0.6,0.2,-0.6,3,3,3,1,9
Rafael Tolói,ITA,DF,31,1990,30.9,1351,1682,80.3,24720,9204,570,627,90.9,619,707,87.6,145,290,50.0,1,1.2,1.2,-0.2,17,126,15,2,148
Rasmus Højlund,DEN,FW,19,2003,20.4,318,435,73.1,4078,574,200,257,77.8,75,97,77.3,16,18,88.9,2,2.4,1.8,-0.4,24,23,11,1,37
Ruslan Malinovskyi,UKR,"MF,FW",29,1993,6.1,248,332,74.7,4851,1645,106,123,86.2,97,121,80.2,39,64,60.9,2,2.0,1.3,0.0,13,36,15,0,50
Teun Koopmeiners,NED,MF,24,1998,31.8,1271,1727,73.6,23257,8953,532,612,86.9,530,665,79.7,160,344,46.5,4,6.4,6.9,-2.4,58,154,51,15,186
Tommaso De Nipoti,ITA,MF,19,2003,0.0,3,5,60.0,85,20,1,2,50.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Éderson,BRA,MF,23,1999,24.6,884,1091,81.0,15666,4516,374,434,86.2,378,436,86.7,97,133,72.9,1,2.3,2.1,-1.3,21,93,15,4,93
