General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Giorgio Scalvini,ITA,DF,18,2003,32,2335,73,68.3,25.9,29,79,15,3,19,4,1.75,46,35,11,0.42,-0.16,36.8,29.9,6.9,0.27,-0.51
Hans Hateboer,NED,DF,28,1994,17,1397,82,40.8,15.5,17,82,11,0,,4,1.82,22,16,6,0.39,-0.15,21.3,17.4,3.9,0.25,-0.3
Iacopo Regonesi,ITA,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jeremie Boga,CIV,"MF,FW",25,1997,23,782,34,22.9,8.7,5,70,1,18,24,10,1.57,19,14,5,0.58,0.13,14.9,9.0,5.9,0.68,0.33
Joakim Mæhle,DEN,"DF,MF",25,1997,34,2209,65,64.6,24.5,25,82,12,9,19,2,1.62,39,33,6,0.24,-0.65,36.7,30.4,6.3,0.26,-0.48
José Luis Palomino,ARG,DF,32,1990,15,759,51,22.2,8.4,8,79,6,7,18,2,1.8,25,15,10,1.19,0.92,17.2,10.4,6.8,0.8,0.48
Juan Musso,ARG,GK,28,1994,24,2077,87,60.7,23.1,24,87,23,0,,10,1.79,41,27,14,0.61,0.34,36.5,23.5,13.1,0.57,0.35
Leonardo Mendicino,ITA,MF,16,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,
Lorenzo Bernasconi,ITA,DF,18,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,
Luis Muriel,COL,"FW,MF",31,1991,29,1073,37,31.4,11.9,10,65,0,19,22,2,1.59,20,15,5,0.42,-0.08,17.9,11.9,6.0,0.5,0.1
Lukáš Vorlický,CZE,"MF,FW",20,2002,3,24,8,0.7,0.3,0,,0,3,8,5,0.33,1,1,0,0.0,-0.48,0.6,0.4,0.2,0.67,0.24
Mannah Chiwisa,ZAM,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Marco Palestra,ITA,DF,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Marco Sportiello,ITA,GK,30,1992,15,1339,89,39.2,14.9,14,90,13,1,83,22,1.6,24,21,3,0.2,-0.45,20.8,17.9,2.9,0.2,-0.38
Mario Pašalić,CRO,"MF,FW",27,1995,32,1769,55,51.7,19.7,24,65,1,8,26,2,1.69,33,24,9,0.46,-0.03,30.9,22.3,8.6,0.44,0.02
Marten de Roon,NED,MF,31,1991,35,2964,85,86.7,32.9,34,87,31,1,10,0,1.74,57,40,17,0.52,0.32,48.3,35.9,12.4,0.38,-0.38
Matteo Colombo,ITA,MF,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Matteo Ruggeri,ITA,"DF,MF",20,2002,15,829,55,24.2,9.2,8,90,8,7,16,13,1.67,19,13,6,0.65,0.23,16.2,9.5,6.8,0.73,0.4
Merih Demiral,TUR,DF,24,1998,28,1536,55,44.9,17.1,14,87,12,14,23,6,1.89,24,23,1,0.06,-0.75,26.5,17.9,8.5,0.5,0.13
Nadir Zortea,ITA,"DF,MF",23,1999,9,222,25,6.5,2.5,1,79,0,8,18,10,2.22,6,3,3,1.22,0.79,3.9,1.9,1.9,0.8,0.39
Rafael Tolói,ITA,DF,31,1990,32,2784,87,81.4,30.9,32,87,25,0,,1,1.88,54,36,18,0.58,0.58,45.0,33.2,11.8,0.38,-0.25
Rasmus Højlund,DEN,FW,19,2003,32,1834,57,53.6,20.4,20,74,5,12,29,3,1.69,45,29,16,0.79,0.67,34.5,23.1,11.4,0.56,0.29
Ruslan Malinovskyi,UKR,"MF,FW",29,1993,15,553,37,16.2,6.1,5,68,0,10,21,1,1.67,9,8,1,0.16,-0.37,8.4,7.0,1.4,0.24,-0.23
Teun Koopmeiners,NED,MF,24,1998,33,2858,87,83.6,31.8,32,88,29,1,45,0,1.73,57,36,21,0.66,1.14,47.3,33.3,14.0,0.44,0.09
Tommaso Bertini,ITA,GK,18,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Tommaso De Nipoti,ITA,MF,19,2003,1,4,4,0.1,0.0,0,,0,1,4,2,3.0,1,0,1,22.5,22.05,0.3,0.0,0.3,7.87,7.45
Tommaso Del Lungo,ITA,DF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Éderson,BRA,MF,23,1999,35,2215,63,64.8,24.6,25,77,10,10,30,1,1.63,37,31,6,0.24,-0.65,36.8,27.3,9.5,0.38,-0.13
