General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Ademola Lookman,NGA,"FW,MF",24,1997,31,1729,56,50.6,19.2,20,73,3,11,25,1,1.65,38,23,15,0.78,0.62,34.7,20.9,13.8,0.72,0.58
Alessandro Falleni,ITA,FW,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Berat Djimsiti,ALB,DF,29,1993,24,1797,75,52.5,20.0,20,85,16,4,23,5,1.42,27,23,4,0.2,-0.58,26.1,21.6,4.5,0.23,-0.42
Brandon Soppy,FRA,DF,20,2002,15,643,43,18.8,7.1,8,64,1,7,19,18,1.53,10,9,1,0.14,-0.41,11.4,4.9,6.5,0.9,0.58
Caleb Okoli,ITA,DF,21,2001,17,960,56,28.1,10.7,9,85,8,8,24,19,1.76,19,10,9,0.84,0.51,17.3,9.7,7.6,0.72,0.4
Davide Zappacosta,ITA,DF,30,1992,21,1471,70,43.0,16.3,18,76,9,3,34,1,1.81,34,22,12,0.73,0.46,25.6,17.0,8.7,0.53,0.18
Duván Zapata,COL,FW,31,1991,25,1390,56,40.6,15.4,16,73,5,9,25,0,1.68,18,20,-2,-0.13,-1.02,17.7,18.2,-0.5,-0.03,-0.78
Endri Muhameti,ALB,MF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Francesco Rossi,ITA,GK,31,1991,1,4,4,0.1,0.0,0,,0,1,4,36,3.0,1,0,1,22.5,22.05,0.3,0.0,0.3,7.87,7.45
