General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Ademola Lookman,NGA,"FW,MF",24,1997,19.2,649,601,46,7,6,3,38,11,16,2,7,0,492,2,25
Berat Djimsiti,ALB,DF,29,1993,20.0,1093,1047,45,29,0,3,0,15,0,0,0,0,953,1,8
Brandon Soppy,FRA,DF,20,2002,7.1,322,254,67,0,1,0,19,67,0,0,0,0,243,1,12
Caleb Okoli,ITA,DF,21,2001,10.7,458,419,37,18,0,3,2,17,0,0,0,0,345,2,8
Davide Zappacosta,ITA,DF,30,1992,16.3,925,719,204,11,0,0,59,188,5,5,0,0,771,2,22
Duván Zapata,COL,FW,31,1991,15.4,412,377,31,1,0,6,29,7,1,0,0,0,281,4,14
Francesco Rossi,ITA,GK,31,1991,0.0,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
Giorgio Scalvini,ITA,DF,18,2003,25.9,1486,1443,40,29,1,21,8,11,0,0,0,0,1205,3,20
Hans Hateboer,NED,DF,28,1994,15.5,702,571,129,3,2,1,23,126,0,0,0,0,560,2,13
Jeremie Boga,CIV,"MF,FW",25,1997,8.7,475,431,43,8,3,3,55,6,29,14,10,0,381,1,8
Joakim Mæhle,DEN,"DF,MF",25,1997,24.5,1455,1211,239,7,1,2,38,231,1,0,1,0,1188,5,42
José Luis Palomino,ARG,DF,32,1990,8.4,518,485,33,21,0,0,5,12,0,0,0,0,428,0,8
Juan Musso,ARG,GK,28,1994,23.1,705,497,207,50,0,3,0,0,0,0,0,0,513,1,1
Luis Muriel,COL,"FW,MF",31,1991,11.9,539,454,83,9,8,14,82,12,47,25,17,0,354,2,17
Lukáš Vorlický,CZE,"MF,FW",20,2002,0.3,31,30,1,0,0,0,1,1,0,0,0,0,19,0,0
Marco Sportiello,ITA,GK,30,1992,14.9,462,325,137,21,0,0,0,0,0,0,0,0,362,0,0
Mario Pašalić,CRO,"MF,FW",27,1995,19.7,705,676,26,11,0,3,5,5,0,0,0,0,567,3,18
Marten de Roon,NED,MF,31,1991,32.9,1912,1833,75,54,0,24,13,17,0,0,0,0,1587,4,21
Matteo Ruggeri,ITA,"DF,MF",20,2002,9.2,631,527,102,5,0,2,38,96,1,1,0,0,515,2,10
Merih Demiral,TUR,DF,24,1998,17.1,653,587,66,41,0,3,2,2,0,0,0,0,560,0,1
Nadir Zortea,ITA,"DF,MF",23,1999,2.5,98,83,15,0,1,0,10,15,0,0,0,0,60,0,6
Rafael Tolói,ITA,DF,31,1990,30.9,1682,1628,48,24,2,10,22,23,0,0,0,0,1351,6,21
Rasmus Højlund,DEN,FW,19,2003,20.4,435,408,24,1,2,2,7,1,0,0,0,0,318,3,17
Ruslan Malinovskyi,UKR,"MF,FW",29,1993,6.1,332,304,23,8,2,11,23,2,13,6,6,0,248,5,6
Teun Koopmeiners,NED,MF,24,1998,31.8,1727,1558,162,55,5,19,158,26,77,42,26,0,1271,7,33
Tommaso De Nipoti,ITA,MF,19,2003,0.0,5,5,0,0,0,1,0,0,0,0,0,0,3,0,0
Éderson,BRA,MF,23,1999,24.6,1091,1061,28,19,1,20,15,2,4,2,0,0,884,2,28
