General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Abdou Harroui,NED,MF,24,1998,23,5,647,7.2,2,0,2,2,0,0,2,0,1.5,1.5,0.3,1.8,21,36,32,0.28,0.0,0.28,0.28,0.28,0.2,0.05,0.25,0.2,0.25
Agustín Álvarez Martínez,URU,"FW,MF",21,2001,22,1,368,4.1,1,1,2,1,0,0,1,0,1.5,1.5,0.4,1.9,2,6,19,0.24,0.24,0.49,0.24,0.49,0.36,0.1,0.46,0.36,0.46
Alessandro Russo,ITA,GK,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Consigli,ITA,GK,35,1987,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Pinamonti,ITA,FW,23,1999,32,25,2161,24.0,5,0,5,4,1,1,3,1,7.1,6.3,1.5,7.8,17,29,166,0.21,0.0,0.21,0.17,0.17,0.3,0.06,0.36,0.26,0.32
Armand Lauriente,FRA,FW,23,1998,28,27,2175,24.2,7,6,13,6,1,1,10,1,4.7,3.9,6.2,10.1,127,90,263,0.29,0.25,0.54,0.25,0.5,0.19,0.26,0.45,0.16,0.42
Davide Frattesi,ITA,MF,22,1999,36,35,2873,31.9,7,0,7,7,0,0,4,0,7.8,7.8,1.9,9.7,73,137,94,0.22,0.0,0.22,0.22,0.22,0.24,0.06,0.3,0.24,0.3
Domenico Berardi,ITA,FW,27,1994,26,22,1866,20.7,12,7,19,5,7,8,7,0,11.4,5.1,6.6,11.7,57,114,213,0.58,0.34,0.92,0.24,0.58,0.55,0.32,0.87,0.24,0.56
Emil Ceide,NOR,FW,20,2001,19,5,515,5.7,0,1,1,0,0,0,0,0,0.8,0.8,1.3,2.1,37,19,47,0.0,0.17,0.17,0.0,0.17,0.15,0.23,0.38,0.15,0.38
Filippo Romagna,ITA,DF,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giacomo Raspadori,ITA,FW,22,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gian Marco Ferrari,ITA,DF,30,1992,33,24,2223,24.7,1,0,1,1,0,0,5,0,1.2,1.2,0.4,1.6,11,101,4,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07
Gianluca Pegolo,ITA,GK,41,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giorgos Kyriakopoulos,GRE,"FW,DF",26,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29
Grégoire Defrel,MTQ,FW,31,1991,27,13,1167,13.0,2,1,3,2,0,0,3,0,3.5,3.5,0.5,4.0,11,10,75,0.15,0.08,0.23,0.15,0.23,0.27,0.04,0.31,0.27,0.31
Hamed Junior Traorè,CIV,"MF,FW",22,2000,11,6,591,6.6,0,3,3,0,0,0,1,0,1.0,1.0,1.8,2.7,14,26,36,0.0,0.46,0.46,0.0,0.46,0.15,0.27,0.41,0.15,0.41
Janis Antiste,FRA,FW,19,2002,2,0,52,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,1,2,1.73,0.0,1.73,1.73,1.73,0.31,0.0,0.31,0.31,0.31
Jeremy Toljan,GER,DF,27,1994,31,29,2672,29.7,0,1,1,0,0,0,3,0,0.5,0.5,2.4,3.0,56,142,99,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1
Kaan Ayhan,TUR,DF,27,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,8,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristian Thorstvedt,NOR,MF,23,1999,31,13,1136,12.6,2,1,3,2,0,0,5,0,2.1,2.1,1.1,3.2,31,60,54,0.16,0.08,0.24,0.16,0.24,0.17,0.09,0.26,0.17,0.26
Luca D'Andrea,ITA,FW,17,2004,5,5,316,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,11,9,29,0.0,0.28,0.28,0.0,0.28,0.08,0.23,0.31,0.08,0.31
Martin Erlic,CRO,DF,24,1998,28,26,2330,25.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,7,65,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Matheus Henrique,BRA,MF,24,1997,30,21,1947,21.6,4,1,5,4,0,0,4,0,2.9,2.9,1.8,4.6,40,116,68,0.18,0.05,0.23,0.18,0.23,0.13,0.08,0.21,0.13,0.21
Maxime Lopez,FRA,MF,24,1997,30,25,2296,25.5,0,0,0,0,0,0,11,0,1.0,1.0,2.1,3.1,54,210,40,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12
Mert Müldür,TUR,"FW,DF",23,1999,2,1,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
