General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Gaëtan Courtet,FRA,FW,33,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ghjuvanni Quilichini,FRA,GK,19,2002,1,82,82,2.4,0.9,0,,0,1,82,5,3.0,1,0,1,1.1,2.5,0.5,0.6,0.0,-0.05,0.43
Ismael Diallo,CIV,DF,25,1997,28,2176,78,63.6,24.2,25,83,17,3,31,1,0.86,18,43,-25,-1.03,0.85,28.1,32.8,-4.6,-0.19,0.76
Ivane Chegra,FRA,"MF,FW",18,2004,6,193,32,5.6,2.1,1,45,0,5,30,1,0.67,1,5,-4,-1.87,-0.55,1.1,2.5,-1.3,-0.61,-0.15
Kevin Spadanuda,SUI,"MF,FW",25,1997,22,1063,48,31.1,11.8,13,66,2,9,23,7,0.32,3,25,-22,-1.86,-0.76,7.4,16.8,-9.5,-0.8,-0.48
Kouamé Botué,BFA,"FW,MF",19,2002,8,229,29,6.7,2.5,2,59,0,6,19,6,0.38,1,5,-4,-1.57,-0.25,3.0,5.1,-2.1,-0.81,-0.37
Mathieu Coutadeur,FRA,MF,36,1986,27,1947,72,56.9,21.6,22,85,14,5,14,3,0.78,14,36,-22,-1.02,0.75,22.4,30.1,-7.7,-0.36,0.26
Mehdi Puch Herrantz,FRA,MF,18,2004,4,47,12,1.4,0.5,0,,0,4,12,1,0.75,1,1,0,0.0,1.36,0.3,0.8,-0.5,-0.9,-0.43
Mickaël Alphonse,GLP,DF,33,1989,26,1361,52,39.8,15.1,14,81,9,12,19,6,0.73,7,30,-23,-1.52,-0.3,12.0,20.9,-8.8,-0.58,-0.19
Mickaël Barreto,FRA,MF,31,1991,20,1325,66,38.7,14.7,15,79,8,5,27,2,0.6,6,34,-28,-1.9,-0.91,8.3,20.7,-12.4,-0.84,-0.61
Mohamed Youssouf,COM,DF,34,1988,30,2459,82,71.9,27.3,27,89,25,3,20,4,0.6,15,57,-42,-1.54,-0.69,23.9,40.7,-16.8,-0.61,-0.52
Mounaim El Idrissy,FRA,FW,23,1999,32,2497,78,73.0,27.7,30,80,14,2,47,1,0.69,19,46,-27,-0.97,1.37,30.5,33.7,-3.2,-0.11,1.31
Moussa Djitte,SEN,FW,22,1999,6,136,23,4.0,1.5,1,53,0,5,17,1,0.5,0,3,-3,-1.99,-0.67,0.6,2.4,-1.8,-1.15,-0.71
Moussa Soumano,FRA,FW,17,2005,14,495,35,14.5,5.5,5,62,0,9,20,5,0.5,4,14,-10,-1.82,-0.56,4.1,7.9,-3.7,-0.67,-0.24
Oumar Gonzalez,CMR,DF,24,1998,30,2578,86,75.4,28.6,29,88,26,1,12,2,0.67,15,58,-43,-1.5,-0.65,26.1,40.3,-14.2,-0.49,-0.11
Paolo Lebas,FRA,MF,19,2003,1,55,55,1.6,0.6,0,,0,1,55,7,0.0,0,1,-1,-1.64,-0.3,0.1,0.3,-0.2,-0.34,0.13
Qazim Laçi,ALB,MF,26,1996,9,212,24,6.2,2.4,2,80,1,7,8,3,0.56,1,4,-3,-1.27,0.07,2.6,3.9,-1.2,-0.53,-0.07
Riad Nouri,FRA,"MF,FW",37,1985,33,1693,51,49.5,18.8,16,75,2,17,29,3,0.76,17,38,-21,-1.12,0.45,19.9,28.8,-8.9,-0.47,-0.01
Romain Hamouma,FRA,"FW,MF",35,1987,19,1079,57,31.5,12.0,14,69,1,5,24,1,0.63,12,25,-13,-1.08,0.38,17.0,16.2,0.7,0.06,0.78
Ruan Levine,BRA,"MF,FW",23,1999,3,24,8,0.7,0.3,0,,0,3,8,6,0.0,0,2,-2,-7.5,-6.2,0.3,1.3,-1.0,-3.77,-3.32
Thomas Mangani,FRA,MF,35,1987,26,1332,51,38.9,14.8,14,83,6,12,14,3,0.77,8,36,-28,-1.89,-0.9,12.1,24.2,-12.1,-0.82,-0.57
Tony Strata,FRA,"MF,DF",17,2004,3,138,46,4.0,1.5,1,90,1,2,24,1,1.0,1,4,-3,-1.96,-0.64,0.3,2.9,-2.6,-1.7,-1.29
Victor Lebas,POR,DF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Vincent Marchetti,FRA,MF,25,1997,31,2452,79,71.7,27.2,29,83,17,2,23,0,0.84,18,46,-28,-1.03,1.11,29.7,36.6,-6.9,-0.25,0.76
Yanis Cimignani,FRA,"MF,DF",20,2002,8,279,35,8.2,3.1,3,68,1,5,15,4,0.63,3,2,1,0.32,1.81,4.4,2.6,1.8,0.58,1.14
Yoann Touzghar,TUN,FW,35,1986,11,447,41,13.1,5.0,5,68,0,6,18,0,0.91,2,7,-5,-1.01,0.39,4.0,6.1,-2.1,-0.43,0.05
Youcef Belaïli,ALG,"MF,FW",30,1992,17,1150,68,33.6,12.8,15,74,2,2,21,0,0.88,12,23,-11,-0.86,0.73,17.3,17.0,0.3,0.02,0.74
Youssouf Koné,MLI,DF,27,1995,13,916,70,26.8,10.2,12,76,6,1,1,4,0.77,10,15,-5,-0.49,1.16,11.0,12.7,-1.7,-0.16,0.42
