General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Anthony Khelifa,FRA,DF,16,2005,0.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0
Ben Hamed Touré,CIV,FW,18,2003,2.3,36,30,6,0,0,0,0,0,0,0,0,0,28,0,1
Benjamin Leroy,FRA,GK,33,1989,31.1,875,526,343,131,0,0,0,0,0,0,0,0,533,6,0
Bevic Moussiti-Oko,CGO,FW,27,1995,7.8,163,150,11,0,0,0,4,0,0,0,0,0,90,2,7
Clément Vidal,FRA,"DF,MF",22,2000,21.1,785,749,35,21,0,1,3,14,0,0,0,0,604,1,10
Cyrille Bayala,BFA,MF,26,1996,22.3,654,615,35,1,5,0,44,34,0,0,0,0,399,4,32
Cédric Avinel,GLP,DF,35,1986,19.9,714,693,21,21,0,1,0,0,0,0,0,0,607,0,2
Fernand Mayembo,CGO,DF,26,1996,7.9,320,308,12,11,0,1,0,0,0,0,0,0,275,0,2
Florian Chabrolle,FRA,MF,24,1998,3.7,138,134,4,3,0,0,1,0,0,0,0,0,120,0,0
François-Joseph Sollacaro,FRA,GK,28,1994,6.0,142,80,62,22,0,0,0,0,0,0,0,0,68,0,0
Ghjuvanni Quilichini,FRA,GK,19,2002,0.9,34,20,14,6,0,0,0,0,0,0,0,0,14,0,0
Ismael Diallo,CIV,DF,25,1997,24.2,1078,882,193,11,4,5,35,182,0,0,0,0,804,3,25
Ivane Chegra,FRA,"MF,FW",18,2004,2.1,40,37,3,0,1,0,4,0,3,0,3,0,21,0,2
Kevin Spadanuda,SUI,"MF,FW",25,1997,11.8,264,251,13,1,0,1,5,11,0,0,0,0,212,0,5
Kouamé Botué,BFA,"FW,MF",19,2002,2.5,47,47,0,0,0,0,0,0,0,0,0,0,33,0,1
Mathieu Coutadeur,FRA,MF,36,1986,21.6,1197,1133,59,57,6,7,5,2,0,0,0,0,1006,5,15
Mehdi Puch Herrantz,FRA,MF,18,2004,0.5,28,28,0,0,0,0,0,0,0,0,0,0,22,0,0
Mickaël Alphonse,GLP,DF,33,1989,15.1,686,527,157,8,0,0,27,149,0,0,0,0,448,2,21
Mickaël Barreto,FRA,MF,31,1991,14.7,695,607,83,46,2,4,76,12,24,9,11,0,481,5,14
Mohamed Youssouf,COM,DF,34,1988,27.3,1279,986,289,21,0,0,89,268,0,0,0,0,932,4,54
Mounaim El Idrissy,FRA,FW,23,1999,27.7,622,560,57,1,1,2,20,3,0,0,0,0,413,5,20
Moussa Djitte,SEN,FW,22,1999,1.5,32,32,0,0,0,0,0,0,0,0,0,0,24,0,1
Moussa Soumano,FRA,FW,17,2005,5.5,67,57,8,0,1,0,1,0,0,0,0,0,43,2,4
Oumar Gonzalez,CMR,DF,24,1998,28.6,1102,1058,43,41,1,1,3,2,0,0,0,0,899,1,5
Paolo Lebas,FRA,MF,19,2003,0.6,16,15,1,1,0,0,0,0,0,0,0,0,12,0,0
Qazim Laçi,ALB,MF,26,1996,2.4,142,134,8,5,0,1,8,0,3,1,2,0,111,0,2
Riad Nouri,FRA,"MF,FW",37,1985,18.8,627,577,45,19,0,3,86,11,15,1,12,0,425,5,27
Romain Hamouma,FRA,"FW,MF",35,1987,12.0,364,305,57,13,0,1,54,7,20,4,14,0,263,2,13
Ruan Levine,BRA,"MF,FW",23,1999,0.3,14,14,0,0,0,0,0,0,0,0,0,0,13,0,1
Thomas Mangani,FRA,MF,35,1987,14.8,910,783,122,74,2,9,79,3,45,22,17,0,634,5,19
Tony Strata,FRA,"MF,DF",17,2004,1.5,37,29,8,1,0,0,0,7,0,0,0,0,29,0,0
Vincent Marchetti,FRA,MF,25,1997,27.2,1057,1031,22,14,11,16,6,8,0,0,0,0,837,4,31
Yanis Cimignani,FRA,"MF,DF",20,2002,3.1,113,101,11,1,0,0,10,9,1,1,0,0,75,1,6
Yoann Touzghar,TUN,FW,35,1986,5.0,112,106,6,0,0,0,2,0,0,0,0,0,80,0,9
Youcef Belaïli,ALG,"MF,FW",30,1992,12.8,458,397,56,22,5,2,42,12,15,4,6,0,328,5,13
Youssouf Koné,MLI,DF,27,1995,10.2,426,355,70,9,0,2,27,61,0,0,0,0,322,1,7
