General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Anthony Khelifa,FRA,DF,16,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ben Hamed Touré,CIV,FW,18,2003,2.3,0,2,0,0.0,0.86,0.0,0.0,,28.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Benjamin Leroy,FRA,GK,33,1989,31.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Bevic Moussiti-Oko,CGO,FW,27,1995,7.8,1,20,7,35.0,2.58,0.9,0.05,0.14,12.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8
Clément Vidal,FRA,"DF,MF",22,2000,21.1,1,12,2,16.7,0.57,0.09,0.08,0.5,10.8,0,0,0,0.8,0.8,0.06,0.2,0.2
Cyrille Bayala,BFA,MF,26,1996,22.3,1,22,6,27.3,0.99,0.27,0.05,0.17,15.2,0,0,0,2.0,2.0,0.09,-1.0,-1.0
Cédric Avinel,GLP,DF,35,1986,19.9,1,3,1,33.3,0.15,0.05,0.33,1.0,4.1,0,0,0,1.0,1.0,0.41,0.0,0.0
Fernand Mayembo,CGO,DF,26,1996,7.9,0,4,0,0.0,0.51,0.0,0.0,,6.2,0,0,0,1.2,1.2,0.29,-1.2,-1.2
Florian Chabrolle,FRA,MF,24,1998,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
François-Joseph Sollacaro,FRA,GK,28,1994,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ghjuvanni Quilichini,FRA,GK,19,2002,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ismael Diallo,CIV,DF,25,1997,24.2,0,3,0,0.0,0.12,0.0,0.0,,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Ivane Chegra,FRA,"MF,FW",18,2004,2.1,0,1,0,0.0,0.47,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Kevin Spadanuda,SUI,"MF,FW",25,1997,11.8,0,7,1,14.3,0.59,0.08,0.0,0.0,14.2,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Kouamé Botué,BFA,"FW,MF",19,2002,2.5,0,7,0,0.0,2.75,0.0,0.0,,14.2,0,0,0,1.2,1.2,0.17,-1.2,-1.2
Mathieu Coutadeur,FRA,MF,36,1986,21.6,0,4,0,0.0,0.18,0.0,0.0,,29.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Mehdi Puch Herrantz,FRA,MF,18,2004,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mickaël Alphonse,GLP,DF,33,1989,15.1,0,10,2,20.0,0.66,0.13,0.0,0.0,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Mickaël Barreto,FRA,MF,31,1991,14.7,1,19,4,21.1,1.29,0.27,0.05,0.25,26.6,3,0,0,0.9,0.9,0.05,0.1,0.1
Mohamed Youssouf,COM,DF,34,1988,27.3,0,5,1,20.0,0.18,0.04,0.0,0.0,18.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Mounaim El Idrissy,FRA,FW,23,1999,27.7,6,50,19,38.0,1.8,0.68,0.12,0.32,14.6,0,0,0,7.2,7.2,0.14,-1.2,-1.2
Moussa Djitte,SEN,FW,22,1999,1.5,0,2,0,0.0,1.32,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Moussa Soumano,FRA,FW,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.5,17.5,0,0,0,0.5,0.5,0.09,0.5,0.5
Oumar Gonzalez,CMR,DF,24,1998,28.6,0,11,3,27.3,0.38,0.1,0.0,0.0,11.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Paolo Lebas,FRA,MF,19,2003,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Qazim Laçi,ALB,MF,26,1996,2.4,0,4,0,0.0,1.7,0.0,0.0,,30.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Riad Nouri,FRA,"MF,FW",37,1985,18.8,1,16,4,25.0,0.85,0.21,0.06,0.25,16.4,0,0,1,2.3,1.6,0.1,-1.3,-0.6
Romain Hamouma,FRA,"FW,MF",35,1987,12.0,2,16,6,37.5,1.33,0.5,0.13,0.33,15.3,1,0,0,3.2,3.2,0.2,-1.2,-1.2
Ruan Levine,BRA,"MF,FW",23,1999,0.3,0,2,1,50.0,7.5,3.75,0.0,0.0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Thomas Mangani,FRA,MF,35,1987,14.8,1,9,0,0.0,0.61,0.0,0.0,,27.1,2,1,2,2.0,0.4,0.05,-1.0,-0.4
Tony Strata,FRA,"MF,DF",17,2004,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Vincent Marchetti,FRA,MF,25,1997,27.2,0,37,9,24.3,1.36,0.33,0.0,0.0,22.8,1,0,0,2.3,2.3,0.06,-2.3,-2.3
Yanis Cimignani,FRA,"MF,DF",20,2002,3.1,0,6,2,33.3,1.94,0.65,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Yoann Touzghar,TUN,FW,35,1986,5.0,0,3,0,0.0,0.6,0.0,0.0,,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Youcef Belaïli,ALG,"MF,FW",30,1992,12.8,6,27,9,33.3,2.11,0.7,0.04,0.11,24.8,4,5,6,6.2,1.8,0.07,-0.2,-0.8
Youssouf Koné,MLI,DF,27,1995,10.2,0,1,1,100.0,0.1,0.1,0.0,0.0,27.6,0,0,0,0.0,0.0,0.04,0.0,0.0
