General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Javi Hernández,ESP,DF,24,1998,25,1116,45,32.6,12.4,13,73,3,12,14,9,1.6,23,19,4,0.32,0.36,16.6,19.7,-3.1,-0.25,-0.21
Joel Roca,ESP,"MF,FW",17,2005,5,84,17,2.5,0.9,0,,0,5,17,15,0.2,0,0,0,0.0,-0.08,1.2,1.0,0.2,0.22,0.34
Juan Carlos,ESP,GK,34,1988,10,900,90,26.3,10.0,10,90,10,0,,28,0.8,14,18,-4,-0.4,-0.65,13.5,12.8,0.7,0.07,0.24
Juanpe,ESP,DF,31,1991,19,1426,75,41.7,15.8,17,83,13,2,6,11,1.21,29,25,4,0.25,0.3,18.5,23.9,-5.4,-0.34,-0.39
Manu Vallejo,ESP,"FW,MF",25,1997,7,206,29,6.0,2.3,2,54,0,5,20,8,0.86,8,5,3,1.31,1.31,5.7,2.5,3.2,1.42,1.63
Matas,ESP,GK,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Miguel Gutiérrez,ESP,DF,21,2001,34,2390,70,69.9,26.6,27,81,12,7,29,2,1.24,36,36,0,0.0,-0.26,35.1,34.4,0.7,0.02,0.45
Oriol Romeu,ESP,MF,30,1991,33,2950,89,86.3,32.8,33,89,31,0,,0,1.36,52,47,5,0.15,0.54,45.9,46.6,-0.7,-0.02,0.66
Oscar Ureña,DOM,MF,19,2003,3,100,33,2.9,1.1,1,58,0,2,21,4,0.0,0,2,-2,-1.8,-1.94,1.3,1.7,-0.4,-0.4,-0.29
Pau Victor Delgado,ESP,FW,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Paulo Gazzaniga,ARG,GK,30,1992,28,2520,90,73.7,28.0,28,90,28,0,,7,1.46,44,37,7,0.25,0.65,37.2,42.1,-4.9,-0.18,-0.24
Ramón Terrats,ESP,MF,21,2000,8,212,27,6.2,2.4,2,72,0,6,12,6,1.63,1,3,-2,-0.85,-0.99,2.3,3.3,-1.1,-0.45,-0.36
Reinier,BRA,"MF,FW",20,2002,18,647,36,18.9,7.2,5,72,1,13,22,3,1.37,8,9,-1,-0.14,-0.27,7.4,11.3,-3.9,-0.54,-0.53
Ricard Artero,ESP,"MF,FW",19,2003,7,133,19,3.9,1.5,0,,0,7,19,19,2.0,2,2,0,0.0,-0.08,2.6,3.0,-0.5,-0.31,-0.21
Rodrigo Riquelme,ESP,"MF,FW",22,2000,34,2179,64,63.7,24.2,25,77,6,9,28,1,1.32,37,41,-4,-0.17,-0.67,31.1,39.3,-8.3,-0.34,-0.63
Samuel Sáiz,ESP,MF,31,1991,8,240,30,7.0,2.7,1,60,0,7,26,4,1.13,5,5,0,0.0,-0.08,3.9,4.3,-0.4,-0.15,-0.04
Santiago Bueno,URU,DF,23,1998,34,3010,89,88.0,33.4,34,89,32,0,,0,1.44,55,48,7,0.21,1.09,45.5,45.9,-0.3,-0.01,0.85
Toni Fuidias,ESP,GK,21,2001,0,,,,,0,,0,0,,35,,,,,,,,,,,
Toni Villa,ESP,"MF,FW",27,1995,24,895,37,26.2,9.9,12,56,0,12,18,2,1.33,16,10,6,0.6,0.71,17.0,10.6,6.4,0.64,1.02
Valentín Castellanos,ARG,FW,23,1998,35,2597,74,75.9,28.9,33,77,8,2,22,0,1.29,43,41,2,0.07,-0.04,35.6,38.5,-2.8,-0.1,0.06
Valery Fernández,ESP,"MF,DF",22,1999,25,967,39,28.3,10.7,7,75,1,18,24,9,1.24,14,14,0,0.0,-0.11,14.8,18.1,-3.2,-0.3,-0.26
Viktor Tsyhankov,UKR,MF,24,1997,19,1489,78,43.5,16.5,17,85,10,2,21,2,1.47,29,19,10,0.6,0.93,22.1,25.1,-3.0,-0.18,-0.13
Yan Couto,BRA,"DF,MF",20,2002,25,1158,46,33.9,12.9,12,77,5,13,18,4,1.12,20,15,5,0.39,0.47,15.5,16.7,-1.2,-0.09,0.03
Yangel Herrera,VEN,"MF,FW",24,1998,20,963,48,28.2,10.7,12,63,2,8,27,1,1.0,12,19,-7,-0.65,-1.02,11.9,17.6,-5.7,-0.53,-0.58
Álex Sala,ESP,MF,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
