General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Aleix García,ESP,MF,25,1997,26.0,1,32,14,43.8,1.23,0.54,0.03,0.07,23.2,4,0,0,1.8,1.8,0.06,-0.8,-0.8
Alexander Callens,PER,DF,30,1992,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Arnau Martinez,ESP,DF,19,2003,30.4,3,20,3,15.0,0.66,0.1,0.15,1.0,12.7,0,0,0,1.9,1.9,0.1,1.1,1.1
Bernardo Espinosa,COL,DF,33,1989,13.6,1,11,5,45.5,0.81,0.37,0.09,0.2,10.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2
Borja García,ESP,"MF,FW",31,1990,7.5,1,8,3,37.5,1.06,0.4,0.13,0.33,20.9,0,0,0,0.7,0.7,0.09,0.3,0.3
Cristhian Stuani,URU,FW,35,1986,12.1,9,29,15,51.7,2.39,1.24,0.14,0.27,13.0,0,5,6,9.7,5.0,0.17,-0.7,-1.0
David López,ESP,DF,32,1989,18.4,3,11,8,72.7,0.6,0.44,0.27,0.38,16.9,0,0,0,1.5,1.5,0.14,1.5,1.5
Iván Martín,ESP,MF,23,1999,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,15.7,0,0,0,2.4,2.4,0.13,0.6,0.6
Javi Hernández,ESP,DF,24,1998,12.4,1,16,6,37.5,1.29,0.48,0.06,0.17,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Joel Roca,ESP,"MF,FW",17,2005,0.9,0,4,2,50.0,4.29,2.14,0.0,0.0,18.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Juan Carlos,ESP,GK,34,1988,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Juanpe,ESP,DF,31,1991,15.8,1,5,1,20.0,0.32,0.06,0.2,1.0,9.8,0,0,0,0.5,0.5,0.09,0.5,0.5
Manu Vallejo,ESP,"FW,MF",25,1997,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0
Miguel Gutiérrez,ESP,DF,21,2001,26.6,2,17,4,23.5,0.64,0.15,0.12,0.5,19.4,0,0,0,0.8,0.8,0.05,1.2,1.2
Oriol Romeu,ESP,MF,30,1991,32.8,2,24,5,20.8,0.73,0.15,0.08,0.4,17.8,0,0,0,1.6,1.6,0.07,0.4,0.4
Oscar Ureña,DOM,MF,19,2003,1.1,0,1,1,100.0,0.9,0.9,0.0,0.0,16.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Paulo Gazzaniga,ARG,GK,30,1992,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ramón Terrats,ESP,MF,21,2000,2.4,0,4,0,0.0,1.7,0.0,0.0,,25.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Reinier,BRA,"MF,FW",20,2002,7.2,2,10,4,40.0,1.39,0.56,0.2,0.5,11.6,0,0,0,1.5,1.5,0.15,0.5,0.5
Ricard Artero,ESP,"MF,FW",19,2003,1.5,0,4,1,25.0,2.71,0.68,0.0,0.0,11.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5
Rodrigo Riquelme,ESP,"MF,FW",22,2000,24.2,4,56,22,39.3,2.31,0.91,0.07,0.18,20.0,2,0,0,4.0,4.0,0.07,0.0,0.0
Samuel Sáiz,ESP,MF,31,1991,2.7,2,2,1,50.0,0.75,0.37,0.0,0.0,26.2,0,2,2,1.7,0.1,0.05,0.3,-0.1
Santiago Bueno,URU,DF,23,1998,33.4,0,13,3,23.1,0.39,0.09,0.0,0.0,12.2,0,0,0,1.3,1.3,0.1,-1.3,-1.3
Toni Villa,ESP,"MF,FW",27,1995,9.9,1,17,3,17.6,1.71,0.3,0.06,0.33,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0
Valentín Castellanos,ARG,FW,23,1998,28.9,13,85,32,37.6,2.95,1.11,0.14,0.38,15.0,0,1,1,11.2,10.4,0.12,1.8,1.6
Valery Fernández,ESP,"MF,DF",22,1999,10.7,0,7,0,0.0,0.65,0.0,0.0,,16.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Viktor Tsyhankov,UKR,MF,24,1997,16.5,3,19,9,47.4,1.15,0.54,0.16,0.33,18.0,0,0,0,2.8,2.8,0.15,0.2,0.2
Yan Couto,BRA,"DF,MF",20,2002,12.9,1,8,1,12.5,0.62,0.08,0.13,1.0,20.2,0,0,0,0.5,0.5,0.07,0.5,0.5
Yangel Herrera,VEN,"MF,FW",24,1998,10.7,2,24,8,33.3,2.24,0.75,0.08,0.25,17.9,0,0,0,2.3,2.3,0.09,-0.3,-0.3
