General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Akor Adams,NGA,FW,25-016,2000,15,13,1075,11.9,3,1,4,3,0,0,2,0,4.3,4.3,1.0,5.3,11,6,45,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44
Andy Delort,ALG,FW,33-128,1991,2,2,125,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.9,0,4,6,0.0,0.0,0.0,0.0,0.0,0.23,0.39,0.61,0.23,0.61
Arnaud Nordin,FRA,FW,26-242,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,4.1,2.5,0.9,3.4,51,23,111,0.31,0.08,0.39,0.23,0.31,0.32,0.07,0.39,0.19,0.26
Axel Gueguin,FRA,FW,19-327,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamo Meïté,CIV,DF,23-073,2001,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Becir Omeragic,SUI,"DF,MF",23-025,2002,16,15,1259,14.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,16,42,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Benjamin Lecomte,FRA,GK,33-294,1991,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birama Touré,MLI,"MF,DF",32-253,1992,8,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,9,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Boubakar Kouyaté,MLI,DF,27-305,1997,5,3,277,3.1,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Dimitry Bertaud,COD,GK,26-253,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enzo Tchato,CMR,DF,22-083,2002,21,15,1494,16.6,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.6,30,51,67,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04
Falaye Sacko,MLI,DF,29-289,1995,10,10,850,9.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,15,47,27,0.0,0.11,0.11,0.0,0.11,0.0,0.01,0.01,0.0,0.01
Gabriel Bares,SUI,"MF,DF",24-169,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issiaga Sylla,GUI,DF,31-044,1994,15,13,912,10.1,1,0,1,1,0,0,2,0,1.7,1.7,0.3,2.0,26,41,34,0.1,0.0,0.1,0.1,0.1,0.17,0.03,0.2,0.17,0.2
Jordan Ferri,FRA,MF,32-339,1992,14,11,983,10.9,0,1,1,0,0,0,4,1,0.2,0.2,0.5,0.7,8,78,22,0.0,0.09,0.09,0.0,0.09,0.02,0.05,0.07,0.02,0.07
Joris Chotard,FRA,MF,23-143,2001,14,14,1105,12.3,1,0,1,1,0,0,5,0,0.6,0.6,0.3,0.9,11,51,22,0.08,0.0,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07
Junior Ndiaye,FRA,"FW,MF",19-322,2005,6,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khalil Fayad,FRA,"MF,FW",20-250,2004,10,5,504,5.6,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,8,26,12,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.15,0.13,0.15
Lucas Mincarelli,FRA,DF,21-040,2004,4,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
Modibo Sagnan,MLI,DF,25-306,1999,20,18,1600,17.8,2,0,2,2,0,0,9,0,0.7,0.7,0.6,1.3,12,35,2,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.07,0.04,0.07
Musa Al-Taamari,JOR,"FW,MF",27-249,1997,15,12,1116,12.4,2,1,3,2,0,0,3,0,2.6,2.6,1.5,4.1,55,30,76,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33
Nicolas Pays,FRA,FW,21-191,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,3,6,0.0,0.0,0.0,0.0,0.0,2.53,0.0,2.53,2.53,2.53
Nikola Maksimović,SRB,DF,33-081,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Othmane Maamma,MAR,"FW,MF",19-131,2005,7,0,147,1.6,1,1,2,1,0,0,1,0,0.5,0.5,0.2,0.6,4,1,12,0.61,0.61,1.22,0.61,1.22,0.28,0.12,0.4,0.28,0.4
Rabby Nzingoula,CGO,MF,19-081,2005,16,12,1000,11.1,1,0,1,1,0,0,8,0,0.7,0.7,1.5,2.2,14,27,27,0.09,0.0,0.09,0.09,0.09,0.07,0.13,0.2,0.07,0.2
Stefan Džodić,SRB,"DF,MF",19-336,2005,5,2,190,2.1,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Tanguy Coulibaly,FRA,"FW,MF",23-362,2001,13,5,510,5.7,1,0,1,1,0,0,2,2,1.3,1.3,0.4,1.8,26,10,43,0.18,0.0,0.18,0.18,0.18,0.23,0.08,0.31,0.23,0.31
Théo Chennahi,FRA,"MF,DF",20-008,2005,2,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Théo Sainte-Luce,FRA,DF,26-117,1998,7,2,305,3.4,1,0,1,1,0,0,1,0,0.8,0.8,0.5,1.4,4,6,14,0.3,0.0,0.3,0.3,0.3,0.25,0.16,0.41,0.25,0.41
Téji Savanier,FRA,MF,33-054,1991,19,19,1613,17.9,2,4,6,0,2,2,3,1,3.4,1.8,4.7,6.5,19,117,81,0.11,0.22,0.33,0.0,0.22,0.19,0.26,0.45,0.1,0.36
Wahbi Khazri,TUN,"FW,MF",34-006,1991,20,9,870,9.7,1,1,2,1,0,0,3,0,1.6,1.6,2.1,3.7,16,27,41,0.1,0.1,0.21,0.1,0.21,0.17,0.21,0.38,0.17,0.38
Yael Mouanga,FRA,DF,19-206,2005,4,2,250,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,7,2,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1
Yanis Issoufou,FRA,"MF,FW",18-109,2006,4,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
