General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Abdoul Koné,FRA,DF,18,2005,3,3,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
Adama Bojang,GAM,FW,19,2004,9,0,83,0.9,0,0,0,0,0,0,1,0,1.3,1.3,0.0,1.3,2,1,8,0.0,0.0,0.0,0.0,0.0,1.38,0.05,1.43,1.38,1.43
Amadou Koné,MLI,MF,18,2005,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2,28,2,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
Amine Salama,FRA,FW,23,2000,11,2,313,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,10,7,33,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27
Amir Richardson,MAR,MF,21,2002,28,14,1352,15.0,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28,72,40,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18
Azor Matusiwa,NED,MF,25,1998,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.3,12,78,12,0.06,0.0,0.06,0.06,0.06,0.04,0.04,0.09,0.04,0.09
Benjamin Stambouli,FRA,MF,32,1990,7,3,286,3.2,0,1,1,0,0,0,4,0,0.1,0.1,0.1,0.2,2,8,2,0.0,0.31,0.31,0.0,0.31,0.02,0.03,0.05,0.02,0.05
Christ Mbondi,FRA,FW,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Agbadou,CIV,DF,26,1997,32,29,2596,28.8,1,1,2,1,0,0,1,0,2.4,2.4,1.5,3.8,42,179,19,0.03,0.03,0.07,0.03,0.07,0.08,0.05,0.13,0.08,0.13
Ibrahim Diakité,GUI,DF,19,2003,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16
Joseph Okumu,KEN,DF,26,1997,21,19,1743,19.4,1,0,1,1,0,0,3,0,1.5,1.5,0.0,1.5,15,94,3,0.05,0.0,0.05,0.05,0.05,0.08,0.0,0.08,0.08,0.08
Josh Wilson-Esbrand,ENG,"DF,MF",20,2002,11,5,461,5.1,1,1,2,1,0,0,1,0,0.1,0.1,1.0,1.1,11,19,20,0.2,0.2,0.39,0.2,0.39,0.03,0.19,0.21,0.03,0.21
Junya Ito,JPN,"FW,MF",30,1993,31,31,2714,30.2,3,7,10,3,0,0,2,0,4.5,4.5,11.5,16.0,123,139,287,0.1,0.23,0.33,0.1,0.33,0.15,0.38,0.53,0.15,0.53
Keito Nakamura,JPN,"FW,MF",23,2000,25,17,1381,15.3,4,1,5,4,0,0,1,0,3.2,3.2,1.3,4.5,48,56,141,0.26,0.07,0.33,0.26,0.33,0.21,0.09,0.29,0.21,0.29
Mamadou Diakhon,FRA,"FW,MF",17,2005,11,1,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,11,1,16,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11
Marshall Munetsi,ZIM,MF,27,1996,27,25,2173,24.1,4,3,7,4,0,0,5,0,6.2,6.2,1.0,7.2,19,67,81,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3
Maxime Busi,BEL,"FW,DF",23,1999,5,1,162,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,3,12,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21
Mohammed Daramy,DEN,"FW,MF",21,2002,25,19,1648,18.3,4,5,9,3,1,1,0,0,4.6,3.8,2.4,6.2,72,69,162,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34
Oumar Diakité,CIV,FW,19,2003,28,18,1585,17.6,5,1,6,5,0,1,4,0,7.0,6.2,1.3,7.5,29,28,107,0.28,0.06,0.34,0.28,0.34,0.4,0.07,0.47,0.35,0.43
Reda Khadra,GER,"FW,MF",22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,1.8,3.5,5.4,35,40,110,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35
Sergio Akieme,ESP,DF,25,1997,13,8,818,9.1,2,0,2,2,0,0,2,0,1.4,1.4,0.4,1.8,20,20,34,0.22,0.0,0.22,0.22,0.22,0.16,0.04,0.2,0.16,0.2
Teddy Teuma,MLT,MF,29,1993,28,25,2113,23.5,6,3,9,5,1,1,7,0,3.1,2.3,3.7,6.0,29,157,112,0.26,0.13,0.38,0.21,0.34,0.13,0.16,0.29,0.1,0.26
Therence Koudou,FRA,DF,18,2004,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8,14,21,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
Thibault De Smet,BEL,DF,25,1998,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,23,104,66,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Thomas Foket,BEL,DF,28,1994,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.2,0.2,0.9,1.1,24,65,84,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
Valentin Atangana Edoa,FRA,MF,17,2005,15,7,555,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,21,17,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1
Yaya Kader Fofana,MLI,"MF,DF",19,2004,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
Yehvann Diouf,FRA,GK,23,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunis Abdelhamid,MAR,DF,35,1987,31,31,2781,30.9,4,0,4,3,1,1,5,0,3.4,2.6,0.3,2.9,36,137,9,0.13,0.0,0.13,0.1,0.1,0.11,0.01,0.12,0.09,0.09
