General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Achraf Laaziri,MAR,DF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Alexandre Lacazette,FRA,FW,31,1991,35,2929,84,85.6,32.5,34,86,26,1,19,0,1.66,58,40,18,0.55,0.55,54.8,42.5,12.3,0.38,0.89
Amin Sarr,SWE,FW,21,2001,13,537,41,15.7,6.0,6,63,1,7,23,3,1.69,10,10,0,0.0,-0.56,9.2,10.1,-0.9,-0.14,-0.47
Anthony Lopes,POR,GK,31,1990,32,2816,88,82.3,31.3,32,88,31,0,,0,1.63,54,39,15,0.48,0.03,50.1,43.1,7.0,0.22,-0.15
Bradley Barcola,FRA,"FW,MF",19,2002,26,1440,55,42.1,16.0,15,83,8,11,18,5,1.69,34,18,16,1.0,0.91,25.2,24.2,1.0,0.06,-0.32
Castello Lukeba,FRA,DF,19,2002,34,2986,88,87.3,33.2,33,90,32,1,17,1,1.62,56,41,15,0.45,-0.17,53.1,43.6,9.5,0.29,0.29
Corentin Tolisso,FRA,MF,27,1994,30,2036,68,59.5,22.6,25,76,11,5,27,0,1.63,45,31,14,0.62,0.36,37.9,32.0,5.9,0.26,0.03
Damien Da Silva,FRA,DF,34,1988,7,338,48,9.9,3.8,3,75,2,4,28,11,1.71,6,6,0,0.0,-0.53,7.4,4.1,3.3,0.87,0.69
Dejan Lovren,CRO,DF,33,1989,17,1459,86,42.7,16.2,17,86,14,0,,0,1.71,27,20,7,0.43,-0.07,25.3,23.3,2.1,0.13,-0.22
Djibrail Dib,FRA,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Henrique,BRA,"DF,FW",28,1994,7,356,51,10.4,4.0,3,90,3,4,22,25,2.57,10,5,5,1.26,0.88,6.7,7.0,-0.3,-0.07,-0.36
Houssem Aouar,ALG,MF,24,1998,16,526,33,15.4,5.8,6,57,0,10,18,10,1.88,8,6,2,0.34,-0.16,7.9,7.4,0.4,0.07,-0.21
Jeff Reine-Adélaïde,FRA,MF,24,1998,14,336,24,9.8,3.7,1,45,0,13,22,3,1.07,6,6,0,0.0,-0.53,6.7,5.6,1.1,0.3,0.05
Jeffinho,BRA,FW,22,1999,9,446,50,13.0,5.0,4,80,2,5,25,4,1.78,13,7,6,1.21,0.85,11.4,7.3,4.0,0.81,0.65
Johann Lepenant,FRA,MF,19,2002,31,1933,62,56.5,21.5,21,80,11,10,25,6,1.71,30,25,5,0.23,-0.55,32.4,28.0,4.4,0.21,-0.1
Jérôme Boateng,GER,DF,33,1988,8,428,54,12.5,4.8,6,67,1,2,12,14,1.88,8,6,2,0.42,-0.06,7.1,7.2,-0.1,-0.03,-0.32
Karl Toko Ekambi,CMR,"FW,MF",29,1992,19,1353,71,39.6,15.0,15,83,8,4,26,0,1.32,23,19,4,0.27,-0.34,24.8,19.3,5.4,0.36,0.18
Kayne Bonnevie,FRA,GK,21,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,
Lucas Paquetá,BRA,MF,24,1997,2,159,80,4.6,1.8,2,80,0,0,,0,3.0,6,2,4,2.26,1.88,3.5,2.4,1.0,0.58,0.35
Malo Gusto,FRA,DF,19,2003,21,1595,76,46.6,17.7,19,83,12,2,10,3,1.48,28,26,2,0.11,-0.68,31.7,21.5,10.2,0.57,0.61
Mamadou Sarr,FRA,MF,16,2005,1,8,8,0.2,0.1,0,,0,1,8,6,3.0,0,0,0,0.0,-0.47,1.2,0.0,1.2,13.98,13.76
Maxence Caqueret,FRA,MF,22,2000,36,2767,77,80.9,30.7,32,83,18,4,29,1,1.64,52,39,13,0.42,-0.27,45.6,43.1,2.5,0.08,-0.88
Mohamed El Arouch,FRA,MF,18,2004,1,2,2,0.1,0.0,0,,0,1,2,7,3.0,1,0,1,45.0,44.55,0.6,0.0,0.6,50.45,50.21
Moussa Dembélé,FRA,"FW,MF",26,1996,23,877,38,25.6,9.7,8,72,3,15,20,10,1.35,11,11,0,0.0,-0.64,14.7,11.7,3.0,0.3,0.07
Nicolás Tagliafico,ARG,DF,29,1992,34,2991,88,87.5,33.2,34,88,30,0,,0,1.56,53,39,14,0.42,-0.42,51.4,43.8,7.6,0.23,-0.18
Rayan Cherki,FRA,"MF,FW",18,2003,34,1872,55,54.7,20.8,21,79,9,13,16,4,1.56,38,22,16,0.77,0.65,36.4,28.0,8.3,0.4,0.33
Romain Faivre,FRA,MF,24,1998,10,300,30,8.8,3.3,3,67,1,7,14,5,1.6,9,5,4,1.2,0.8,7.6,3.5,4.1,1.22,1.06
Rémy Riou,FRA,GK,34,1987,7,601,86,17.6,6.7,6,90,6,1,61,31,1.86,11,8,3,0.45,-0.03,11.1,8.6,2.5,0.38,0.16
Sael Kumbedi,FRA,DF,17,2005,20,1320,66,38.6,14.7,14,85,11,6,21,5,1.8,29,17,12,0.82,0.56,23.7,21.8,1.9,0.13,-0.19
Sekou Lega,FRA,FW,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
Sinaly Diomande,CIV,DF,21,2001,24,1957,82,57.2,21.7,22,87,18,2,25,6,1.67,38,29,9,0.41,-0.14,33.1,32.1,1.0,0.05,-0.47
Tetê,BRA,"FW,MF",22,2000,17,1107,65,32.4,12.3,14,77,2,3,11,2,1.12,18,14,4,0.33,-0.22,18.1,15.4,2.6,0.21,-0.05
Thiago Mendes,BRA,"MF,DF",30,1992,31,2063,67,60.3,22.9,22,84,14,9,23,6,1.55,32,25,7,0.31,-0.42,32.4,29.5,2.9,0.13,-0.32
Tino Kadewere,ZIM,FW,26,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
