General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alexandre Lacazette,FRA,FW,31,1991,32.5,1272,13,81,495,704,210,1264,76,38,50.0,28,36.8,948,4339,1466,40,25,18,65,46,929,227
Amin Sarr,SWE,FW,21,2001,6.0,203,3,13,96,97,20,203,14,4,28.6,8,57.1,144,863,344,12,15,5,20,5,138,47
Anthony Lopes,POR,GK,31,1990,31.3,1098,923,1092,7,0,0,1098,2,0,0.0,2,100.0,764,4021,2558,0,0,0,1,0,528,0
Bradley Barcola,FRA,"FW,MF",19,2002,16.0,666,10,81,243,355,108,666,80,40,50.0,38,47.5,481,3202,1403,51,30,30,36,8,444,156
Castello Lukeba,FRA,DF,19,2002,33.2,2580,234,1115,1399,85,28,2580,17,11,64.7,5,29.4,2066,11163,6047,24,29,3,20,8,1885,9
Corentin Tolisso,FRA,MF,27,1994,22.6,2164,70,409,1370,400,23,2164,18,7,38.9,7,38.9,1748,8599,3431,32,43,2,21,17,1636,52
Damien Da Silva,FRA,DF,34,1988,3.8,295,17,105,166,25,3,295,2,1,50.0,1,50.0,206,1084,441,2,6,0,2,1,200,1
Dejan Lovren,CRO,DF,33,1989,16.2,1273,138,536,695,48,17,1273,2,1,50.0,1,50.0,940,5613,3091,12,13,1,5,3,850,1
Henrique,BRA,"DF,FW",28,1994,4.0,260,7,66,150,46,1,260,6,1,16.7,3,50.0,177,887,285,3,4,0,3,2,168,4
Houssem Aouar,ALG,MF,24,1998,5.8,461,6,51,279,134,28,461,23,10,43.5,11,47.8,365,1848,739,12,19,4,8,13,349,36
Jeff Reine-Adélaïde,FRA,MF,24,1998,3.7,377,2,31,210,144,11,377,22,12,54.5,6,27.3,316,2042,959,20,27,3,12,9,300,25
Jeffinho,BRA,FW,22,1999,5.0,258,3,21,100,147,32,258,37,15,40.5,18,48.6,207,1616,877,27,28,14,21,12,201,52
Johann Lepenant,FRA,MF,19,2002,21.5,1543,35,315,932,309,18,1543,48,21,43.8,21,43.8,1226,5661,2144,20,37,2,40,28,1107,44
Jérôme Boateng,GER,DF,33,1988,4.8,261,47,138,122,1,0,261,0,0,,0,,180,742,302,0,0,0,0,0,167,0
Karl Toko Ekambi,CMR,"FW,MF",29,1992,15.0,778,11,69,308,411,85,778,53,26,49.1,21,39.6,646,4000,1541,58,35,24,38,24,625,188
Lucas Paquetá,BRA,MF,24,1997,1.8,146,5,22,92,33,8,146,3,1,33.3,2,66.7,121,584,203,3,2,2,2,1,117,10
Malo Gusto,FRA,DF,19,2003,17.7,1617,49,351,772,513,26,1617,50,20,40.0,20,40.0,1195,6746,3120,66,73,10,17,12,1074,147
Mamadou Sarr,FRA,MF,16,2005,0.1,9,0,6,3,0,0,9,0,0,,0,,8,39,6,0,0,0,0,0,8,0
Maxence Caqueret,FRA,MF,22,2000,30.7,2162,60,333,1196,654,73,2162,87,41,47.1,38,43.7,1650,8467,3482,46,81,11,70,48,1514,114
Mohamed El Arouch,FRA,MF,18,2004,0.0,4,0,3,1,1,0,4,1,0,0.0,1,100.0,2,34,33,1,0,0,0,0,0,0
Moussa Dembélé,FRA,"FW,MF",26,1996,9.7,299,9,24,135,143,50,299,12,4,33.3,8,66.7,200,1043,240,10,4,5,32,16,215,66
Nicolás Tagliafico,ARG,DF,29,1992,33.2,2237,86,527,1118,610,48,2237,38,10,26.3,19,50.0,1539,7465,3182,38,44,5,46,16,1405,171
Rayan Cherki,FRA,"MF,FW",18,2003,20.8,1364,3,83,552,758,141,1364,157,79,50.3,65,41.4,1145,8325,4182,133,91,61,63,49,1107,260
Romain Faivre,FRA,MF,24,1998,3.3,216,1,15,112,95,6,216,20,3,15.0,16,80.0,160,1198,543,14,12,1,4,3,153,16
Rémy Riou,FRA,GK,34,1987,6.7,241,204,240,1,0,0,241,0,0,,0,,163,662,403,0,0,0,0,0,115,0
Sael Kumbedi,FRA,DF,17,2005,14.7,991,36,271,463,262,22,991,42,16,38.1,24,57.1,644,3390,1567,16,31,3,16,14,570,84
Sinaly Diomande,CIV,DF,21,2001,21.7,1711,120,693,902,120,14,1711,20,10,50.0,5,25.0,1241,6376,3326,10,20,0,20,5,1147,8
Tetê,BRA,"FW,MF",22,2000,12.3,649,3,58,252,351,60,649,54,21,38.9,28,51.9,506,3173,1322,49,28,27,31,15,482,130
Thiago Mendes,BRA,"MF,DF",30,1992,22.9,1913,112,502,1225,188,9,1913,11,6,54.5,5,45.5,1500,7166,3378,10,22,2,25,16,1383,20
