General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alexandre Lacazette,FRA,FW,31,1991,32.5,661,917,72.1,9241,2675,352,457,77.0,205,269,76.2,37,68,54.4,5,5.4,5.6,-0.4,48,59,48,1,108
Amin Sarr,SWE,FW,21,2001,6.0,104,142,73.2,1376,210,62,83,74.7,25,36,69.4,7,7,100.0,1,0.4,0.3,0.6,4,6,4,0,9
Anthony Lopes,POR,GK,31,1990,31.3,792,1026,77.2,20368,14374,173,173,100.0,392,396,99.0,223,447,49.9,0,0.0,0.0,0.0,0,9,0,0,0
Bradley Barcola,FRA,"FW,MF",19,2002,16.0,324,466,69.5,4152,1140,210,276,76.1,85,124,68.5,8,17,47.1,8,3.9,4.2,4.1,25,21,20,4,39
Castello Lukeba,FRA,DF,19,2002,33.2,2034,2257,90.1,37132,14125,761,812,93.7,1110,1182,93.9,138,207,66.7,0,0.3,0.8,-0.3,3,133,5,0,166
Corentin Tolisso,FRA,MF,27,1994,22.6,1710,1950,87.7,31063,9727,741,814,91.0,701,775,90.5,215,268,80.2,2,4.4,5.3,-2.4,32,208,38,9,230
Damien Da Silva,FRA,DF,34,1988,3.8,217,254,85.4,4247,1562,66,75,88.0,122,138,88.4,25,35,71.4,0,0.0,0.1,0.0,0,14,2,0,18
Dejan Lovren,CRO,DF,33,1989,16.2,961,1096,87.7,18828,6015,322,355,90.7,522,560,93.2,109,161,67.7,0,0.5,0.4,-0.5,2,65,0,0,64
Henrique,BRA,"DF,FW",28,1994,4.0,192,223,86.1,2975,704,107,122,87.7,74,79,93.7,8,16,50.0,1,0.1,0.2,0.9,1,8,3,1,11
Houssem Aouar,ALG,MF,24,1998,5.8,299,370,80.8,4682,1089,160,179,89.4,101,127,79.5,24,36,66.7,1,1.1,0.8,-0.1,6,37,4,0,37
Jeff Reine-Adélaïde,FRA,MF,24,1998,3.7,285,329,86.6,4411,1005,149,164,90.9,110,124,88.7,15,25,60.0,0,0.9,0.7,-0.9,8,31,5,1,32
Jeffinho,BRA,FW,22,1999,5.0,146,173,84.4,1802,399,98,107,91.6,36,43,83.7,1,1,100.0,0,0.5,0.7,-0.5,7,11,4,0,10
Johann Lepenant,FRA,MF,19,2002,21.5,1163,1301,89.4,19634,4333,504,570,88.4,524,554,94.6,90,103,87.4,2,1.2,1.3,0.8,10,115,6,1,125
Jérôme Boateng,GER,DF,33,1988,4.8,179,223,80.3,3852,1320,44,52,84.6,111,126,88.1,21,39,53.8,0,0.2,0.2,-0.2,1,7,2,0,6
Karl Toko Ekambi,CMR,"FW,MF",29,1992,15.0,493,617,79.9,7979,1331,260,313,83.1,181,213,85.0,36,48,75.0,2,3.0,3.1,-1.0,26,29,15,2,36
Lucas Paquetá,BRA,MF,24,1997,1.8,110,126,87.3,1981,536,54,60,90.0,36,40,90.0,16,21,76.2,0,0.2,0.7,-0.2,3,14,3,1,8
Malo Gusto,FRA,DF,19,2003,17.7,1171,1437,81.5,18951,6105,599,671,89.3,460,549,83.8,83,139,59.7,1,3.1,4.1,-2.1,24,85,40,29,82
Mamadou Sarr,FRA,MF,16,2005,0.1,8,8,100.0,170,77,1,1,100.0,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Maxence Caqueret,FRA,MF,22,2000,30.7,1480,1785,82.9,23941,7380,725,828,87.6,585,653,89.6,112,189,59.3,7,5.1,6.1,1.9,60,196,29,8,183
Mohamed El Arouch,FRA,MF,18,2004,0.0,1,2,50.0,17,9,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
Moussa Dembélé,FRA,"FW,MF",26,1996,9.7,138,191,72.3,1752,364,72,99,72.7,45,59,76.3,3,6,50.0,0,0.3,0.5,-0.3,4,8,11,0,23
Nicolás Tagliafico,ARG,DF,29,1992,33.2,1587,1883,84.3,24353,7754,816,906,90.1,642,751,85.5,69,122,56.6,3,4.2,3.8,-1.2,24,123,36,7,156
Rayan Cherki,FRA,"MF,FW",18,2003,20.8,844,1094,77.1,13798,3601,433,505,85.7,278,353,78.8,92,159,57.9,6,7.2,9.0,-1.2,66,71,60,4,144
Romain Faivre,FRA,MF,24,1998,3.3,145,170,85.3,2183,685,84,92,91.3,43,49,87.8,10,18,55.6,1,0.3,0.6,0.7,6,17,3,1,24
Rémy Riou,FRA,GK,34,1987,6.7,179,225,79.6,3959,3001,43,45,95.6,102,105,97.1,32,73,43.8,0,0.0,0.0,0.0,0,0,0,0,1
Sael Kumbedi,FRA,DF,17,2005,14.7,653,794,82.2,9708,2434,365,403,90.6,236,290,81.4,31,58,53.4,2,1.2,1.5,0.8,10,30,9,3,40
Sinaly Diomande,CIV,DF,21,2001,21.7,1257,1468,85.6,22048,7796,505,557,90.7,605,679,89.1,101,161,62.7,0,0.2,0.4,-0.2,3,96,3,1,108
Tetê,BRA,"FW,MF",22,2000,12.3,378,499,75.8,5666,1276,203,234,86.8,138,180,76.7,18,49,36.7,2,1.3,2.3,0.7,10,25,18,3,52
Thiago Mendes,BRA,"MF,DF",30,1992,22.9,1445,1672,86.4,26348,9319,568,619,91.8,658,709,92.8,163,263,62.0,1,0.6,1.8,0.4,10,156,13,0,170
