General,General,General,General,General,General,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal kicks,Goal kicks,Goal kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Player,Nation,Pos,Age,Born,90s,Ga,Pka,Fk,Ck,Og,Psxg,Psxg/sot,Psxg+/-,/90,Cmp,Att,Cmp%,Att (gk),Thr,Launch%,Avglen,Att,Launch%,Avglen,Opp,Stp,Stp%,#opa,#opa/90,Avgdist
Anthony Lopes,POR,GK,31,1990,31.3,39,7,2,5,2,41.4,0.27,4.4,0.14,114,317,36.0,838,134,31.3,31.9,183,30.1,31.8,358,19,5.3,25,0.8,13.9
Rémy Riou,FRA,GK,34,1987,6.7,8,4,0,0,1,8.8,0.2,1.8,0.27,12,49,24.5,178,30,22.5,28.7,47,19.1,26.0,78,6,7.7,10,1.5,17.2
