General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Amos Pieper,GER,DF,24,1998,21.7,943,1206,78.2,18821,6486,295,351,84.0,513,589,87.1,127,224,56.7,1,0.3,0.9,0.7,5,64,12,5,84
Anthony Jung,GER,"DF,FW",30,1991,29.1,1085,1422,76.3,17239,5726,559,641,87.2,428,536,79.9,66,150,44.0,5,1.6,1.7,3.4,22,56,18,8,73
Christian Groß,GER,MF,33,1989,21.0,695,860,80.8,10815,3306,367,426,86.2,262,317,82.6,41,59,69.5,1,0.5,0.7,0.5,5,63,10,3,67
Dikeni-Rafid Salifou,TOG,MF,19,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Eren Dinkçi,GER,"FW,MF",20,2001,2.6,50,77,64.9,778,134,27,37,73.0,18,26,69.2,4,7,57.1,0,0.6,1.2,-0.6,6,1,2,0,6
Fabio Chiarodia,ITA,DF,17,2005,0.7,15,22,68.2,335,140,3,6,50.0,8,9,88.9,4,5,80.0,0,0.0,0.0,0.0,0,3,0,0,4
Felix Agu,GER,"DF,FW",22,1999,0.5,16,25,64.0,299,144,4,5,80.0,9,10,90.0,2,6,33.3,0,0.1,0.1,-0.1,1,1,1,0,2
Ilia Gruev,BUL,MF,22,2000,17.6,673,780,86.3,11340,3111,305,338,90.2,300,328,91.5,54,81,66.7,0,0.8,1.0,-0.8,8,53,9,2,61
Jean-Manuel Mbom,GER,MF,22,2000,0.1,2,3,66.7,47,39,0,1,0.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1
Jens Stage,DEN,MF,25,1996,20.6,412,622,66.2,6130,2060,236,307,76.9,142,196,72.4,19,51,37.3,3,1.8,2.6,1.2,16,34,20,3,61
Jiří Pavlenka,CZE,GK,30,1992,32.3,832,1176,70.7,25281,18992,148,150,98.7,362,367,98.6,321,651,49.3,0,0.0,0.1,0.0,0,20,1,0,0
Lee Buchanan,ENG,"DF,FW",21,2001,5.2,179,267,67.0,3373,1351,74,93,79.6,77,107,72.0,26,61,42.6,0,0.8,0.6,-0.8,5,16,5,2,21
Leonardo Bittencourt,GER,"MF,DF",28,1993,18.1,579,792,73.1,8839,2535,316,360,87.8,212,278,76.3,30,82,36.6,2,2.7,2.4,-0.7,15,44,26,5,74
Marco Friedl,AUT,DF,24,1998,28.8,1407,1731,81.3,30355,10867,436,468,93.2,692,784,88.3,260,424,61.3,0,0.4,1.6,-0.4,8,114,18,6,115
Marvin Ducksch,GER,FW,28,1994,31.7,583,956,61.0,9974,2854,294,390,75.4,170,288,59.0,81,198,40.9,6,5.5,6.0,0.5,52,42,21,6,58
Maximilian Philipp,GER,"FW,MF",28,1994,4.9,109,138,79.0,1495,286,65,75,86.7,29,38,76.3,5,5,100.0,0,0.2,0.2,-0.2,4,5,1,0,6
Michael Zetterer,GER,GK,27,1995,1.7,43,61,70.5,1523,1206,2,2,100.0,18,18,100.0,23,41,56.1,0,0.0,0.0,0.0,0,2,0,0,0
Miloš Veljković,SRB,DF,26,1995,25.2,1145,1411,81.1,25411,10806,265,308,86.0,665,739,90.0,202,326,62.0,2,0.7,0.8,1.3,7,76,2,0,81
Mitchell Weiser,GER,"DF,FW",28,1994,28.0,960,1341,71.6,15772,6811,494,592,83.4,357,483,73.9,83,168,49.4,9,5.6,6.9,3.4,40,91,48,17,120
Niclas Füllkrug,GER,FW,29,1993,27.5,581,929,62.5,9105,1989,323,457,70.7,167,271,61.6,59,91,64.8,5,3.6,3.4,1.4,34,48,27,1,90
Nicolai Rapp,GER,"MF,DF",25,1996,0.8,47,59,79.7,905,278,20,24,83.3,17,21,81.0,8,11,72.7,0,0.0,0.0,0.0,0,3,1,0,5
Niklas Schmidt,GER,MF,24,1998,12.1,446,601,74.2,8908,2732,187,222,84.2,170,214,79.4,82,125,65.6,0,1.3,1.7,-1.3,16,64,25,5,64
Niklas Stark,GER,DF,27,1995,23.1,1027,1244,82.6,21155,8160,287,324,88.6,587,660,88.9,145,229,63.3,0,0.3,0.4,-0.3,4,57,5,1,65
Oliver Burke,SCO,"FW,MF",25,1997,3.0,53,81,65.4,655,185,32,50,64.0,15,18,83.3,1,4,25.0,0,0.3,0.1,-0.3,4,4,3,0,7
Romano Schmid,AUT,"MF,FW",22,2000,16.9,561,750,74.8,8443,2852,309,379,81.5,180,225,80.0,44,71,62.0,3,2.0,2.2,1.0,22,59,19,2,75
