General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Amos Pieper,GER,DF,24,1998,29,1957,67,64.0,21.7,22,84,15,7,16,0,1.07,29,39,-10,-0.46,-0.22,26.4,31.1,-4.7,-0.21,0.37
Anthony Jung,GER,"DF,FW",30,1991,34,2617,77,85.5,29.1,32,80,11,2,27,0,1.06,37,59,-22,-0.76,-2.59,31.6,46.3,-14.7,-0.5,-1.09
Benjamin Goller,GER,"FW,MF",23,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,
Christian Groß,GER,MF,33,1989,26,1886,73,61.6,21.0,23,78,4,3,32,2,1.31,32,42,-10,-0.48,-0.25,26.6,29.7,-3.1,-0.15,0.52
Dikeni-Rafid Salifou,TOG,MF,19,2003,1,1,1,0.0,0.0,0,,0,1,1,7,3.0,0,0,0,0.0,0.38,0.0,0.0,0.0,0.0,0.35
Eduardo Dos Santos Haesler,GER,GK,23,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Eren Dinkçi,GER,"FW,MF",20,2001,17,231,14,7.5,2.6,0,,0,17,14,9,0.76,3,11,-8,-3.12,-2.96,2.8,6.4,-3.6,-1.39,-1.13
Fabio Chiarodia,ITA,DF,17,2005,3,66,22,2.2,0.7,1,62,0,2,2,23,1.33,0,1,-1,-1.36,-1.0,0.3,2.9,-2.6,-3.52,-3.24
Felix Agu,GER,"DF,FW",22,1999,3,49,16,1.6,0.5,0,,0,3,16,9,1.33,1,2,-1,-1.84,-1.48,0.4,2.4,-2.0,-3.53,-3.24
Ilia Gruev,BUL,MF,22,2000,31,1584,51,51.8,17.6,18,76,4,13,16,2,1.13,25,37,-12,-0.68,-0.62,20.7,32.7,-12.0,-0.68,-0.7
Jean-Manuel Mbom,GER,MF,22,2000,2,6,3,0.2,0.1,0,,0,2,3,9,0.0,0,2,-2,-30.0,-29.68,0.0,1.1,-1.1,-16.22,-15.9
Jens Stage,DEN,MF,25,1996,32,1855,58,60.6,20.6,21,79,7,11,18,1,1.09,31,37,-6,-0.29,0.23,23.3,29.7,-6.4,-0.31,0.09
Jiří Pavlenka,CZE,GK,30,1992,33,2908,88,95.0,32.3,33,88,32,0,,0,1.06,49,61,-12,-0.37,0.22,38.8,49.0,-10.2,-0.32,0.63
Lee Buchanan,ENG,"DF,FW",21,2001,21,472,22,15.4,5.2,2,74,0,19,17,9,1.0,15,8,7,1.33,2.03,10.0,8.9,1.1,0.21,0.65
Leonardo Bittencourt,GER,"MF,DF",28,1993,25,1629,65,53.2,18.1,22,71,4,3,26,1,1.12,26,27,-1,-0.06,0.7,18.9,23.5,-4.6,-0.25,0.2
Marco Friedl,AUT,DF,24,1998,30,2594,86,84.8,28.8,30,86,27,0,,0,1.07,45,54,-9,-0.31,0.46,35.1,42.3,-7.2,-0.25,0.64
Marvin Ducksch,GER,FW,28,1994,34,2852,84,93.2,31.7,34,84,19,0,,0,1.06,41,57,-16,-0.5,-1.8,37.8,47.4,-9.6,-0.3,0.66
Maximilian Philipp,GER,"FW,MF",28,1994,15,442,29,14.4,4.9,3,74,0,12,18,0,0.6,12,9,3,0.61,1.16,7.4,7.6,-0.3,-0.05,0.35
Michael Zetterer,GER,GK,27,1995,2,152,76,5.0,1.7,1,90,1,1,62,32,0.5,2,3,-1,-0.59,-0.22,2.4,4.0,-1.6,-0.94,-0.63
Miloš Veljković,SRB,DF,26,1995,29,2266,78,74.1,25.2,25,88,23,4,18,0,1.21,42,50,-8,-0.32,0.25,31.4,39.1,-7.7,-0.3,0.17
Mitchell Weiser,GER,"DF,FW",28,1994,30,2516,84,82.2,28.0,29,86,23,1,23,0,1.0,42,56,-14,-0.5,-0.67,34.1,43.8,-9.7,-0.35,0.0
Nick Woltemade,GER,FW,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Niclas Füllkrug,GER,FW,29,1993,28,2477,88,80.9,27.5,28,88,26,0,,1,1.18,41,46,-5,-0.18,1.05,32.3,40.3,-8.0,-0.29,0.29
Nicolai Rapp,GER,"MF,DF",25,1996,7,71,10,2.3,0.8,0,,0,7,10,4,1.29,3,1,2,2.54,2.99,2.0,1.2,0.7,0.92,1.3
Niklas Schmidt,GER,MF,24,1998,24,1087,45,35.5,12.1,11,71,3,13,23,9,0.83,16,22,-6,-0.5,-0.18,15.6,18.0,-2.4,-0.2,0.23
Niklas Stark,GER,DF,27,1995,27,2077,77,67.9,23.1,23,86,18,4,26,4,1.07,35,42,-7,-0.3,0.25,26.5,38.0,-11.5,-0.5,-0.47
Oliver Burke,SCO,"FW,MF",25,1997,15,268,18,8.8,3.0,1,58,0,14,15,3,1.2,11,7,4,1.34,1.89,7.0,8.0,-0.9,-0.31,0.04
Romano Schmid,AUT,"MF,FW",22,2000,27,1520,56,49.7,16.9,15,81,5,12,26,1,1.07,23,29,-6,-0.36,0.05,20.5,26.0,-5.5,-0.33,0.04
Tim-Justin Dietrich,GER,MF,19,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Tom Berger,GER,MF,21,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
