General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Amos Pieper,GER,DF,24,1998,21.7,1448,125,627,742,83,22,1448,3,1,33.3,0,0.0,751,3815,1935,14,12,0,9,8,893,4
Anthony Jung,GER,"DF,FW",30,1991,29.1,1687,92,569,767,361,34,1687,24,13,54.2,11,45.8,808,3566,1560,28,21,1,30,17,966,109
Christian Groß,GER,MF,33,1989,21.0,1067,59,290,672,114,7,1067,23,15,65.2,8,34.8,462,2134,1038,22,16,2,18,8,520,17
Dikeni-Rafid Salifou,TOG,MF,19,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Eren Dinkçi,GER,"FW,MF",20,2001,2.6,131,2,8,51,75,20,131,14,4,28.6,10,71.4,79,376,143,5,6,3,16,4,92,24
Fabio Chiarodia,ITA,DF,17,2005,0.7,29,6,16,11,2,1,29,0,0,,0,,9,44,13,0,0,0,0,0,12,0
Felix Agu,GER,"DF,FW",22,1999,0.5,33,1,7,13,14,2,33,3,0,0.0,2,66.7,19,165,24,0,2,0,1,2,19,2
Ilia Gruev,BUL,MF,22,2000,17.6,956,40,247,616,106,6,956,10,5,50.0,4,40.0,488,2398,1178,26,17,0,18,12,549,12
Jean-Manuel Mbom,GER,MF,22,2000,0.1,3,0,0,3,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,3,0
Jens Stage,DEN,MF,25,1996,20.6,834,47,200,429,213,57,834,16,9,56.3,5,31.3,368,1523,655,19,17,6,25,11,485,55
Jiří Pavlenka,CZE,GK,30,1992,32.3,1280,1137,1275,5,0,0,1280,1,0,0.0,1,100.0,663,3880,2157,0,2,2,1,0,521,0
Lee Buchanan,ENG,"DF,FW",21,2001,5.2,350,29,125,145,86,9,350,7,0,0.0,6,85.7,168,724,348,10,4,1,7,3,185,20
Leonardo Bittencourt,GER,"MF,DF",28,1993,18.1,1031,19,176,568,303,38,1031,64,26,40.6,30,46.9,611,3691,1649,51,48,7,42,10,706,93
Marco Friedl,AUT,DF,24,1998,28.8,2074,218,1052,934,101,7,2074,16,10,62.5,5,31.3,1186,5378,2540,14,11,0,19,9,1242,11
Marvin Ducksch,GER,FW,28,1994,31.7,1251,50,116,463,676,149,1250,38,15,39.5,20,52.6,576,2035,851,31,15,24,63,16,762,215
Maximilian Philipp,GER,"FW,MF",28,1994,4.9,196,6,33,102,66,15,196,10,5,50.0,5,50.0,109,415,96,3,4,2,10,8,132,24
Michael Zetterer,GER,GK,27,1995,1.7,66,56,66,0,0,0,66,0,0,,0,,37,257,155,0,0,0,0,0,27,0
Miloš Veljković,SRB,DF,26,1995,25.2,1645,194,935,679,39,15,1645,4,3,75.0,1,25.0,905,4396,2536,5,2,0,2,0,1027,3
Mitchell Weiser,GER,"DF,FW",28,1994,28.0,1789,66,390,861,566,78,1789,121,43,35.5,58,47.9,907,4440,2055,62,46,18,81,41,997,169
Niclas Füllkrug,GER,FW,29,1993,27.5,1227,31,70,635,534,131,1222,60,31,51.7,22,36.7,668,2854,1216,41,33,21,74,51,1005,200
Nicolai Rapp,GER,"MF,DF",25,1996,0.8,68,2,24,36,8,3,68,1,0,0.0,1,100.0,33,134,46,1,0,1,0,0,39,0
Niklas Schmidt,GER,MF,24,1998,12.1,718,19,113,441,181,19,718,46,33,71.7,10,21.7,432,2322,1073,26,22,4,17,13,484,49
Niklas Stark,GER,DF,27,1995,23.1,1516,174,812,673,39,11,1516,2,2,100.0,0,0.0,839,4648,2452,9,6,0,11,4,909,3
Oliver Burke,SCO,"FW,MF",25,1997,3.0,118,0,4,41,73,13,118,6,2,33.3,4,66.7,77,366,153,11,3,5,12,4,93,36
Romano Schmid,AUT,"MF,FW",22,2000,16.9,948,17,139,495,325,34,948,47,16,34.0,25,53.2,540,2606,1324,34,30,7,47,25,661,84
