General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Amos Pieper,GER,DF,24,1998,21.7,46,28,25,19,2,24,40,60.0,16,23,11,12,30,76,94,1
Anthony Jung,GER,"DF,FW",30,1991,29.1,46,27,19,20,7,31,58,53.4,27,30,6,24,22,68,63,0
Christian Groß,GER,MF,33,1989,21.0,56,25,20,34,2,29,60,48.3,31,20,5,15,23,79,38,1
Dikeni-Rafid Salifou,TOG,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eren Dinkçi,GER,"FW,MF",20,2001,2.6,5,5,2,1,2,2,6,33.3,4,2,0,2,0,5,2,0
Fabio Chiarodia,ITA,DF,17,2005,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,4,0
Felix Agu,GER,"DF,FW",22,1999,0.5,1,0,0,1,0,0,0,,0,1,1,0,0,1,0,0
Ilia Gruev,BUL,MF,22,2000,17.6,44,27,16,25,3,18,31,58.1,13,23,6,17,22,66,21,1
Jean-Manuel Mbom,GER,MF,22,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jens Stage,DEN,MF,25,1996,20.6,34,17,15,18,1,10,37,27.0,27,34,11,23,16,50,37,0
Jiří Pavlenka,CZE,GK,30,1992,32.3,1,0,1,0,0,1,5,20.0,4,1,0,1,3,4,21,1
Lee Buchanan,ENG,"DF,FW",21,2001,5.2,14,10,2,11,1,6,12,50.0,6,5,0,5,12,26,21,0
Leonardo Bittencourt,GER,"MF,DF",28,1993,18.1,53,28,20,25,8,25,62,40.3,37,13,0,13,10,63,15,0
Marco Friedl,AUT,DF,24,1998,28.8,62,46,40,22,0,41,68,60.3,27,46,17,29,58,120,127,1
Marvin Ducksch,GER,FW,28,1994,31.7,8,3,2,4,2,3,16,18.8,13,13,2,11,9,17,41,1
Maximilian Philipp,GER,"FW,MF",28,1994,4.9,6,5,3,2,1,1,9,11.1,8,7,1,6,3,9,4,0
Michael Zetterer,GER,GK,27,1995,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Miloš Veljković,SRB,DF,26,1995,25.2,30,19,17,13,0,18,29,62.1,11,32,16,16,33,63,103,0
Mitchell Weiser,GER,"DF,FW",28,1994,28.0,71,43,38,24,9,38,75,50.7,37,50,7,43,28,99,38,1
Niclas Füllkrug,GER,FW,29,1993,27.5,9,4,0,6,3,3,13,23.1,10,13,4,9,1,10,24,0
Nicolai Rapp,GER,"MF,DF",25,1996,0.8,3,1,3,0,0,0,3,0.0,3,0,0,0,0,3,1,0
Niklas Schmidt,GER,MF,24,1998,12.1,25,10,12,11,2,13,28,46.4,15,10,0,10,5,30,12,0
Niklas Stark,GER,DF,27,1995,23.1,56,36,29,24,3,27,42,64.3,15,24,13,11,37,93,110,0
Oliver Burke,SCO,"FW,MF",25,1997,3.0,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0
Romano Schmid,AUT,"MF,FW",22,2000,16.9,24,15,5,13,6,10,22,45.5,12,21,3,18,7,31,12,0
