General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Andreas Luthe,GER,GK,36,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Losilla,FRA,MF,37,1986,31,31,2576,28.6,1,2,3,1,0,0,10,0,2.3,2.3,1.5,3.7,11,100,42,0.03,0.07,0.1,0.03,0.1,0.08,0.05,0.13,0.08,0.13
Bernardo,BRA,DF,28,1995,33,33,2924,32.5,1,0,1,1,0,0,9,0,1.9,1.9,0.5,2.4,26,127,38,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
Christopher Antwi-Adjei,GHA,"FW,MF",29,1994,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50,28,138,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42
Cristian Gamboa,CRC,DF,33,1989,22,12,1187,13.2,0,1,1,0,0,0,6,0,0.1,0.1,0.5,0.6,12,33,16,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.04,0.01,0.04
Danilo Soares,BRA,DF,31,1991,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Erhan Mašović,SRB,"DF,MF",24,1998,29,24,2219,24.7,0,0,0,0,0,0,7,0,1.1,1.1,0.3,1.4,15,47,10,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06
Felix Passlack,GER,DF,25,1998,15,13,960,10.7,2,2,4,2,0,0,2,1,0.9,0.9,1.2,2.1,10,27,42,0.19,0.19,0.37,0.19,0.37,0.08,0.11,0.2,0.08,0.2
Gonçalo Paciência,POR,"FW,MF",28,1994,19,6,650,7.2,3,1,4,3,0,0,3,0,3.0,3.0,1.3,4.3,9,21,50,0.42,0.14,0.55,0.42,0.55,0.41,0.18,0.59,0.41,0.59
Ivan Ordets,UKR,DF,31,1992,24,21,1880,20.9,1,0,1,1,0,0,4,0,1.3,1.3,0.5,1.8,5,44,7,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09
Keven Schlotterbeck,GER,DF,26,1997,27,24,2185,24.3,5,1,6,5,0,0,9,0,2.0,2.0,0.6,2.7,9,93,15,0.21,0.04,0.25,0.21,0.25,0.08,0.03,0.11,0.08,0.11
Kevin Stöger,AUT,MF,29,1993,32,32,2668,29.6,7,10,17,3,4,4,8,0,6.2,3.1,9.9,12.9,81,283,139,0.24,0.34,0.57,0.1,0.44,0.21,0.33,0.54,0.1,0.44
Lukas Daschner,GER,"MF,FW",24,1998,20,3,536,6.0,1,1,2,1,0,0,2,0,2.3,2.3,1.0,3.3,11,17,37,0.17,0.17,0.34,0.17,0.34,0.39,0.16,0.55,0.39,0.55
