General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Antonio Candreva,ITA,"MF,DF",35,1987,30.3,1597,1350,243,53,5,25,218,125,61,9,26,0,1165,4,46
Antonio Iervolino,ITA,MF,19,2003,0.1,7,7,0,0,0,1,0,0,0,0,0,0,6,0,0
Boulaye Dia,SEN,"FW,MF",25,1996,28.0,589,566,20,0,2,7,6,3,0,0,0,0,449,3,30
Diego Valencia,CHI,"MF,FW",22,2000,2.6,75,69,6,0,0,0,5,6,0,0,0,0,52,0,3
Domagoj Bradarić,CRO,DF,22,1999,25.0,1155,898,254,37,0,6,68,212,5,1,1,0,857,3,28
Domen Črnigoj,SVN,MF,26,1995,3.3,111,110,1,1,0,0,0,0,0,0,0,0,79,0,4
Dylan Bronn,TUN,DF,27,1995,18.7,1007,942,59,37,1,13,7,22,0,0,0,0,855,6,9
Emil Bohinen,NOR,MF,23,1999,9.2,479,459,19,17,0,3,3,0,2,0,2,0,404,1,12
Erik Botheim,NOR,"MF,FW",22,2000,9.6,231,226,4,0,1,0,5,1,0,0,0,0,165,1,9
Federico Bonazzoli,ITA,"FW,MF",25,1997,12.4,354,325,28,3,3,13,4,0,0,0,0,0,264,1,14
Federico Fazio,ARG,DF,35,1987,11.9,536,503,33,18,0,8,4,15,0,0,0,0,410,0,6
Flavius Daniliuc,AUT,DF,21,2001,24.4,1127,1078,46,37,0,10,0,9,0,0,0,0,969,3,11
Franck Ribéry,FRA,MF,39,1983,0.4,22,21,0,0,0,0,0,0,0,0,0,0,19,1,0
Giulio Maggiore,ITA,MF,24,1998,9.9,472,461,7,5,3,5,3,1,0,0,0,0,351,4,8
Grigoris Kastanos,CYP,"MF,DF",24,1998,14.3,621,525,90,27,1,6,26,47,16,3,0,0,460,6,23
Guillermo Ochoa,MEX,GK,37,1985,20.0,760,476,280,80,0,0,0,0,0,0,0,0,441,4,0
Hans Nicolussi Caviglia,ITA,MF,22,2000,6.5,248,236,10,8,0,2,4,0,2,0,0,0,184,2,4
Ivan Radovanović,SRB,"MF,DF",33,1988,7.5,265,252,12,12,2,3,0,0,0,0,0,0,214,1,1
Julian Kristoffersen,NOR,FW,25,1997,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Sambia,FRA,DF,25,1996,7.7,396,311,85,6,0,1,33,71,8,3,4,0,312,0,7
Krzysztof Piątek,POL,FW,27,1995,23.8,558,501,51,0,0,1,14,2,0,0,0,0,379,6,12
Lassana Coulibaly,MLI,MF,26,1996,32.1,1174,1149,23,20,3,5,10,3,0,0,0,0,978,2,26
Lorenzo Pirola,ITA,DF,20,2002,21.6,989,952,31,26,0,2,1,5,0,0,0,0,790,6,13
Luigi Sepe,ITA,GK,31,1991,17.0,648,435,209,55,0,1,0,0,0,0,0,0,441,4,0
Matteo Lovato,ITA,DF,22,2000,9.0,325,307,17,17,1,3,0,0,0,0,0,0,274,1,2
Norbert Gyömbér,SVK,DF,30,1992,19.3,744,710,34,29,0,5,5,4,0,0,0,0,621,0,4
Pasquale Mazzocchi,ITA,DF,27,1995,21.8,949,726,219,13,2,6,90,185,21,2,17,0,702,4,29
Tonny Vilhena,NED,MF,27,1995,25.2,864,799,61,24,1,14,52,9,28,5,16,0,662,4,22
Vincenzo Fiorillo,ITA,GK,32,1990,1.0,24,17,7,2,0,0,0,0,0,0,0,0,16,0,0
William Troost-Ekong,NGA,DF,28,1993,4.9,179,176,3,3,0,0,1,0,0,0,0,0,148,0,1
